KomNr,Kommune,Kartkontor,Antall_Lenker,Gjenstaaende_Lenker,Er_Laast,Status,Alltid_Q1Q2,Alltid_Q3Q4,Rang_Median_Heur,Rekkefolge_Klasse
1525,Stranda,Molde,3918.0,3918.0,True,Ikke påbegynt,False,False,235.0,fleksibel_mellomgruppe
3436,Nord-Fron,Hamar,12207.0,12207.0,True,Ikke påbegynt,False,True,236.0,robust_sen
3312,Lier,Oslo,6724.0,6724.0,False,Ikke påbegynt,False,True,237.0,robust_sen
1816,Vevelstad,Bodø,1471.0,1471.0,False,Ikke påbegynt,False,False,238.0,fleksibel_mellomgruppe
3209,Ullensaker,Oslo,5340.0,5340.0,False,Ikke påbegynt,False,False,239.0,fleksibel_mellomgruppe
5546,Kvænangen,Tromsø,4328.0,4328.0,False,Ikke påbegynt,False,False,240.0,fleksibel_mellomgruppe
1508,Ålesund,Molde,8749.0,8749.0,True,Ikke påbegynt,False,False,241.0,fleksibel_mellomgruppe
1853,Evenes - Evenášši,Bodø,2823.0,2823.0,False,Ikke påbegynt,False,True,242.0,robust_sen
3114,Våler,Oslo,8900.0,8900.0,False,Ikke påbegynt,False,True,243.0,robust_sen
1580,Haram,Molde,4153.0,4153.0,True,Ikke påbegynt,False,False,244.0,fleksibel_mellomgruppe
1820,Alstahaug,Bodø,3019.0,3019.0,False,Ikke påbegynt,False,True,245.0,robust_sen
3336,Rollag,Oslo,7744.0,5034.0,False,Påbegynt,False,False,246.0,fleksibel_mellomgruppe
1528,Sykkylven,Molde,2501.0,2501.0,True,Ikke påbegynt,False,False,247.0,fleksibel_mellomgruppe
1812,Sømna,Bodø,1993.0,1993.0,False,Ikke påbegynt,False,True,248.0,robust_sen
5636,Unjárga - Nesseby,Tromsø,3635.0,3635.0,False,Ikke påbegynt,False,False,249.0,fleksibel_mellomgruppe
1867,Bø,Bodø,1613.0,1210.0,False,Påbegynt,False,True,250.0,robust_sen
1859,Flakstad,Bodø,2889.0,2889.0,False,Ikke påbegynt,False,True,251.0,robust_sen
1815,Vega,Bodø,1249.0,1249.0,False,Ikke påbegynt,False,True,252.0,robust_sen
1874,Moskenes,Bodø,949.0,949.0,False,Ikke påbegynt,False,True,253.0,robust_sen
1857,Værøy,Bodø,187.0,187.0,False,Ikke påbegynt,False,True,254.0,robust_sen
1506,Molde,Molde,9849.0,4924.0,True,Påbegynt,False,False,255.0,fleksibel_mellomgruppe
1818,Herøy,Bodø,3933.0,3933.0,False,Ikke påbegynt,False,True,256.0,robust_sen
5607,Vadsø,Tromsø,5170.0,5170.0,False,Ikke påbegynt,False,False,257.0,fleksibel_mellomgruppe
1835,Træna,Bodø,88.0,88.0,False,Ikke påbegynt,False,True,258.0,robust_sen
1856,Røst,Bodø,455.0,455.0,False,Ikke påbegynt,False,True,259.0,robust_sen
3203,Asker,Oslo,16870.0,16870.0,True,Ikke påbegynt,False,False,260.0,fleksibel_mellomgruppe
5027,Midtre Gauldal,Trondheim,13652.0,13652.0,True,Ikke påbegynt,False,False,261.0,fleksibel_mellomgruppe
1535,Vestnes,Molde,5719.0,2860.0,True,Påbegynt,False,False,262.0,fleksibel_mellomgruppe
3232,Nittedal,Oslo,5357.0,5357.0,False,Påbegynt,False,True,263.0,robust_sen
3447,Søndre Land,Hamar,7653.0,7653.0,True,Ikke påbegynt,False,False,264.0,fleksibel_mellomgruppe
3103,Moss,Oslo,6581.0,6581.0,False,Ikke påbegynt,False,True,265.0,robust_sen
5028,Melhus,Trondheim,7720.0,7720.0,True,Ikke påbegynt,False,False,266.0,fleksibel_mellomgruppe
5534,Karlsøy,Tromsø,5355.0,5355.0,False,Ikke påbegynt,False,False,267.0,fleksibel_mellomgruppe
3110,Hvaler,Oslo,4834.0,4834.0,False,Ikke påbegynt,False,True,268.0,robust_sen
3222,Lørenskog,Oslo,2091.0,2091.0,False,Ikke påbegynt,False,True,269.0,robust_sen
5029,Skaun,Trondheim,4079.0,4079.0,True,Ikke påbegynt,False,False,270.0,fleksibel_mellomgruppe
4036,Vinje,Skien,12380.0,12380.0,True,Ikke påbegynt,False,True,271.0,robust_sen
3201,Bærum,Oslo,10234.0,2047.0,True,Påbegynt,False,False,272.0,fleksibel_mellomgruppe
3120,Rakkestad,Oslo,3807.0,190.0,False,Påbegynt,False,True,273.0,robust_sen
3116,Skiptvet,Oslo,1677.0,335.0,False,Påbegynt,False,True,274.0,robust_sen
3442,Østre Toten,Hamar,4326.0,4326.0,True,Ikke påbegynt,False,False,275.0,fleksibel_mellomgruppe
5512,Dielddanuorri - Tjeldsund,Tromsø,8058.0,8058.0,False,Ikke påbegynt,False,False,276.0,fleksibel_mellomgruppe
3443,Vestre Toten,Hamar,3356.0,3356.0,True,Ikke påbegynt,False,False,277.0,fleksibel_mellomgruppe
3909,Larvik,Skien,20251.0,20251.0,True,Ikke påbegynt,False,True,278.0,robust_sen
5618,Måsøy,Tromsø,1802.0,1802.0,False,Ikke påbegynt,False,True,279.0,robust_sen
5614,Loppa,Tromsø,1446.0,1446.0,False,Ikke påbegynt,False,False,280.0,fleksibel_mellomgruppe
5526,Sørreisa,Tromsø,3369.0,3369.0,False,Ikke påbegynt,False,True,281.0,robust_sen
4016,Drangedal,Skien,9597.0,9597.0,True,Ikke påbegynt,False,True,282.0,robust_sen
5616,Hasvik,Tromsø,1313.0,1313.0,False,Ikke påbegynt,False,False,283.0,fleksibel_mellomgruppe
5514,Ibestad,Tromsø,3259.0,3259.0,False,Påbegynt,False,True,284.0,robust_sen
5524,Målselv,Tromsø,14811.0,1481.0,False,Påbegynt,False,True,285.0,robust_sen
3448,Nordre Land,Hamar,12435.0,12435.0,True,Ikke påbegynt,False,True,286.0,robust_sen
4003,Skien,Skien,11644.0,11644.0,True,Ikke påbegynt,False,True,287.0,robust_sen
5528,Dyrøy,Tromsø,1965.0,196.0,False,Påbegynt,False,True,288.0,robust_sen
5532,Balsfjord,Tromsø,13047.0,1305.0,False,Påbegynt,False,True,289.0,robust_sen
3431,Dovre,Hamar,8098.0,8098.0,True,Ikke påbegynt,False,True,290.0,robust_sen
4034,Tokke,Skien,6401.0,6401.0,True,Ikke påbegynt,False,True,291.0,robust_sen
5520,Bardu,Tromsø,6502.0,6502.0,True,Ikke påbegynt,False,False,292.0,fleksibel_mellomgruppe
4032,Fyresdal,Skien,5047.0,5047.0,True,Ikke påbegynt,False,True,293.0,robust_sen
3437,Sel,Hamar,14777.0,14777.0,True,Ikke påbegynt,False,True,294.0,robust_sen
3907,Sandefjord,Skien,13753.0,13753.0,True,Ikke påbegynt,False,True,295.0,robust_sen
5503,Harstad - Hárstták,Tromsø,16861.0,16861.0,True,Ikke påbegynt,False,False,296.0,fleksibel_mellomgruppe
5522,Salangen,Tromsø,2841.0,2841.0,True,Ikke påbegynt,False,True,297.0,robust_sen
4631,Alver,Bergen,27783.0,27783.0,True,Ikke påbegynt,False,True,298.0,robust_sen
5516,Gratangen,Tromsø,2092.0,2092.0,True,Ikke påbegynt,False,True,299.0,robust_sen
3903,Holmestrand,Skien,8664.0,8664.0,True,Ikke påbegynt,False,True,300.0,robust_sen
4628,Vaksdal,Bergen,4528.0,4528.0,True,Ikke påbegynt,False,True,301.0,robust_sen
5518,Loabák - Lavangen,Tromsø,1546.0,1546.0,True,Ikke påbegynt,False,True,302.0,robust_sen
3905,Tønsberg,Skien,10065.0,10065.0,True,Ikke påbegynt,False,True,303.0,robust_sen
4630,Osterøy,Bergen,8960.0,8960.0,True,Ikke påbegynt,False,True,304.0,robust_sen
3435,Vågå,Hamar,10194.0,10194.0,True,Ikke påbegynt,False,True,305.0,robust_sen
4018,Nome,Skien,4661.0,4661.0,True,Ikke påbegynt,False,True,306.0,robust_sen
4634,Masfjorden,Bergen,4590.0,4590.0,True,Ikke påbegynt,False,True,307.0,robust_sen
4014,Kragerø,Skien,8153.0,8153.0,True,Ikke påbegynt,False,True,308.0,robust_sen
4635,Gulen,Bergen,4082.0,4082.0,True,Ikke påbegynt,False,True,309.0,robust_sen
4001,Porsgrunn,Skien,7351.0,7351.0,True,Påbegynt,False,True,310.0,robust_sen
4012,Bamble,Skien,5868.0,5868.0,True,Ikke påbegynt,False,True,311.0,robust_sen
3911,Færder,Skien,5132.0,5132.0,True,Ikke påbegynt,False,True,312.0,robust_sen
3901,Horten,Skien,2273.0,2273.0,True,Ikke påbegynt,False,True,313.0,robust_sen
3434,Lom,Hamar,6259.0,6259.0,True,Ikke påbegynt,False,True,314.0,robust_sen
4601,Bergen,Bergen,30466.0,30466.0,True,Ikke påbegynt,False,False,315.0,fleksibel_mellomgruppe
4641,Aurland,Bergen,4599.0,4599.0,True,Ikke påbegynt,False,False,316.0,fleksibel_mellomgruppe
4649,Stad,Bergen,12853.0,12853.0,True,Ikke påbegynt,False,False,317.0,fleksibel_mellomgruppe
3451,Nord-Aurdal,Hamar,13002.0,13002.0,True,Ikke påbegynt,False,True,318.0,robust_sen
4650,Gloppen,Bergen,7841.0,7841.0,True,Ikke påbegynt,False,False,319.0,fleksibel_mellomgruppe
4642,Lærdal,Bergen,3598.0,3598.0,True,Ikke påbegynt,False,False,320.0,fleksibel_mellomgruppe
3433,Skjåk,Hamar,5069.0,5069.0,True,Ikke påbegynt,False,True,321.0,robust_sen
4602,Kinn,Bergen,9385.0,9385.0,True,Ikke påbegynt,False,False,322.0,fleksibel_mellomgruppe
4639,Vik,Bergen,4624.0,4624.0,True,Ikke påbegynt,False,False,323.0,fleksibel_mellomgruppe
4648,Bremanger,Bergen,4648.0,4648.0,True,Ikke påbegynt,False,False,324.0,fleksibel_mellomgruppe
3438,Sør-Fron,Hamar,7916.0,7916.0,True,Ikke påbegynt,False,True,325.0,robust_sen
4638,Høyanger,Bergen,3476.0,3476.0,True,Ikke påbegynt,False,False,326.0,fleksibel_mellomgruppe
4612,Sveio,Bergen,8328.0,8328.0,True,Ikke påbegynt,False,False,327.0,fleksibel_mellomgruppe
4614,Stord,Bergen,5301.0,5301.0,True,Ikke påbegynt,False,False,328.0,fleksibel_mellomgruppe
4613,Bømlo,Bergen,6759.0,2028.0,True,Påbegynt,False,False,329.0,fleksibel_mellomgruppe
3407,Gjøvik,Hamar,7897.0,7897.0,True,Ikke påbegynt,False,True,330.0,robust_sen
5536,Lyngen,Tromsø,4562.0,4562.0,True,Ikke påbegynt,False,False,331.0,fleksibel_mellomgruppe
3405,Lillehammer,Hamar,10606.0,10606.0,True,Ikke påbegynt,False,True,332.0,robust_sen
5542,Skjervøy,Tromsø,2218.0,222.0,True,Påbegynt,False,True,333.0,robust_sen
5620,Nordkapp,Tromsø,1716.0,1716.0,True,Ikke påbegynt,False,True,334.0,robust_sen
3450,Etnedal,Hamar,6276.0,6276.0,True,Ikke påbegynt,False,True,335.0,robust_sen
3423,Stor-Elvdal,Hamar,13617.0,681.0,True,Påbegynt,False,True,336.0,robust_sen
3429,Folldal,Hamar,8494.0,425.0,True,Påbegynt,False,True,337.0,robust_sen
3425,Engerdal,Hamar,6538.0,327.0,True,Påbegynt,False,True,338.0,robust_sen
3430,Os,Hamar,5106.0,255.0,True,Påbegynt,False,True,339.0,robust_sen
3426,Tolga,Hamar,8559.0,428.0,True,Påbegynt,False,True,340.0,robust_sen
5501,Tromsø,Tromsø,27947.0,27947.0,True,Ikke påbegynt,False,False,341.0,fleksibel_mellomgruppe
3422,Åmot,Hamar,9088.0,9088.0,True,Ikke påbegynt,False,True,342.0,robust_sen
3421,Trysil,Hamar,16189.0,809.0,True,Påbegynt,False,True,343.0,robust_sen
3411,Ringsaker,Hamar,12701.0,635.0,True,Påbegynt,False,True,344.0,robust_sen
3420,Elverum,Hamar,11666.0,583.0,True,Påbegynt,False,True,345.0,robust_sen
3403,Hamar,Hamar,3151.0,158.0,True,Påbegynt,False,True,346.0,robust_sen
1838,Gildeskål,Bodø,2461.0,2461.0,True,Ikke påbegynt,False,False,347.0,fleksibel_mellomgruppe
3412,Løten,Hamar,2884.0,144.0,True,Påbegynt,False,True,348.0,robust_sen
3419,Våler,Hamar,8900.0,445.0,True,Påbegynt,False,True,349.0,robust_sen
1836,Rødøy,Bodø,1257.0,1257.0,True,Ikke påbegynt,False,False,350.0,fleksibel_mellomgruppe
1822,Leirfjord,Bodø,2506.0,2506.0,True,Ikke påbegynt,False,True,351.0,robust_sen
1828,Nesna,Bodø,1141.0,1141.0,True,Ikke påbegynt,False,True,352.0,robust_sen
1827,Dønna,Bodø,1732.0,1732.0,True,Ikke påbegynt,False,True,353.0,robust_sen
1833,Rana,Bodø,10959.0,10959.0,True,Ikke påbegynt,False,False,354.0,fleksibel_mellomgruppe
1832,Hemnes,Bodø,4516.0,4516.0,True,Ikke påbegynt,False,False,355.0,fleksibel_mellomgruppe
1837,Meløy,Bodø,4215.0,4215.0,True,Ikke påbegynt,False,False,356.0,fleksibel_mellomgruppe
1834,Lurøy,Bodø,1485.0,1485.0,True,Ikke påbegynt,False,True,357.0,robust_sen
