KomNr,Kommune,Kartkontor,Antall_Lenker,Gjenstaaende_Lenker_Start,Timer_Start,Ferdigdato_Kartkontor,Ferdigdato_NVDB
5518,Loabák - Lavangen,Tromsø,1546.0,1546.0,7.17,2027-01-20,2033-04-22
5520,Bardu,Tromsø,6502.0,6502.0,43.93,2027-01-06,2032-12-01
5522,Salangen,Tromsø,2841.0,2841.0,11.93,2027-01-15,2033-04-08
5524,Målselv,Tromsø,14811.0,1481.0,7.16,2026-12-25,2032-10-19
5526,Sørreisa,Tromsø,3369.0,3369.0,10.53,2026-12-18,2032-09-22
5528,Dyrøy,Tromsø,1965.0,196.0,0.76,2026-12-28,2032-11-23
5530,Senja,Tromsø,17646.0,17646.0,52.38,2026-10-14,2031-06-04
5532,Balsfjord,Tromsø,13047.0,1305.0,4.59,2026-12-28,2032-11-22
5534,Karlsøy,Tromsø,5355.0,5355.0,25.07,2026-12-03,2032-08-05
5536,Lyngen,Tromsø,4562.0,4562.0,18.13,2027-06-04,2034-10-09
5538,Storfjord - Omasvuotna - Omasvuono,Tromsø,3674.0,0.0,0.0,2026-05-01,2027-03-29
5540,Gáivuotna - Kåfjord - Kaivuono,Tromsø,2539.0,0.0,0.0,2026-05-01,2027-03-31
5542,Skjervøy,Tromsø,2218.0,222.0,1.1,2027-06-09,2034-10-12
5544,Nordreisa - Ráisa - Raisi,Tromsø,4821.0,4821.0,53.15,2026-10-01,2031-03-19
5546,Kvænangen,Tromsø,4328.0,4328.0,32.62,2026-11-12,2032-02-13
5601,Alta,Tromsø,17457.0,16759.0,72.96,2026-08-17,2030-07-15
5603,Hammerfest - Hámmerfeasta,Tromsø,6601.0,6601.0,44.7,2026-10-26,2031-09-29
5605,Sør-Varanger,Tromsø,7082.0,7082.0,61.47,2026-09-17,2031-01-24
5607,Vadsø,Tromsø,5170.0,5170.0,28.47,2026-11-27,2032-06-18
5610,Kárášjohka - Karasjok,Tromsø,8565.0,8565.0,96.35,2026-07-08,2029-06-12
5612,Guovdageaidnu - Kautokeino,Tromsø,19267.0,19267.0,179.3,2026-06-15,2028-09-19
5614,Loppa,Tromsø,1446.0,1446.0,11.63,2026-12-17,2032-09-17
5616,Hasvik,Tromsø,1313.0,1313.0,9.4,2026-12-22,2032-09-27
5618,Måsøy,Tromsø,1802.0,1802.0,18.62,2026-12-14,2032-09-10
5620,Nordkapp,Tromsø,1716.0,1716.0,16.35,2027-06-09,2034-10-10
5622,Porsanger - Porsáŋgu - Porsanki,Tromsø,9568.0,9568.0,87.38,2026-07-29,2030-01-17
5624,Lebesby,Tromsø,3191.0,3191.0,44.53,2026-11-05,2032-01-05
5626,Gamvik,Tromsø,945.0,0.0,0.0,2026-05-01,2027-04-01
5628,Deatnu - Tana,Tromsø,9359.0,9359.0,72.72,2026-09-03,2030-12-12
5630,Berlevåg,Tromsø,1390.0,0.0,0.0,2026-05-01,2027-04-02
5632,Båtsfjord,Tromsø,1337.0,0.0,0.0,2026-05-01,2027-04-05
5634,Vardø,Tromsø,1053.0,0.0,0.0,2026-05-01,2027-04-06
5636,Unjárga - Nesseby,Tromsø,3635.0,3635.0,30.3,2026-11-20,2032-04-21
