Scenario,KomNr,N_Iterasjoner,Dager_P5,Dager_P50,Dager_P95
Samferdsel_96,1135,500,103,181,304
Samferdsel_96,1144,500,311,497,731
Samferdsel_96,1145,500,311,495,724
Samferdsel_96,1146,500,300,481,707
Samferdsel_96,1149,500,306,487,714
Samferdsel_96,1151,500,311,497,731
Samferdsel_96,1160,500,291,472,690
Samferdsel_96,1505,500,144,236,355
Samferdsel_96,1506,500,152,591,886
Samferdsel_96,1508,500,314,578,858
Samferdsel_96,1511,500,0,0,3
Samferdsel_96,1514,500,0,3,3
Samferdsel_96,1515,500,3,4,5
Samferdsel_96,1516,500,3,4,5
Samferdsel_96,1517,500,3,4,6
Samferdsel_96,1520,500,4,6,10
Samferdsel_96,1525,500,259,568,850
Samferdsel_96,1528,500,366,591,868
Samferdsel_96,1531,500,5,7,11
Samferdsel_96,1532,500,5,7,12
Samferdsel_96,1535,500,388,619,902
Samferdsel_96,1539,500,6,11,14
Samferdsel_96,1547,500,145,238,360
Samferdsel_96,1554,500,136,224,343
Samferdsel_96,1557,500,122,209,333
Samferdsel_96,1560,500,117,203,319
Samferdsel_96,1563,500,68,127,770
Samferdsel_96,1566,500,67,132,243
Samferdsel_96,1573,500,6,11,17
Samferdsel_96,1576,500,109,193,314
Samferdsel_96,1577,500,7,13,19
Samferdsel_96,1578,500,95,510,829
Samferdsel_96,1579,500,91,173,297
Samferdsel_96,1580,500,360,587,859
Samferdsel_96,1804,500,135,308,626
Samferdsel_96,1806,500,81,148,299
Samferdsel_96,1811,500,263,444,668
Samferdsel_96,1812,500,339,535,787
Samferdsel_96,1813,500,254,430,637
Samferdsel_96,1815,500,342,546,797
Samferdsel_96,1816,500,326,524,775
Samferdsel_96,1818,500,346,550,809
Samferdsel_96,1820,500,333,530,790
Samferdsel_96,1822,500,396,743,1145
Samferdsel_96,1824,500,122,272,495
Samferdsel_96,1825,500,185,346,539
Samferdsel_96,1826,500,128,263,447
Samferdsel_96,1827,500,502,796,1167
Samferdsel_96,1828,500,504,797,1167
Samferdsel_96,1832,500,513,802,1174
Samferdsel_96,1833,500,508,801,1173
Samferdsel_96,1834,500,514,804,1176
Samferdsel_96,1835,500,347,554,815
Samferdsel_96,1836,500,338,711,1140
Samferdsel_96,1837,500,514,803,1176
Samferdsel_96,1838,500,339,636,1117
Samferdsel_96,1839,500,235,424,691
Samferdsel_96,1840,500,110,249,474
Samferdsel_96,1841,500,241,468,1050
Samferdsel_96,1845,500,252,440,945
Samferdsel_96,1848,500,257,430,665
Samferdsel_96,1851,500,327,510,756
Samferdsel_96,1853,500,328,525,777
Samferdsel_96,1856,500,347,553,812
Samferdsel_96,1857,500,347,553,812
Samferdsel_96,1859,500,339,540,790
Samferdsel_96,1860,500,290,489,735
Samferdsel_96,1865,500,303,497,731
Samferdsel_96,1866,500,276,472,693
Samferdsel_96,1867,500,338,538,788
Samferdsel_96,1868,500,10,13,20
Samferdsel_96,1870,500,262,460,703
Samferdsel_96,1871,500,220,417,657
Samferdsel_96,1874,500,346,551,805
Samferdsel_96,1875,500,151,335,543
Samferdsel_96,3101,500,11,18,26
Samferdsel_96,3103,500,336,540,801
Samferdsel_96,3105,500,269,468,731
Samferdsel_96,3107,500,291,477,739
Samferdsel_96,3110,500,347,549,818
Samferdsel_96,3112,500,12,18,26
Samferdsel_96,3114,500,326,519,790
Samferdsel_96,3116,500,350,556,823
Samferdsel_96,3118,500,198,391,633
Samferdsel_96,3120,500,350,556,823
Samferdsel_96,3122,500,12,19,27
Samferdsel_96,3124,500,12,19,28
Samferdsel_96,3201,500,394,615,903
Samferdsel_96,3203,500,382,612,896
Samferdsel_96,3205,500,265,469,721
Samferdsel_96,3207,500,13,21,32
Samferdsel_96,3209,500,312,514,783
Samferdsel_96,3212,500,14,21,33
Samferdsel_96,3214,500,14,24,34
Samferdsel_96,3216,500,17,25,38
Samferdsel_96,3218,500,17,26,39
Samferdsel_96,3220,500,18,27,40
Samferdsel_96,3222,500,348,552,818
Samferdsel_96,3224,500,18,28,41
Samferdsel_96,3226,500,167,357,607
Samferdsel_96,3228,500,241,437,679
Samferdsel_96,3230,500,18,28,41
Samferdsel_96,3232,500,322,517,796
Samferdsel_96,3234,500,19,31,45
Samferdsel_96,3236,500,20,32,46
Samferdsel_96,3238,500,20,33,48
Samferdsel_96,3240,500,21,34,52
Samferdsel_96,3242,500,24,35,53
Samferdsel_96,3301,500,257,468,728
Samferdsel_96,3303,500,142,330,591
Samferdsel_96,3305,500,108,203,452
Samferdsel_96,3310,500,24,38,54
Samferdsel_96,3312,500,304,496,766
Samferdsel_96,3314,500,292,479,732
Samferdsel_96,3316,500,238,423,705
Samferdsel_96,3318,500,25,39,56
Samferdsel_96,3320,500,244,446,711
Samferdsel_96,3322,500,203,377,642
Samferdsel_96,3324,500,240,428,691
Samferdsel_96,3326,500,256,442,698
Samferdsel_96,3328,500,115,315,566
Samferdsel_96,3330,500,129,318,539
Samferdsel_96,3332,500,177,356,626
Samferdsel_96,3334,500,27,42,62
Samferdsel_96,3336,500,321,519,787
Samferdsel_96,3338,500,90,217,441
Samferdsel_96,3401,500,216,361,528
Samferdsel_96,3403,500,495,776,1145
Samferdsel_96,3405,500,430,711,1047
Samferdsel_96,3407,500,451,713,1050
Samferdsel_96,3411,500,492,772,1130
Samferdsel_96,3412,500,495,777,1146
Samferdsel_96,3413,500,219,362,530
Samferdsel_96,3414,500,27,42,63
Samferdsel_96,3415,500,28,46,67
Samferdsel_96,3416,500,31,47,68
Samferdsel_96,3417,500,31,48,70
Samferdsel_96,3418,500,32,49,73
Samferdsel_96,3419,500,494,776,1144
Samferdsel_96,3420,500,489,771,1139
Samferdsel_96,3421,500,487,767,1124
Samferdsel_96,3422,500,485,760,1117
Samferdsel_96,3423,500,474,741,1082
Samferdsel_96,3424,500,285,467,732
Samferdsel_96,3425,500,474,746,1084
Samferdsel_96,3426,500,479,747,1091
Samferdsel_96,3427,500,319,550,888
Samferdsel_96,3428,500,362,615,986
Samferdsel_96,3429,500,473,746,1084
Samferdsel_96,3430,500,479,749,1090
Samferdsel_96,3431,500,352,622,964
Samferdsel_96,3432,500,367,599,927
Samferdsel_96,3433,500,388,643,980
Samferdsel_96,3434,500,374,636,949
Samferdsel_96,3435,500,360,613,971
Samferdsel_96,3436,500,360,622,952
Samferdsel_96,3437,500,359,620,958
Samferdsel_96,3438,500,409,688,1056
Samferdsel_96,3439,500,94,180,367
Samferdsel_96,3440,500,129,291,476
Samferdsel_96,3441,500,95,223,425
Samferdsel_96,3442,500,346,619,908
Samferdsel_96,3443,500,397,628,924
Samferdsel_96,3446,500,160,320,490
Samferdsel_96,3447,500,198,587,888
Samferdsel_96,3448,500,425,670,983
Samferdsel_96,3449,500,98,241,438
Samferdsel_96,3450,500,440,720,1070
Samferdsel_96,3451,500,349,636,978
Samferdsel_96,3452,500,179,319,504
Samferdsel_96,3453,500,151,306,481
Samferdsel_96,3454,500,114,276,465
Samferdsel_96,3901,500,443,704,1033
Samferdsel_96,3903,500,422,672,990
Samferdsel_96,3905,500,426,677,1005
Samferdsel_96,3907,500,417,671,979
Samferdsel_96,3909,500,413,651,962
Samferdsel_96,3911,500,444,703,1028
Samferdsel_96,4001,500,433,691,1015
Samferdsel_96,4003,500,412,662,964
Samferdsel_96,4005,500,76,143,223
Samferdsel_96,4010,500,117,190,294
Samferdsel_96,4012,500,432,694,1022
Samferdsel_96,4014,500,429,691,1014
Samferdsel_96,4016,500,415,657,973
Samferdsel_96,4018,500,426,687,1014
Samferdsel_96,4020,500,33,53,76
Samferdsel_96,4022,500,80,145,245
Samferdsel_96,4024,500,83,153,266
Samferdsel_96,4026,500,63,103,174
Samferdsel_96,4028,500,93,165,269
Samferdsel_96,4030,500,90,158,256
Samferdsel_96,4032,500,416,666,965
Samferdsel_96,4034,500,419,663,970
Samferdsel_96,4036,500,401,637,929
Samferdsel_96,4201,500,115,221,340
Samferdsel_96,4202,500,124,220,341
Samferdsel_96,4203,500,339,541,803
Samferdsel_96,4204,500,314,516,752
Samferdsel_96,4205,500,318,498,735
Samferdsel_96,4206,500,119,215,334
Samferdsel_96,4207,500,195,307,453
Samferdsel_96,4211,500,151,248,371
Samferdsel_96,4212,500,94,187,311
Samferdsel_96,4213,500,110,208,332
Samferdsel_96,4214,500,151,248,371
Samferdsel_96,4215,500,137,229,348
Samferdsel_96,4216,500,73,154,264
Samferdsel_96,4217,500,68,132,242
Samferdsel_96,4218,500,150,244,369
Samferdsel_96,4219,500,340,540,815
Samferdsel_96,4220,500,76,133,244
Samferdsel_96,4221,500,184,300,441
Samferdsel_96,4222,500,278,444,648
Samferdsel_96,4223,500,353,564,832
Samferdsel_96,4224,500,346,547,803
Samferdsel_96,4225,500,328,531,791
Samferdsel_96,4226,500,34,54,80
Samferdsel_96,4227,500,70,137,264
Samferdsel_96,4228,500,180,297,430
Samferdsel_96,4601,500,447,736,1078
Samferdsel_96,4602,500,227,689,1070
Samferdsel_96,4611,500,179,340,529
Samferdsel_96,4612,500,476,762,1106
Samferdsel_96,4613,500,481,774,1120
Samferdsel_96,4614,500,479,771,1110
Samferdsel_96,4615,500,35,55,82
Samferdsel_96,4616,500,38,59,84
Samferdsel_96,4617,500,179,326,507
Samferdsel_96,4618,500,77,155,297
Samferdsel_96,4619,500,153,304,494
Samferdsel_96,4620,500,241,378,557
Samferdsel_96,4621,500,89,188,346
Samferdsel_96,4622,500,185,337,529
Samferdsel_96,4623,500,254,397,579
Samferdsel_96,4624,500,200,355,537
Samferdsel_96,4625,500,38,59,87
Samferdsel_96,4626,500,220,367,551
Samferdsel_96,4627,500,255,398,585
Samferdsel_96,4628,500,439,693,1018
Samferdsel_96,4629,500,38,60,87
Samferdsel_96,4630,500,438,703,1014
Samferdsel_96,4631,500,433,690,1004
Samferdsel_96,4632,500,257,402,591
Samferdsel_96,4633,500,38,60,87
Samferdsel_96,4634,500,444,698,1022
Samferdsel_96,4635,500,444,701,1027
Samferdsel_96,4636,500,257,402,587
Samferdsel_96,4637,500,251,396,571
Samferdsel_96,4638,500,368,732,1088
Samferdsel_96,4639,500,264,693,1060
Samferdsel_96,4640,500,152,312,965
Samferdsel_96,4641,500,186,466,1019
Samferdsel_96,4642,500,240,676,1056
Samferdsel_96,4643,500,223,362,542
Samferdsel_96,4644,500,138,271,836
Samferdsel_96,4645,500,240,388,570
Samferdsel_96,4646,500,243,389,567
Samferdsel_96,4647,500,87,173,356
Samferdsel_96,4648,500,346,731,1090
Samferdsel_96,4649,500,173,472,1004
Samferdsel_96,4650,500,213,648,1048
Samferdsel_96,4651,500,170,389,1004
Samferdsel_96,5001,500,152,306,523
Samferdsel_96,5006,500,40,63,94
Samferdsel_96,5007,500,42,67,97
Samferdsel_96,5014,500,42,68,101
Samferdsel_96,5020,500,45,69,102
Samferdsel_96,5021,500,75,137,292
Samferdsel_96,5022,500,46,73,105
Samferdsel_96,5025,500,91,195,364
Samferdsel_96,5026,500,166,301,493
Samferdsel_96,5027,500,90,554,889
Samferdsel_96,5028,500,374,624,917
Samferdsel_96,5029,500,402,632,924
Samferdsel_96,5031,500,46,74,108
Samferdsel_96,5032,500,165,313,511
Samferdsel_96,5033,500,140,273,461
Samferdsel_96,5034,500,158,304,474
Samferdsel_96,5035,500,115,251,458
Samferdsel_96,5036,500,47,74,109
Samferdsel_96,5037,500,49,77,115
Samferdsel_96,5038,500,180,313,503
Samferdsel_96,5041,500,110,230,398
Samferdsel_96,5042,500,117,237,388
Samferdsel_96,5043,500,229,367,553
Samferdsel_96,5044,500,212,348,528
Samferdsel_96,5045,500,185,325,509
Samferdsel_96,5046,500,241,383,577
Samferdsel_96,5047,500,215,364,551
Samferdsel_96,5049,500,248,391,593
Samferdsel_96,5052,500,49,77,115
Samferdsel_96,5053,500,194,360,563
Samferdsel_96,5054,500,136,265,476
Samferdsel_96,5055,500,152,299,494
Samferdsel_96,5056,500,193,353,545
Samferdsel_96,5057,500,49,80,116
Samferdsel_96,5058,500,164,301,486
Samferdsel_96,5059,500,76,525,893
Samferdsel_96,5060,500,52,82,119
Samferdsel_96,5061,500,213,363,564
Samferdsel_96,5501,500,502,796,1162
Samferdsel_96,5503,500,394,620,913
Samferdsel_96,5510,500,53,83,122
Samferdsel_96,5512,500,345,550,815
Samferdsel_96,5514,500,370,584,859
Samferdsel_96,5516,500,397,628,921
Samferdsel_96,5518,500,397,629,924
Samferdsel_96,5520,500,382,611,895
Samferdsel_96,5522,500,395,627,917
Samferdsel_96,5524,500,370,591,865
Samferdsel_96,5526,500,367,581,861
Samferdsel_96,5528,500,375,596,873
Samferdsel_96,5530,500,258,460,726
Samferdsel_96,5532,500,374,592,872
Samferdsel_96,5534,500,341,551,802
Samferdsel_96,5536,500,494,781,1139
Samferdsel_96,5538,500,54,84,124
Samferdsel_96,5540,500,54,84,124
Samferdsel_96,5542,500,495,783,1140
Samferdsel_96,5544,500,272,445,662
Samferdsel_96,5546,500,329,525,790
Samferdsel_96,5601,500,216,388,598
Samferdsel_96,5603,500,294,473,738
Samferdsel_96,5605,500,234,426,648
Samferdsel_96,5607,500,340,540,795
Samferdsel_96,5610,500,175,312,508
Samferdsel_96,5612,500,118,210,353
Samferdsel_96,5614,500,364,579,851
Samferdsel_96,5616,500,368,582,857
Samferdsel_96,5618,500,363,566,829
Samferdsel_96,5620,500,494,781,1137
Samferdsel_96,5622,500,193,336,593
Samferdsel_96,5624,500,299,487,711
Samferdsel_96,5626,500,54,84,125
Samferdsel_96,5628,500,223,395,612
Samferdsel_96,5630,500,54,87,125
Samferdsel_96,5632,500,54,87,126
Samferdsel_96,5634,500,55,87,126
Samferdsel_96,5636,500,331,535,791
