KomNr,Kommune,Kartkontor,Antall_Lenker,Gjenstaaende_Lenker_Start,Timer_Start,Ferdigdato_Kartkontor,Ferdigdato_NVDB
5514,Ibestad,Tromsø,3259.0,3259.0,17.37,2027-11-05,2035-04-09
5516,Gratangen,Tromsø,2092.0,2092.0,15.63,2028-02-08,2035-10-22
5518,Loabák - Lavangen,Tromsø,1546.0,1546.0,14.33,2028-02-11,2035-10-24
5520,Bardu,Tromsø,6502.0,6502.0,87.87,2028-01-12,2035-08-29
5522,Salangen,Tromsø,2841.0,2841.0,23.87,2028-02-03,2035-10-18
5524,Målselv,Tromsø,14811.0,1481.0,14.33,2027-11-10,2035-04-27
5526,Sørreisa,Tromsø,3369.0,3369.0,21.07,2027-10-27,2035-04-02
5528,Dyrøy,Tromsø,1965.0,196.0,1.52,2027-11-15,2035-05-23
5530,Senja,Tromsø,17646.0,17646.0,104.77,2027-03-24,2033-01-12
5532,Balsfjord,Tromsø,13047.0,1305.0,9.18,2027-11-12,2035-05-16
5534,Karlsøy,Tromsø,5355.0,5355.0,50.13,2027-09-02,2034-10-25
5536,Lyngen,Tromsø,4562.0,4562.0,36.27,2027-10-06,2035-03-05
5538,Storfjord - Omasvuotna - Omasvuono,Tromsø,3674.0,0.0,0.0,2026-05-01,2027-05-21
5540,Gáivuotna - Kåfjord - Kaivuono,Tromsø,2539.0,0.0,0.0,2026-05-01,2027-05-26
5542,Skjervøy,Tromsø,2218.0,222.0,2.2,2027-11-12,2035-05-21
5544,Nordreisa - Ráisa - Raisi,Tromsø,4821.0,4821.0,106.3,2027-02-23,2032-07-20
5546,Kvænangen,Tromsø,4328.0,4328.0,65.23,2027-05-31,2033-11-10
5601,Alta,Tromsø,17457.0,16759.0,145.92,2026-11-11,2030-08-28
5603,Hammerfest - Hámmerfeasta,Tromsø,6601.0,6601.0,89.4,2027-04-16,2033-04-13
5605,Sør-Varanger,Tromsø,7082.0,7082.0,122.93,2027-01-25,2031-12-01
5607,Vadsø,Tromsø,5170.0,5170.0,56.93,2027-08-19,2034-09-04
5610,Kárášjohka - Karasjok,Tromsø,8565.0,8565.0,192.7,2026-10-01,2030-01-29
5612,Guovdageaidnu - Kautokeino,Tromsø,19267.0,19267.0,358.6,2026-08-10,2029-02-08
5614,Loppa,Tromsø,1446.0,1446.0,23.27,2027-10-21,2035-03-16
5616,Hasvik,Tromsø,1313.0,1313.0,18.8,2027-11-02,2035-04-03
5618,Måsøy,Tromsø,1802.0,1802.0,37.23,2027-09-27,2035-02-19
5620,Nordkapp,Tromsø,1716.0,1716.0,32.7,2027-10-14,2035-03-12
5622,Porsanger - Porsáŋgu - Porsanki,Tromsø,9568.0,9568.0,174.77,2027-07-19,2034-05-16
5624,Lebesby,Tromsø,3191.0,3191.0,89.07,2027-05-12,2033-07-12
5626,Gamvik,Tromsø,945.0,0.0,0.0,2026-05-01,2027-05-27
5628,Deatnu - Tana,Tromsø,9359.0,9359.0,145.43,2026-12-21,2031-05-06
5630,Berlevåg,Tromsø,1390.0,0.0,0.0,2026-05-01,2027-05-28
5632,Båtsfjord,Tromsø,1337.0,0.0,0.0,2026-05-01,2027-05-31
5634,Vardø,Tromsø,1053.0,0.0,0.0,2026-05-01,2027-06-01
5636,Unjárga - Nesseby,Tromsø,3635.0,3635.0,60.6,2027-08-03,2034-07-06
