Scenario,Plan_Type,uke_aar,uke_nr,Ko_Lengde_P5,Ko_Lengde_P50,Ko_Lengde_P95,Lenker_I_Ko_P5,Lenker_I_Ko_P50,Lenker_I_Ko_P95,Lenker_Overfort_P5,Lenker_Overfort_P50,Lenker_Overfort_P95,Kommuner_Overfort_P5,Kommuner_Overfort_P50,Kommuner_Overfort_P95,N
Middels_90,MIP_vektet,2034,20,0.0,0.0,0.0,0.0,0.0,0.0,2630964.0,2630964.0,2630964.0,357.0,357.0,357.0,500
Middels_90,MIP_vektet,2034,21,0.0,0.0,0.0,0.0,0.0,0.0,2630964.0,2630964.0,2630964.0,357.0,357.0,357.0,500
Middels_90,MIP_vektet,2034,22,0.0,0.0,0.0,0.0,0.0,0.0,2630964.0,2630964.0,2630964.0,357.0,357.0,357.0,500
Middels_90,MIP_vektet,2034,23,0.0,0.0,0.0,0.0,0.0,0.0,2630964.0,2630964.0,2630964.0,357.0,357.0,357.0,500
Middels_90,MIP_vektet,2034,24,0.0,0.0,0.0,0.0,0.0,0.0,2630964.0,2630964.0,2630964.0,357.0,357.0,357.0,500
Middels_90,MIP_vektet,2034,25,0.0,0.0,0.0,0.0,0.0,0.0,2630964.0,2630964.0,2630964.0,357.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2026,18,60.0,61.0,62.0,275674.0,278327.5,279779.4,3129.6,4581.5,7235.0,0.0,1.0,2.0,500
Samferdsel_96,MIP_vektet,2026,19,51.0,54.0,57.0,239500.8,255562.5,264299.4,18775.6,27489.0,43408.2,5.0,8.0,11.0,500
Samferdsel_96,MIP_vektet,2026,20,45.0,52.0,56.0,223302.1,267068.0,309976.79999999993,34421.6,50396.5,79582.35,9.0,12.0,19.0,500
Samferdsel_96,MIP_vektet,2026,21,40.0,51.0,58.0,250319.95,312792.0,357521.1999999999,50067.6,73304.0,115755.55,12.0,18.0,28.0,500
Samferdsel_96,MIP_vektet,2026,22,39.0,50.0,58.049999999999955,278796.45,356732.5,412103.64999999997,65713.6,96211.5,151928.75,16.0,24.0,34.0,500
Samferdsel_96,MIP_vektet,2026,23,36.0,49.0,59.0,310154.4,395301.0,460543.55,81359.6,119119.0,188102.9,19.0,29.0,40.0,500
Samferdsel_96,MIP_vektet,2026,24,36.0,51.0,60.0,336545.85,436745.5,510601.1,97005.6,142026.0,224276.1,24.0,33.0,47.0,500
Samferdsel_96,MIP_vektet,2026,25,35.0,53.5,64.0,363840.55,480446.5,557253.8,112651.65,164933.5,260450.25,27.0,37.0,54.0,500
Samferdsel_96,MIP_vektet,2026,26,34.95,56.0,68.0,391421.4,522969.5,606226.7,128297.65,187841.5,296623.45,30.950000000000003,40.0,62.049999999999955,500
Samferdsel_96,MIP_vektet,2026,27,37.0,59.0,74.0,431892.15,571988.5,663624.65,143943.65,210749.0,332797.6,33.0,45.0,65.0,500
Samferdsel_96,MIP_vektet,2026,28,43.95,65.0,80.0,469777.1,622978.5,728253.9,159589.65,233656.5,368970.8,36.0,48.0,67.0,500
Samferdsel_96,MIP_vektet,2026,29,50.0,70.5,88.0,513547.0,684559.0,801610.7499999999,175235.65,256564.0,405144.0,38.0,53.0,69.04999999999995,500
Samferdsel_96,MIP_vektet,2026,30,58.0,79.0,98.0,568659.0,752173.0,880502.45,190881.65,279471.0,441318.15,41.0,59.0,72.0,500
Samferdsel_96,MIP_vektet,2026,31,68.0,88.0,107.0,621639.5,818652.5,947267.3999999999,206527.65,302378.5,477491.35,44.0,63.0,75.0,500
Samferdsel_96,MIP_vektet,2026,32,77.95,97.0,118.0,665600.45,880212.5,1020802.65,222173.65,325286.0,513665.5,46.0,64.0,78.0,500
Samferdsel_96,MIP_vektet,2026,33,87.0,109.0,130.0,707853.6,952113.5,1091773.8,237820.65,348193.5,549838.7,49.0,66.0,81.0,500
Samferdsel_96,MIP_vektet,2026,34,97.95,121.0,141.0,774413.85,1022128.5,1180022.5,253466.65,371101.0,586012.8,51.0,67.0,84.0,500
Samferdsel_96,MIP_vektet,2026,35,109.95,135.0,154.0,826068.15,1094196.0,1246056.55,269112.65,394009.0,622186.0,55.0,69.0,87.0,500
Samferdsel_96,MIP_vektet,2026,36,120.0,144.0,161.0,866342.65,1132467.5,1300032.65,284758.65,416916.0,658359.2,62.0,70.0,91.0,500
Samferdsel_96,MIP_vektet,2026,37,125.95,152.0,167.04999999999995,900087.9,1172863.0,1346410.45,300404.65,439823.5,694533.35,63.0,72.0,94.04999999999995,500
Samferdsel_96,MIP_vektet,2026,38,133.0,161.0,177.04999999999995,942497.6,1229764.0,1411999.8,316050.65,462731.0,730706.55,64.0,74.0,98.0,500
Samferdsel_96,MIP_vektet,2026,39,138.0,168.0,187.0,974163.65,1271558.0,1454817.5,331696.65,485638.5,766880.7,64.95,75.0,102.0,500
Samferdsel_96,MIP_vektet,2026,40,142.95,177.0,196.0,1001621.1,1307977.5,1492351.4,347342.7,508546.0,803053.9,66.0,77.0,105.04999999999995,500
Samferdsel_96,MIP_vektet,2026,41,148.0,185.0,202.04999999999995,1030036.5,1360818.5,1545113.2,362988.7,531453.5,839228.05,66.0,79.0,109.09999999999991,500
Samferdsel_96,MIP_vektet,2026,42,155.0,190.0,209.0,1063412.3,1406539.5,1600223.0,378634.7,554360.5,875401.25,68.0,80.0,113.04999999999995,500
Samferdsel_96,MIP_vektet,2026,43,156.0,196.0,215.0,1067775.95,1436263.5,1636860.2,394280.7,577268.0,911574.45,68.0,83.0,118.04999999999995,500
Samferdsel_96,MIP_vektet,2026,44,160.95,201.0,223.0,1084636.6,1463237.0,1673758.55,409926.7,600175.5,947748.6,70.0,85.0,123.0,500
Samferdsel_96,MIP_vektet,2026,45,162.85000000000002,205.0,227.0,1090498.9000000001,1473598.5,1696300.9,425572.7,623083.5,983921.8,71.0,87.0,128.04999999999995,500
Samferdsel_96,MIP_vektet,2026,46,161.0,207.0,227.0,1083036.65,1473066.5,1699756.8,441218.7,645991.0,1020095.95,72.0,89.0,133.04999999999995,500
Samferdsel_96,MIP_vektet,2026,47,159.95,206.0,227.0,1069826.7,1458938.0,1686757.95,456864.7,668898.5,1056269.15,73.0,92.0,138.0,500
Samferdsel_96,MIP_vektet,2026,48,155.95,204.0,226.0,1034138.1,1445608.5,1670498.6,472510.75,691806.0,1092443.3,74.0,94.0,143.0,500
Samferdsel_96,MIP_vektet,2026,49,153.0,204.0,227.0,1019406.15,1442175.0,1671810.0999999999,488156.75,714713.0,1128616.5,76.0,96.0,148.0,500
Samferdsel_96,MIP_vektet,2026,50,152.95,208.0,230.0,1016015.65,1460479.0,1695797.4,503803.7,737620.5,1164789.7,77.0,99.0,153.0,500
Samferdsel_96,MIP_vektet,2026,51,152.95,210.0,235.0,1031040.0,1472138.0,1727518.55,519449.7,760528.0,1200963.8,78.0,102.0,157.0999999999999,500
Samferdsel_96,MIP_vektet,2026,52,147.95,209.0,235.0,998601.85,1465478.5,1715943.05,535095.7,783435.5,1237137.0,79.95,104.0,163.0999999999999,500
Samferdsel_96,MIP_vektet,2026,53,141.95,207.0,233.0,965679.75,1444194.5,1699761.65,550741.7,806343.0,1273311.15,81.0,106.0,169.0,500
Samferdsel_96,MIP_vektet,2027,1,142.0,210.5,238.04999999999995,998552.5,1487622.5,1748612.9999999998,566387.7,829251.0,1309484.35,82.0,109.0,173.0999999999999,500
Samferdsel_96,MIP_vektet,2027,2,144.0,215.0,245.0,1007515.85,1526837.0,1790836.1999999997,582033.75,852158.0,1345658.5,84.0,111.0,179.0,500
Samferdsel_96,MIP_vektet,2027,3,144.95,217.0,247.04999999999995,1018348.6000000001,1540458.0,1806646.1499999997,597679.75,875065.5,1381831.7,85.0,114.0,181.29999999999973,500
Samferdsel_96,MIP_vektet,2027,4,141.0,219.0,250.0,1012992.9,1551333.0,1826097.4499999997,613325.75,897973.0,1418004.9,87.0,117.0,189.0999999999999,500
Samferdsel_96,MIP_vektet,2027,5,140.85000000000002,220.0,251.0,1026600.9500000001,1556561.5,1849618.45,628971.75,920880.5,1454179.05,88.0,120.0,195.14999999999986,500
Samferdsel_96,MIP_vektet,2027,6,136.95,217.0,251.0,1003588.9,1545050.5,1852436.7,644617.75,943788.0,1490352.25,90.0,122.5,204.04999999999995,500
Samferdsel_96,MIP_vektet,2027,7,131.9,215.0,250.0,970634.95,1525549.0,1837007.05,660263.75,966695.5,1526526.4,91.0,126.0,210.04999999999995,500
Samferdsel_96,MIP_vektet,2027,8,125.95,212.0,248.04999999999995,938549.0,1504241.5,1821455.5999999999,675909.75,989602.5,1562699.6,94.0,128.0,214.14999999999986,500
Samferdsel_96,MIP_vektet,2027,9,122.95,210.0,248.0,910693.35,1494923.5,1820071.4,691555.75,1012510.0,1598873.75,95.0,131.5,221.0,500
Samferdsel_96,MIP_vektet,2027,10,119.0,208.0,248.04999999999995,902245.2,1496059.0,1826794.3,707201.8,1035418.0,1635046.95,96.95,134.0,225.0,500
Samferdsel_96,MIP_vektet,2027,11,115.95,207.0,249.0,875800.15,1487921.0,1824064.8499999999,722847.8,1058325.5,1671220.15,98.0,137.0,230.04999999999995,500
Samferdsel_96,MIP_vektet,2027,12,111.80000000000001,204.5,248.0,846532.9500000001,1465765.5,1808753.15,738493.8,1081233.0,1707394.3,99.95,141.0,235.0,500
Samferdsel_96,MIP_vektet,2027,13,106.80000000000001,202.0,246.0,813758.05,1446842.0,1797894.7,754139.8,1104140.5,1743567.5,101.0,144.0,239.04999999999995,500
Samferdsel_96,MIP_vektet,2027,14,102.80000000000001,200.0,245.04999999999995,799691.95,1440980.0,1804794.65,769786.75,1127047.5,1779741.65,102.95,147.0,244.19999999999982,500
Samferdsel_96,MIP_vektet,2027,15,95.0,198.5,246.0,777578.0,1436292.0,1804241.15,785432.75,1149955.0,1815914.8,105.0,150.5,253.04999999999995,500
Samferdsel_96,MIP_vektet,2027,16,95.0,197.0,246.0,759813.4,1431990.0,1798166.45,801078.75,1172862.5,1852088.95,107.0,153.5,256.04999999999995,500
Samferdsel_96,MIP_vektet,2027,17,92.95,196.0,246.0,734749.55,1420933.5,1801277.95,816724.8,1195770.0,1888262.15,108.0,157.0,259.14999999999986,500
Samferdsel_96,MIP_vektet,2027,18,88.95,194.5,245.0,701655.65,1409496.0,1792040.95,832370.8,1218677.5,1924435.35,110.0,160.0,266.04999999999995,500
Samferdsel_96,MIP_vektet,2027,19,85.0,192.0,244.0,665417.45,1386546.5,1777790.45,848016.8,1241585.5,1960609.5,112.0,164.0,271.0,500
Samferdsel_96,MIP_vektet,2027,20,78.0,189.0,242.0,629178.25,1365075.5,1762078.8499999999,863662.8,1264492.5,1996782.7,114.0,167.5,277.04999999999995,500
Samferdsel_96,MIP_vektet,2027,21,71.95,186.0,240.04999999999995,592939.1,1342153.0,1746368.2,879308.8,1287400.0,2032956.85,115.95,170.5,284.04999999999995,500
Samferdsel_96,MIP_vektet,2027,22,65.9,182.0,239.0,556700.85,1319230.5,1730657.5499999998,894954.8,1310307.5,2069130.05,117.0,173.5,290.0,500
Samferdsel_96,MIP_vektet,2027,23,61.95,179.5,237.0,520461.7,1296308.0,1714946.9,910600.8,1333215.0,2105304.2,120.0,176.0,294.0,500
Samferdsel_96,MIP_vektet,2027,24,55.95,176.0,235.0,486737.95,1273385.5,1699236.25,926246.8,1356122.5,2141477.4,121.0,179.5,299.04999999999995,500
Samferdsel_96,MIP_vektet,2027,25,51.95,172.0,233.0,450560.45,1250463.0,1683525.5999999999,941892.85,1379030.0,2177650.6,123.95,183.0,304.0,500
Samferdsel_96,MIP_vektet,2027,26,49.0,169.0,231.0,417065.0,1228111.0,1668955.95,957538.85,1401937.0,2213824.75,126.0,187.0,307.04999999999995,500
Samferdsel_96,MIP_vektet,2027,27,45.0,165.5,229.0,380966.05,1205188.5,1653245.2999999998,973184.85,1424844.5,2249997.95,127.0,191.5,312.0,500
Samferdsel_96,MIP_vektet,2027,28,41.0,162.0,227.0,344791.9,1182266.0,1640719.8499999999,988830.85,1447752.5,2286172.1,130.0,195.0,316.0,500
Samferdsel_96,MIP_vektet,2027,29,37.95,158.0,224.0999999999999,308618.7,1160304.0,1626487.15,1004476.85,1470660.0,2322345.3,131.0,199.0,319.04999999999995,500
Samferdsel_96,MIP_vektet,2027,30,33.95,154.0,223.0,272444.55,1137396.5,1610840.2,1020123.8,1493567.5,2358519.45,134.0,203.0,323.04999999999995,500
Samferdsel_96,MIP_vektet,2027,31,28.950000000000003,150.0,221.0,236271.35,1114489.0,1595194.2,1035769.8,1516475.0,2394692.65,136.0,207.0,328.04999999999995,500
Samferdsel_96,MIP_vektet,2027,32,24.950000000000003,145.5,219.0,200098.2,1091581.5,1579548.2,1051415.8,1539382.5,2430865.8,138.0,211.5,332.04999999999995,500
Samferdsel_96,MIP_vektet,2027,33,20.900000000000006,141.0,216.04999999999995,163924.05,1068674.5,1563902.15,1067061.85,1562289.5,2467039.95,140.95,216.0,336.0999999999999,500
Samferdsel_96,MIP_vektet,2027,34,16.0,139.0,215.0,127750.85,1045767.0,1548256.15,1082707.85,1585197.0,2503213.15,142.0,218.0,341.0,500
Samferdsel_96,MIP_vektet,2027,35,12.0,135.0,212.0,91576.7,1022859.5,1532610.15,1098353.85,1608104.5,2539387.3,145.0,222.0,345.0,500
Samferdsel_96,MIP_vektet,2027,36,9.850000000000009,132.5,210.04999999999995,55403.5,999952.0,1516964.15,1113999.85,1631012.0,2575560.5,146.95,224.5,347.14999999999986,500
Samferdsel_96,MIP_vektet,2027,37,4.950000000000003,129.0,208.0,19229.350000000002,977044.0,1501318.15,1129645.85,1653920.0,2611734.65,149.0,228.0,352.04999999999995,500
Samferdsel_96,MIP_vektet,2027,38,0.0,126.0,206.0,0.0,954136.5,1485672.15,1145291.85,1676827.5,2630964.0,151.0,231.0,357.0,500
Samferdsel_96,MIP_vektet,2027,39,0.0,123.0,203.0,0.0,931229.5,1470026.15,1160937.85,1699734.5,2630964.0,154.0,234.0,357.0,500
Samferdsel_96,MIP_vektet,2027,40,0.0,119.5,201.0,0.0,908322.0,1454380.0999999999,1176583.9,1722642.0,2630964.0,156.0,237.5,357.0,500
Samferdsel_96,MIP_vektet,2027,41,0.0,116.0,199.0,0.0,885414.5,1438734.0999999999,1192229.9,1745549.5,2630964.0,158.0,241.0,357.0,500
Samferdsel_96,MIP_vektet,2027,42,0.0,113.0,196.04999999999995,0.0,862507.0,1423088.0999999999,1207875.9,1768457.0,2630964.0,160.95,244.0,357.0,500
Samferdsel_96,MIP_vektet,2027,43,0.0,110.0,194.04999999999995,0.0,839599.5,1407442.0999999999,1223521.9,1791364.5,2630964.0,162.95,247.0,357.0,500
Samferdsel_96,MIP_vektet,2027,44,0.0,107.0,192.04999999999995,0.0,816692.0,1391796.0999999999,1239167.9,1814272.0,2630964.0,164.95,250.0,357.0,500
Samferdsel_96,MIP_vektet,2027,45,0.0,103.0,189.04999999999995,0.0,793785.0,1376150.0999999999,1254813.9,1837179.0,2630964.0,167.95,254.0,357.0,500
Samferdsel_96,MIP_vektet,2027,46,0.0,99.0,187.04999999999995,0.0,770877.0,1360504.0999999999,1270459.9,1860087.0,2630964.0,169.95,258.0,357.0,500
Samferdsel_96,MIP_vektet,2027,47,0.0,95.5,185.04999999999995,0.0,747969.5,1344857.15,1286106.85,1882994.5,2630964.0,171.95,261.5,357.0,500
Samferdsel_96,MIP_vektet,2027,48,0.0,93.0,183.0,0.0,725062.0,1329211.0999999999,1301752.9,1905902.0,2630964.0,174.0,264.0,357.0,500
Samferdsel_96,MIP_vektet,2027,49,0.0,90.0,181.0,0.0,702154.5,1313565.0999999999,1317398.9,1928809.5,2630964.0,176.0,267.0,357.0,500
Samferdsel_96,MIP_vektet,2027,50,0.0,86.0,178.04999999999995,0.0,679247.0,1297919.0999999999,1333044.9,1951717.0,2630964.0,178.95,271.0,357.0,500
Samferdsel_96,MIP_vektet,2027,51,0.0,84.0,177.0,0.0,656340.0,1282273.0999999999,1348690.9,1974624.0,2630964.0,180.0,273.0,357.0,500
Samferdsel_96,MIP_vektet,2027,52,0.0,81.0,174.0,0.0,633432.5,1266627.0999999999,1364336.9,1997531.5,2630964.0,183.0,276.0,357.0,500
Samferdsel_96,MIP_vektet,2028,1,0.0,78.0,172.0,0.0,610525.0,1250981.0999999999,1379982.9,2020439.0,2630964.0,185.0,279.0,357.0,500
Samferdsel_96,MIP_vektet,2028,2,0.0,74.0,169.04999999999995,0.0,587617.5,1235335.0999999999,1395628.9,2043346.5,2630964.0,187.95,283.0,357.0,500
Samferdsel_96,MIP_vektet,2028,3,0.0,70.5,167.04999999999995,0.0,564709.5,1219689.0499999998,1411274.95,2066254.5,2630964.0,189.95,286.5,357.0,500
Samferdsel_96,MIP_vektet,2028,4,0.0,66.0,165.0,0.0,541802.0,1204043.0499999998,1426920.95,2089162.0,2630964.0,192.0,291.0,357.0,500
Samferdsel_96,MIP_vektet,2028,5,0.0,63.5,162.0,0.0,518895.0,1188397.0499999998,1442566.95,2112069.0,2630964.0,195.0,293.5,357.0,500
Samferdsel_96,MIP_vektet,2028,6,0.0,59.0,159.04999999999995,0.0,495987.5,1172751.0499999998,1458212.95,2134976.5,2630964.0,197.95,298.0,357.0,500
Samferdsel_96,MIP_vektet,2028,7,0.0,56.0,157.0,0.0,473080.0,1157105.0499999998,1473858.95,2157884.0,2630964.0,200.0,301.0,357.0,500
Samferdsel_96,MIP_vektet,2028,8,0.0,53.0,155.0,0.0,450172.5,1141459.0499999998,1489504.95,2180791.5,2630964.0,202.0,304.0,357.0,500
Samferdsel_96,MIP_vektet,2028,9,0.0,50.5,153.0,0.0,427265.0,1125813.0499999998,1505150.95,2203699.0,2630964.0,204.0,306.5,357.0,500
Samferdsel_96,MIP_vektet,2028,10,0.0,48.0,149.0,0.0,404357.5,1110167.0499999998,1520796.95,2226606.5,2630964.0,208.0,309.0,357.0,500
Samferdsel_96,MIP_vektet,2028,11,0.0,45.0,146.04999999999995,0.0,381450.0,1094520.9999999998,1536443.0,2249514.0,2630964.0,210.95,312.0,357.0,500
Samferdsel_96,MIP_vektet,2028,12,0.0,42.5,144.04999999999995,0.0,358542.5,1078874.0499999998,1552089.95,2272421.5,2630964.0,212.95,314.5,357.0,500
Samferdsel_96,MIP_vektet,2028,13,0.0,40.0,141.14999999999986,0.0,335635.0,1063228.0499999998,1567735.95,2295329.0,2630964.0,215.85000000000002,317.0,357.0,500
Samferdsel_96,MIP_vektet,2028,14,0.0,37.0,139.0999999999999,0.0,312727.5,1047582.0499999998,1583381.95,2318236.5,2630964.0,217.9,320.0,357.0,500
Samferdsel_96,MIP_vektet,2028,15,0.0,35.0,137.0,0.0,289820.0,1031936.0499999998,1599027.95,2341144.0,2630964.0,220.0,322.0,357.0,500
Samferdsel_96,MIP_vektet,2028,16,0.0,32.0,134.04999999999995,0.0,266912.5,1016290.0499999998,1614673.95,2364051.5,2630964.0,222.95,325.0,357.0,500
Samferdsel_96,MIP_vektet,2028,17,0.0,29.0,132.0,0.0,244005.0,1000644.0499999998,1630319.95,2386959.0,2630964.0,225.0,328.0,357.0,500
Samferdsel_96,MIP_vektet,2028,18,0.0,26.0,130.04999999999995,0.0,221098.0,984997.9999999998,1645966.0,2409866.0,2630964.0,226.95,331.0,357.0,500
Samferdsel_96,MIP_vektet,2028,19,0.0,23.5,128.0,0.0,198190.5,969351.9999999998,1661612.0,2432773.5,2630964.0,229.0,333.5,357.0,500
Samferdsel_96,MIP_vektet,2028,20,0.0,21.0,125.04999999999995,0.0,175283.0,953705.9999999998,1677258.0,2455681.0,2630964.0,231.95,336.0,357.0,500
Samferdsel_96,MIP_vektet,2028,21,0.0,18.5,123.04999999999995,0.0,152375.0,938059.9999999998,1692904.0,2478589.0,2630964.0,233.95,338.5,357.0,500
Samferdsel_96,MIP_vektet,2028,22,0.0,16.0,121.0,0.0,129467.5,922413.9999999998,1708550.0,2501496.5,2630964.0,236.0,341.0,357.0,500
Samferdsel_96,MIP_vektet,2028,23,0.0,13.0,119.0,0.0,106560.0,906767.9999999998,1724196.0,2524404.0,2630964.0,238.0,344.0,357.0,500
Samferdsel_96,MIP_vektet,2028,24,0.0,12.0,116.09999999999991,0.0,83653.0,891121.9999999998,1739842.0,2547311.0,2630964.0,240.9,345.0,357.0,500
Samferdsel_96,MIP_vektet,2028,25,0.0,9.0,113.09999999999991,0.0,60745.5,875475.9999999998,1755488.0,2570218.5,2630964.0,243.9,348.0,357.0,500
Samferdsel_96,MIP_vektet,2028,26,0.0,6.0,112.0,0.0,37838.0,859829.9499999998,1771134.05,2593126.0,2630964.0,245.0,351.0,357.0,500
Samferdsel_96,MIP_vektet,2028,27,0.0,3.0,109.0,0.0,14930.5,844183.9499999998,1786780.05,2616033.5,2630964.0,248.0,354.0,357.0,500
Samferdsel_96,MIP_vektet,2028,28,0.0,0.0,105.04999999999995,0.0,0.0,828536.9999999998,1802427.0,2630964.0,2630964.0,251.95,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,29,0.0,0.0,102.04999999999995,0.0,0.0,812890.9999999998,1818073.0,2630964.0,2630964.0,254.95,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,30,0.0,0.0,100.0,0.0,0.0,797244.9999999998,1833719.0,2630964.0,2630964.0,257.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,31,0.0,0.0,98.0,0.0,0.0,781598.9999999998,1849365.0,2630964.0,2630964.0,259.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,32,0.0,0.0,97.0,0.0,0.0,765952.9999999998,1865011.0,2630964.0,2630964.0,260.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,33,0.0,0.0,94.04999999999995,0.0,0.0,750306.9499999998,1880657.05,2630964.0,2630964.0,262.95,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,34,0.0,0.0,93.0,0.0,0.0,734660.9499999998,1896303.05,2630964.0,2630964.0,264.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,35,0.0,0.0,90.09999999999991,0.0,0.0,719014.9499999997,1911949.05,2630964.0,2630964.0,266.9,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,36,0.0,0.0,89.0,0.0,0.0,703368.9499999997,1927595.05,2630964.0,2630964.0,268.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,37,0.0,0.0,88.0,0.0,0.0,687722.9499999997,1943241.05,2630964.0,2630964.0,269.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,38,0.0,0.0,86.0,0.0,0.0,672076.9499999997,1958887.05,2630964.0,2630964.0,271.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,39,0.0,0.0,83.0,0.0,0.0,656430.9499999997,1974533.05,2630964.0,2630964.0,274.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,40,0.0,0.0,81.04999999999995,0.0,0.0,640784.9499999997,1990179.05,2630964.0,2630964.0,275.95,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,41,0.0,0.0,79.0,0.0,0.0,625138.8999999998,2005825.1,2630964.0,2630964.0,278.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,42,0.0,0.0,76.04999999999995,0.0,0.0,609492.8999999998,2021471.1,2630964.0,2630964.0,280.95,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,43,0.0,0.0,73.09999999999991,0.0,0.0,593846.8999999998,2037117.1,2630964.0,2630964.0,283.9,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,44,0.0,0.0,71.09999999999991,0.0,0.0,578200.8999999998,2052763.1,2630964.0,2630964.0,285.9,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,45,0.0,0.0,69.09999999999991,0.0,0.0,562553.9499999997,2068410.05,2630964.0,2630964.0,287.9,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,46,0.0,0.0,67.0,0.0,0.0,546907.9499999997,2084056.05,2630964.0,2630964.0,290.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,47,0.0,0.0,65.0,0.0,0.0,531261.9499999997,2099702.05,2630964.0,2630964.0,292.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,48,0.0,0.0,60.09999999999991,0.0,0.0,515615.9499999998,2115348.05,2630964.0,2630964.0,296.9,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,49,0.0,0.0,58.049999999999955,0.0,0.0,499969.89999999973,2130994.1,2630964.0,2630964.0,298.95,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,50,0.0,0.0,56.0,0.0,0.0,484323.89999999973,2146640.1,2630964.0,2630964.0,301.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,51,0.0,0.0,54.0,0.0,0.0,468677.89999999973,2162286.1,2630964.0,2630964.0,303.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2028,52,0.0,0.0,52.049999999999955,0.0,0.0,453031.89999999973,2177932.1,2630964.0,2630964.0,304.95,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,1,0.0,0.0,50.049999999999955,0.0,0.0,437385.89999999973,2193578.1,2630964.0,2630964.0,306.95,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,2,0.0,0.0,49.0,0.0,0.0,421739.89999999973,2209224.1,2630964.0,2630964.0,308.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,3,0.0,0.0,46.0,0.0,0.0,406093.89999999973,2224870.1,2630964.0,2630964.0,311.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,4,0.0,0.0,44.049999999999955,0.0,0.0,390447.84999999974,2240516.15,2630964.0,2630964.0,312.95,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,5,0.0,0.0,43.0,0.0,0.0,374801.84999999974,2256162.15,2630964.0,2630964.0,314.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,6,0.0,0.0,42.0,0.0,0.0,359155.84999999974,2271808.15,2630964.0,2630964.0,315.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,7,0.0,0.0,41.0,0.0,0.0,343509.84999999974,2287454.15,2630964.0,2630964.0,316.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,8,0.0,0.0,38.0,0.0,0.0,327863.84999999974,2303100.15,2630964.0,2630964.0,319.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,9,0.0,0.0,37.0,0.0,0.0,312216.89999999973,2318747.1,2630964.0,2630964.0,320.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,10,0.0,0.0,35.0,0.0,0.0,296570.89999999973,2334393.1,2630964.0,2630964.0,322.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,11,0.0,0.0,34.0,0.0,0.0,280924.89999999973,2350039.1,2630964.0,2630964.0,323.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,12,0.0,0.0,31.049999999999955,0.0,0.0,265278.84999999974,2365685.15,2630964.0,2630964.0,325.95,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,13,0.0,0.0,28.0,0.0,0.0,249632.84999999971,2381331.15,2630964.0,2630964.0,329.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,14,0.0,0.0,27.0,0.0,0.0,233986.84999999971,2396977.15,2630964.0,2630964.0,330.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,15,0.0,0.0,26.0,0.0,0.0,218340.84999999971,2412623.15,2630964.0,2630964.0,331.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,16,0.0,0.0,24.0,0.0,0.0,202694.84999999971,2428269.15,2630964.0,2630964.0,333.0,357.0,357.0,500
Samferdsel_96,MIP_vektet,2029,17,0.0,0.0,21.09999999999991,0.0,0.0,187048.84999999971,2443915.15,2630964.0,2630964.0,335.9,357.0,357.0,500
