Scenario,Plan_Type,KomNr,N_Iterasjoner,Dager_P5,Dager_P50,Dager_P95
Middels_90,MIP_vektet,3419,500,1013,2071,3070
Middels_90,MIP_vektet,3420,500,1004,2050,3053
Middels_90,MIP_vektet,3421,500,998,2041,3020
Middels_90,MIP_vektet,3422,500,989,2020,2996
Middels_90,MIP_vektet,3423,500,981,1984,2947
Middels_90,MIP_vektet,3424,500,754,1563,2294
Middels_90,MIP_vektet,3425,500,936,1928,2882
Middels_90,MIP_vektet,3426,500,936,1940,2877
Middels_90,MIP_vektet,3427,500,793,1629,2420
Middels_90,MIP_vektet,3428,500,772,1617,2383
Middels_90,MIP_vektet,3429,500,940,1937,2895
Middels_90,MIP_vektet,3430,500,942,1944,2888
Middels_90,MIP_vektet,3431,500,740,1562,2302
Middels_90,MIP_vektet,3432,500,852,1825,2740
Middels_90,MIP_vektet,3433,500,860,1690,2579
Middels_90,MIP_vektet,3434,500,815,1694,2607
Middels_90,MIP_vektet,3435,500,786,1643,2531
Middels_90,MIP_vektet,3436,500,720,1580,2307
Middels_90,MIP_vektet,3437,500,857,1837,2793
Middels_90,MIP_vektet,3438,500,859,1791,2786
Middels_90,MIP_vektet,3439,500,216,495,1130
Middels_90,MIP_vektet,3440,500,319,843,1579
Middels_90,MIP_vektet,3441,500,243,624,1301
Middels_90,MIP_vektet,3442,500,672,2146,3279
Middels_90,MIP_vektet,3443,500,1047,2212,3311
Middels_90,MIP_vektet,3446,500,402,991,1733
Middels_90,MIP_vektet,3447,500,496,2056,3216
Middels_90,MIP_vektet,3448,500,1116,2287,3409
Middels_90,MIP_vektet,3449,500,255,654,1365
Middels_90,MIP_vektet,3450,500,914,1888,2818
Middels_90,MIP_vektet,3451,500,818,1718,2652
Middels_90,MIP_vektet,3452,500,431,1013,1775
Middels_90,MIP_vektet,3453,500,370,937,1684
Middels_90,MIP_vektet,3454,500,293,776,1522
Middels_90,MIP_vektet,3901,500,1105,2271,3382
Middels_90,MIP_vektet,3903,500,1059,2181,3206
Middels_90,MIP_vektet,3905,500,1079,2203,3275
Middels_90,MIP_vektet,3907,500,1053,2166,3238
Middels_90,MIP_vektet,3909,500,1054,2176,3246
Middels_90,MIP_vektet,3911,500,1104,2262,3379
Middels_90,MIP_vektet,4001,500,1084,2245,3330
Middels_90,MIP_vektet,4003,500,1062,2193,3332
Middels_90,MIP_vektet,4005,500,695,1521,2349
Middels_90,MIP_vektet,4010,500,775,1689,2560
Middels_90,MIP_vektet,4012,500,1097,2250,3356
Middels_90,MIP_vektet,4014,500,1076,2222,3323
Middels_90,MIP_vektet,4016,500,1091,2233,3344
Middels_90,MIP_vektet,4018,500,1061,2211,3317
Middels_90,MIP_vektet,4020,500,76,159,236
Middels_90,MIP_vektet,4022,500,689,1572,2414
Middels_90,MIP_vektet,4024,500,719,1590,2450
Middels_90,MIP_vektet,4026,500,443,1118,1894
Middels_90,MIP_vektet,4028,500,745,1646,2490
Middels_90,MIP_vektet,4030,500,723,1629,2467
Middels_90,MIP_vektet,4032,500,1030,2104,3153
Middels_90,MIP_vektet,4034,500,1068,2188,3254
Middels_90,MIP_vektet,4036,500,1101,2255,3351
Middels_90,MIP_vektet,4201,500,457,981,1586
Middels_90,MIP_vektet,4202,500,445,984,1607
Middels_90,MIP_vektet,4203,500,901,1844,2751
Middels_90,MIP_vektet,4204,500,902,1848,2743
Middels_90,MIP_vektet,4205,500,863,1785,2673
Middels_90,MIP_vektet,4206,500,451,970,1526
Middels_90,MIP_vektet,4207,500,624,1350,2063
Middels_90,MIP_vektet,4211,500,513,1104,1723
Middels_90,MIP_vektet,4212,500,376,883,1452
Middels_90,MIP_vektet,4213,500,403,929,1502
Middels_90,MIP_vektet,4214,500,510,1111,1733
Middels_90,MIP_vektet,4215,500,464,1007,1608
Middels_90,MIP_vektet,4216,500,320,751,1314
Middels_90,MIP_vektet,4217,500,257,671,1179
Middels_90,MIP_vektet,4218,500,508,1100,1713
Middels_90,MIP_vektet,4219,500,912,1843,2747
Middels_90,MIP_vektet,4220,500,314,720,1230
Middels_90,MIP_vektet,4221,500,613,1309,1985
Middels_90,MIP_vektet,4222,500,824,1713,2554
Middels_90,MIP_vektet,4223,500,941,1894,2824
Middels_90,MIP_vektet,4224,500,918,1856,2764
Middels_90,MIP_vektet,4225,500,902,1893,2824
Middels_90,MIP_vektet,4226,500,80,164,243
Middels_90,MIP_vektet,4227,500,291,697,1188
Middels_90,MIP_vektet,4228,500,606,1270,1964
Middels_90,MIP_vektet,4601,500,292,2261,3472
Middels_90,MIP_vektet,4602,500,331,1159,3316
Middels_90,MIP_vektet,4611,500,303,831,1652
Middels_90,MIP_vektet,4612,500,1101,2385,3564
Middels_90,MIP_vektet,4613,500,1166,2412,3582
Middels_90,MIP_vektet,4614,500,1143,2399,3571
Middels_90,MIP_vektet,4615,500,81,168,250
Middels_90,MIP_vektet,4616,500,86,175,259
Middels_90,MIP_vektet,4617,500,292,741,1466
Middels_90,MIP_vektet,4618,500,397,923,1734
Middels_90,MIP_vektet,4619,500,244,607,1348
Middels_90,MIP_vektet,4620,500,549,1179,1760
Middels_90,MIP_vektet,4621,500,159,353,703
Middels_90,MIP_vektet,4622,500,328,871,1600
Middels_90,MIP_vektet,4623,500,628,1300,1972
Middels_90,MIP_vektet,4624,500,423,1049,1721
Middels_90,MIP_vektet,4625,500,86,178,263
Middels_90,MIP_vektet,4626,500,416,1076,1790
Middels_90,MIP_vektet,4627,500,627,1291,1959
Middels_90,MIP_vektet,4628,500,1156,2329,3477
Middels_90,MIP_vektet,4629,500,87,179,265
Middels_90,MIP_vektet,4630,500,1159,2339,3494
Middels_90,MIP_vektet,4631,500,1137,2325,3470
Middels_90,MIP_vektet,4632,500,636,1348,2022
Middels_90,MIP_vektet,4633,500,87,179,266
Middels_90,MIP_vektet,4634,500,1140,2342,3499
Middels_90,MIP_vektet,4635,500,1152,2338,3505
Middels_90,MIP_vektet,4636,500,635,1339,2013
Middels_90,MIP_vektet,4637,500,611,1289,1944
Middels_90,MIP_vektet,4638,500,564,2006,3462
Middels_90,MIP_vektet,4639,500,380,1289,3318
Middels_90,MIP_vektet,4640,500,233,594,2414
Middels_90,MIP_vektet,4641,500,275,725,2804
Middels_90,MIP_vektet,4642,500,363,969,3009
Middels_90,MIP_vektet,4643,500,454,1095,1739
Middels_90,MIP_vektet,4644,500,202,511,1065
Middels_90,MIP_vektet,4645,500,578,1230,1854
Middels_90,MIP_vektet,4646,500,586,1240,1897
Middels_90,MIP_vektet,4647,500,181,451,830
Middels_90,MIP_vektet,4648,500,536,1945,3448
Middels_90,MIP_vektet,4649,500,270,719,2985
Middels_90,MIP_vektet,4650,500,361,948,3163
Middels_90,MIP_vektet,4651,500,257,673,2798
Middels_90,MIP_vektet,5001,500,331,888,1743
Middels_90,MIP_vektet,5006,500,94,194,287
Middels_90,MIP_vektet,5007,500,97,202,300
Middels_90,MIP_vektet,5014,500,101,208,308
Middels_90,MIP_vektet,5020,500,102,209,312
Middels_90,MIP_vektet,5021,500,186,378,726
Middels_90,MIP_vektet,5022,500,107,217,325
Middels_90,MIP_vektet,5025,500,209,516,1112
Middels_90,MIP_vektet,5026,500,404,913,1539
Middels_90,MIP_vektet,5027,500,269,1958,3071
Middels_90,MIP_vektet,5028,500,956,2166,3273
Middels_90,MIP_vektet,5029,500,1074,2191,3308
Middels_90,MIP_vektet,5031,500,108,221,328
Middels_90,MIP_vektet,5032,500,395,917,1596
Middels_90,MIP_vektet,5033,500,313,829,1615
Middels_90,MIP_vektet,5034,500,346,874,1546
Middels_90,MIP_vektet,5035,500,270,711,1475
Middels_90,MIP_vektet,5036,500,109,223,333
Middels_90,MIP_vektet,5037,500,114,235,349
Middels_90,MIP_vektet,5038,500,360,898,1651
Middels_90,MIP_vektet,5041,500,264,615,1106
Middels_90,MIP_vektet,5042,500,271,578,1090
Middels_90,MIP_vektet,5043,500,614,1266,1910
Middels_90,MIP_vektet,5044,500,544,1139,1743
Middels_90,MIP_vektet,5045,500,439,980,1670
Middels_90,MIP_vektet,5046,500,649,1329,1978
Middels_90,MIP_vektet,5047,500,576,1243,1936
Middels_90,MIP_vektet,5049,500,668,1375,2026
Middels_90,MIP_vektet,5052,500,115,236,349
Middels_90,MIP_vektet,5053,500,523,1184,1939
Middels_90,MIP_vektet,5054,500,285,738,1539
Middels_90,MIP_vektet,5055,500,366,861,1622
Middels_90,MIP_vektet,5056,500,514,1155,1839
Middels_90,MIP_vektet,5057,500,116,238,355
Middels_90,MIP_vektet,5058,500,381,850,1610
Middels_90,MIP_vektet,5059,500,208,1531,3113
Middels_90,MIP_vektet,5060,500,121,245,367
Middels_90,MIP_vektet,5061,500,559,1257,1886
Middels_90,MIP_vektet,5501,500,1066,2319,3598
Middels_90,MIP_vektet,5503,500,807,1594,2414
Middels_90,MIP_vektet,5510,500,122,251,375
Middels_90,MIP_vektet,5512,500,394,1068,1824
Middels_90,MIP_vektet,5514,500,675,1383,2092
Middels_90,MIP_vektet,5516,500,807,1657,2468
Middels_90,MIP_vektet,5518,500,806,1648,2481
Middels_90,MIP_vektet,5520,500,784,1556,2331
Middels_90,MIP_vektet,5522,500,805,1628,2446
Middels_90,MIP_vektet,5524,500,698,1414,2135
Middels_90,MIP_vektet,5526,500,629,1358,2096
Middels_90,MIP_vektet,5528,500,710,1460,2183
Middels_90,MIP_vektet,5530,500,186,463,1106
Middels_90,MIP_vektet,5532,500,705,1450,2173
Middels_90,MIP_vektet,5534,500,408,1048,1746
Middels_90,MIP_vektet,5536,500,550,1217,1959
Middels_90,MIP_vektet,5538,500,124,256,378
Middels_90,MIP_vektet,5540,500,124,257,383
Middels_90,MIP_vektet,5542,500,709,1463,2198
Middels_90,MIP_vektet,5544,500,170,409,831
Middels_90,MIP_vektet,5546,500,363,830,1482
Middels_90,MIP_vektet,5601,500,282,610,1081
Middels_90,MIP_vektet,5603,500,227,547,1090
Middels_90,MIP_vektet,5605,500,201,481,822
Middels_90,MIP_vektet,5607,500,418,961,1642
Middels_90,MIP_vektet,5610,500,235,487,879
Middels_90,MIP_vektet,5612,500,235,496,825
Middels_90,MIP_vektet,5614,500,673,1343,2054
Middels_90,MIP_vektet,5616,500,691,1376,2097
Middels_90,MIP_vektet,5618,500,571,1202,1931
Middels_90,MIP_vektet,5620,500,590,1251,1938
Middels_90,MIP_vektet,5622,500,339,780,1499
Middels_90,MIP_vektet,5624,500,233,552,1029
Middels_90,MIP_vektet,5626,500,125,258,384
Middels_90,MIP_vektet,5628,500,193,413,717
Middels_90,MIP_vektet,5630,500,125,259,385
Middels_90,MIP_vektet,5632,500,128,262,388
Middels_90,MIP_vektet,5634,500,128,263,389
Middels_90,MIP_vektet,5636,500,342,913,1628
Samferdsel_96,MIP_vektet,0301,500,66,316,1092
Samferdsel_96,MIP_vektet,1101,500,118,453,1151
Samferdsel_96,MIP_vektet,1103,500,101,383,979
Samferdsel_96,MIP_vektet,1106,500,189,685,1699
Samferdsel_96,MIP_vektet,1108,500,172,625,1571
Samferdsel_96,MIP_vektet,1111,500,119,456,1153
Samferdsel_96,MIP_vektet,1112,500,119,453,1154
Samferdsel_96,MIP_vektet,1114,500,118,451,1146
Samferdsel_96,MIP_vektet,1119,500,102,391,1026
Samferdsel_96,MIP_vektet,1120,500,117,441,1140
Samferdsel_96,MIP_vektet,1121,500,108,411,1077
Samferdsel_96,MIP_vektet,1122,500,90,356,935
Samferdsel_96,MIP_vektet,1124,500,189,687,1690
Samferdsel_96,MIP_vektet,1127,500,189,692,1700
Samferdsel_96,MIP_vektet,1130,500,108,417,1014
Samferdsel_96,MIP_vektet,1133,500,87,329,823
Samferdsel_96,MIP_vektet,1134,500,70,277,738
Samferdsel_96,MIP_vektet,1135,500,108,404,1056
Samferdsel_96,MIP_vektet,1144,500,189,696,1700
Samferdsel_96,MIP_vektet,1145,500,189,690,1699
Samferdsel_96,MIP_vektet,1146,500,186,677,1678
Samferdsel_96,MIP_vektet,1149,500,186,685,1687
Samferdsel_96,MIP_vektet,1151,500,191,696,1700
Samferdsel_96,MIP_vektet,1160,500,181,671,1644
Samferdsel_96,MIP_vektet,1505,500,73,286,726
Samferdsel_96,MIP_vektet,1506,500,251,745,1859
Samferdsel_96,MIP_vektet,1508,500,221,713,1791
Samferdsel_96,MIP_vektet,1511,500,0,0,4
Samferdsel_96,MIP_vektet,1514,500,0,3,5
Samferdsel_96,MIP_vektet,1515,500,0,4,7
Samferdsel_96,MIP_vektet,1516,500,0,4,10
Samferdsel_96,MIP_vektet,1517,500,0,5,11
Samferdsel_96,MIP_vektet,1520,500,3,6,18
Samferdsel_96,MIP_vektet,1525,500,220,711,1762
Samferdsel_96,MIP_vektet,1528,500,227,726,1797
Samferdsel_96,MIP_vektet,1531,500,3,7,19
Samferdsel_96,MIP_vektet,1532,500,3,7,20
Samferdsel_96,MIP_vektet,1535,500,255,766,1875
Samferdsel_96,MIP_vektet,1539,500,4,11,27
Samferdsel_96,MIP_vektet,1547,500,74,298,840
Samferdsel_96,MIP_vektet,1554,500,70,277,697
Samferdsel_96,MIP_vektet,1557,500,67,262,685
Samferdsel_96,MIP_vektet,1560,500,65,264,662
Samferdsel_96,MIP_vektet,1563,500,220,711,1774
Samferdsel_96,MIP_vektet,1566,500,46,194,517
Samferdsel_96,MIP_vektet,1573,500,4,12,28
Samferdsel_96,MIP_vektet,1576,500,60,247,655
Samferdsel_96,MIP_vektet,1577,500,4,13,34
Samferdsel_96,MIP_vektet,1578,500,223,722,1782
Samferdsel_96,MIP_vektet,1579,500,59,229,615
Samferdsel_96,MIP_vektet,1580,500,227,719,1785
Samferdsel_96,MIP_vektet,1804,500,33,153,515
Samferdsel_96,MIP_vektet,1806,500,108,411,1055
Samferdsel_96,MIP_vektet,1811,500,81,347,959
Samferdsel_96,MIP_vektet,1812,500,160,593,1454
Samferdsel_96,MIP_vektet,1813,500,68,300,830
Samferdsel_96,MIP_vektet,1815,500,166,611,1489
Samferdsel_96,MIP_vektet,1816,500,145,560,1385
Samferdsel_96,MIP_vektet,1818,500,168,615,1536
Samferdsel_96,MIP_vektet,1820,500,158,577,1453
Samferdsel_96,MIP_vektet,1822,500,142,538,1326
Samferdsel_96,MIP_vektet,1824,500,74,279,725
Samferdsel_96,MIP_vektet,1825,500,39,169,502
Samferdsel_96,MIP_vektet,1826,500,52,221,621
Samferdsel_96,MIP_vektet,1827,500,164,600,1497
Samferdsel_96,MIP_vektet,1828,500,165,701,1848
Samferdsel_96,MIP_vektet,1832,500,181,684,1691
Samferdsel_96,MIP_vektet,1833,500,101,400,1014
Samferdsel_96,MIP_vektet,1834,500,188,740,1846
Samferdsel_96,MIP_vektet,1835,500,171,616,1540
Samferdsel_96,MIP_vektet,1836,500,133,526,1306
Samferdsel_96,MIP_vektet,1837,500,185,721,1799
Samferdsel_96,MIP_vektet,1838,500,131,482,1284
Samferdsel_96,MIP_vektet,1839,500,63,281,880
Samferdsel_96,MIP_vektet,1840,500,42,173,479
Samferdsel_96,MIP_vektet,1841,500,62,260,853
Samferdsel_96,MIP_vektet,1845,500,62,255,781
Samferdsel_96,MIP_vektet,1848,500,76,320,983
Samferdsel_96,MIP_vektet,1851,500,144,539,1340
Samferdsel_96,MIP_vektet,1853,500,151,553,1399
Samferdsel_96,MIP_vektet,1856,500,171,616,1540
Samferdsel_96,MIP_vektet,1857,500,171,616,1540
Samferdsel_96,MIP_vektet,1859,500,164,594,1469
Samferdsel_96,MIP_vektet,1860,500,111,431,1221
Samferdsel_96,MIP_vektet,1865,500,130,503,1285
Samferdsel_96,MIP_vektet,1866,500,91,416,1126
Samferdsel_96,MIP_vektet,1867,500,160,587,1498
Samferdsel_96,MIP_vektet,1868,500,4,14,38
Samferdsel_96,MIP_vektet,1870,500,87,372,1064
Samferdsel_96,MIP_vektet,1871,500,59,267,924
Samferdsel_96,MIP_vektet,1874,500,168,614,1538
Samferdsel_96,MIP_vektet,1875,500,33,160,460
Samferdsel_96,MIP_vektet,3101,500,5,19,47
Samferdsel_96,MIP_vektet,3103,500,164,597,1519
Samferdsel_96,MIP_vektet,3105,500,104,441,1348
Samferdsel_96,MIP_vektet,3107,500,125,480,1287
Samferdsel_96,MIP_vektet,3110,500,167,610,1545
Samferdsel_96,MIP_vektet,3112,500,5,19,48
Samferdsel_96,MIP_vektet,3114,500,154,569,1518
Samferdsel_96,MIP_vektet,3116,500,171,619,1593
Samferdsel_96,MIP_vektet,3118,500,61,289,993
Samferdsel_96,MIP_vektet,3120,500,171,619,1596
Samferdsel_96,MIP_vektet,3122,500,5,20,49
Samferdsel_96,MIP_vektet,3124,500,6,20,52
Samferdsel_96,MIP_vektet,3201,500,251,754,1888
Samferdsel_96,MIP_vektet,3203,500,250,747,1880
Samferdsel_96,MIP_vektet,3205,500,104,465,1335
Samferdsel_96,MIP_vektet,3207,500,6,24,56
Samferdsel_96,MIP_vektet,3209,500,152,560,1435
Samferdsel_96,MIP_vektet,3212,500,6,25,60
Samferdsel_96,MIP_vektet,3214,500,6,26,63
Samferdsel_96,MIP_vektet,3216,500,7,27,67
Samferdsel_96,MIP_vektet,3218,500,7,27,69
Samferdsel_96,MIP_vektet,3220,500,7,28,73
Samferdsel_96,MIP_vektet,3222,500,168,614,1569
Samferdsel_96,MIP_vektet,3224,500,7,31,75
Samferdsel_96,MIP_vektet,3226,500,47,237,872
Samferdsel_96,MIP_vektet,3228,500,83,385,1196
Samferdsel_96,MIP_vektet,3230,500,10,31,76
Samferdsel_96,MIP_vektet,3232,500,154,570,1467
Samferdsel_96,MIP_vektet,3234,500,10,33,81
Samferdsel_96,MIP_vektet,3236,500,10,33,83
Samferdsel_96,MIP_vektet,3238,500,10,35,88
Samferdsel_96,MIP_vektet,3240,500,11,38,91
Samferdsel_96,MIP_vektet,3242,500,11,39,96
Samferdsel_96,MIP_vektet,3301,500,111,453,1371
Samferdsel_96,MIP_vektet,3303,500,48,215,837
Samferdsel_96,MIP_vektet,3305,500,39,153,420
Samferdsel_96,MIP_vektet,3310,500,11,40,98
Samferdsel_96,MIP_vektet,3312,500,144,535,1392
Samferdsel_96,MIP_vektet,3314,500,130,479,1357
Samferdsel_96,MIP_vektet,3316,500,75,348,1243
Samferdsel_96,MIP_vektet,3318,500,12,41,104
Samferdsel_96,MIP_vektet,3320,500,88,417,1256
Samferdsel_96,MIP_vektet,3322,500,60,272,983
Samferdsel_96,MIP_vektet,3324,500,79,373,1209
Samferdsel_96,MIP_vektet,3326,500,89,397,1201
Samferdsel_96,MIP_vektet,3328,500,40,188,707
Samferdsel_96,MIP_vektet,3330,500,38,200,689
Samferdsel_96,MIP_vektet,3332,500,49,226,692
Samferdsel_96,MIP_vektet,3334,500,12,46,112
Samferdsel_96,MIP_vektet,3336,500,153,567,1452
Samferdsel_96,MIP_vektet,3338,500,34,159,458
Samferdsel_96,MIP_vektet,3401,500,103,418,1099
Samferdsel_96,MIP_vektet,3403,500,229,738,1831
Samferdsel_96,MIP_vektet,3405,500,165,597,1502
Samferdsel_96,MIP_vektet,3407,500,277,815,2026
Samferdsel_96,MIP_vektet,3411,500,228,731,1823
Samferdsel_96,MIP_vektet,3412,500,229,738,1830
Samferdsel_96,MIP_vektet,3413,500,103,421,1105
Samferdsel_96,MIP_vektet,3414,500,13,47,116
Samferdsel_96,MIP_vektet,3415,500,13,48,119
Samferdsel_96,MIP_vektet,3416,500,13,49,125
Samferdsel_96,MIP_vektet,3417,500,14,52,129
Samferdsel_96,MIP_vektet,3418,500,14,54,132
Samferdsel_96,MIP_vektet,3419,500,228,736,1839
Samferdsel_96,MIP_vektet,3420,500,228,730,1826
Samferdsel_96,MIP_vektet,3421,500,226,724,1806
Samferdsel_96,MIP_vektet,3422,500,223,718,1783
Samferdsel_96,MIP_vektet,3423,500,214,708,1757
Samferdsel_96,MIP_vektet,3424,500,168,624,1559
Samferdsel_96,MIP_vektet,3425,500,177,636,1559
Samferdsel_96,MIP_vektet,3426,500,178,638,1566
Samferdsel_96,MIP_vektet,3427,500,158,592,1428
Samferdsel_96,MIP_vektet,3428,500,164,601,1495
Samferdsel_96,MIP_vektet,3429,500,175,636,1575
Samferdsel_96,MIP_vektet,3430,500,178,645,1571
Samferdsel_96,MIP_vektet,3431,500,156,581,1445
Samferdsel_96,MIP_vektet,3432,500,175,650,1622
Samferdsel_96,MIP_vektet,3433,500,166,633,1512
Samferdsel_96,MIP_vektet,3434,500,152,574,1436
Samferdsel_96,MIP_vektet,3435,500,147,547,1391
Samferdsel_96,MIP_vektet,3436,500,146,545,1350
Samferdsel_96,MIP_vektet,3437,500,153,582,1407
Samferdsel_96,MIP_vektet,3438,500,160,594,1441
Samferdsel_96,MIP_vektet,3439,500,39,181,531
Samferdsel_96,MIP_vektet,3440,500,61,294,865
Samferdsel_96,MIP_vektet,3441,500,45,207,698
Samferdsel_96,MIP_vektet,3442,500,255,746,1901
Samferdsel_96,MIP_vektet,3443,500,259,783,1938
Samferdsel_96,MIP_vektet,3446,500,84,340,944
Samferdsel_96,MIP_vektet,3447,500,158,669,1851
Samferdsel_96,MIP_vektet,3448,500,273,816,2029
Samferdsel_96,MIP_vektet,3449,500,48,228,761
Samferdsel_96,MIP_vektet,3450,500,167,620,1516
Samferdsel_96,MIP_vektet,3451,500,154,575,1425
Samferdsel_96,MIP_vektet,3452,500,84,356,979
Samferdsel_96,MIP_vektet,3453,500,73,302,895
Samferdsel_96,MIP_vektet,3454,500,55,283,810
Samferdsel_96,MIP_vektet,3901,500,270,810,1995
Samferdsel_96,MIP_vektet,3903,500,256,779,1925
Samferdsel_96,MIP_vektet,3905,500,259,790,1936
Samferdsel_96,MIP_vektet,3907,500,256,767,1928
Samferdsel_96,MIP_vektet,3909,500,263,797,1973
Samferdsel_96,MIP_vektet,3911,500,269,807,2006
Samferdsel_96,MIP_vektet,4001,500,264,797,1984
Samferdsel_96,MIP_vektet,4003,500,251,757,1888
Samferdsel_96,MIP_vektet,4005,500,132,529,1259
Samferdsel_96,MIP_vektet,4010,500,151,573,1428
Samferdsel_96,MIP_vektet,4012,500,265,799,1978
Samferdsel_96,MIP_vektet,4014,500,264,794,1967
Samferdsel_96,MIP_vektet,4016,500,266,803,1972
Samferdsel_96,MIP_vektet,4018,500,262,790,1984
Samferdsel_96,MIP_vektet,4020,500,17,56,140
Samferdsel_96,MIP_vektet,4022,500,137,522,1326
Samferdsel_96,MIP_vektet,4024,500,142,543,1341
Samferdsel_96,MIP_vektet,4026,500,93,389,1141
Samferdsel_96,MIP_vektet,4028,500,145,549,1355
Samferdsel_96,MIP_vektet,4030,500,140,537,1326
Samferdsel_96,MIP_vektet,4032,500,255,771,1918
Samferdsel_96,MIP_vektet,4034,500,265,810,2000
Samferdsel_96,MIP_vektet,4036,500,259,785,1986
Samferdsel_96,MIP_vektet,4201,500,97,381,1006
Samferdsel_96,MIP_vektet,4202,500,96,375,1041
Samferdsel_96,MIP_vektet,4203,500,186,678,1669
Samferdsel_96,MIP_vektet,4204,500,185,670,1690
Samferdsel_96,MIP_vektet,4205,500,187,665,1641
Samferdsel_96,MIP_vektet,4206,500,97,374,1013
Samferdsel_96,MIP_vektet,4207,500,136,516,1298
Samferdsel_96,MIP_vektet,4211,500,110,421,1096
Samferdsel_96,MIP_vektet,4212,500,88,339,909
Samferdsel_96,MIP_vektet,4213,500,90,372,991
Samferdsel_96,MIP_vektet,4214,500,110,417,1091
Samferdsel_96,MIP_vektet,4215,500,103,390,1055
Samferdsel_96,MIP_vektet,4216,500,73,291,812
Samferdsel_96,MIP_vektet,4217,500,63,269,734
Samferdsel_96,MIP_vektet,4218,500,108,418,1085
Samferdsel_96,MIP_vektet,4219,500,185,675,1686
Samferdsel_96,MIP_vektet,4220,500,69,279,748
Samferdsel_96,MIP_vektet,4221,500,129,496,1239
Samferdsel_96,MIP_vektet,4222,500,173,629,1561
Samferdsel_96,MIP_vektet,4223,500,189,691,1729
Samferdsel_96,MIP_vektet,4224,500,185,675,1698
Samferdsel_96,MIP_vektet,4225,500,171,633,1554
Samferdsel_96,MIP_vektet,4226,500,17,59,145
Samferdsel_96,MIP_vektet,4227,500,67,279,794
Samferdsel_96,MIP_vektet,4228,500,128,497,1253
Samferdsel_96,MIP_vektet,4601,500,335,793,2099
Samferdsel_96,MIP_vektet,4602,500,84,562,2015
Samferdsel_96,MIP_vektet,4611,500,81,342,917
Samferdsel_96,MIP_vektet,4612,500,354,857,2124
Samferdsel_96,MIP_vektet,4613,500,361,860,2149
Samferdsel_96,MIP_vektet,4614,500,357,858,2141
Samferdsel_96,MIP_vektet,4615,500,17,60,147
Samferdsel_96,MIP_vektet,4616,500,18,62,154
Samferdsel_96,MIP_vektet,4617,500,73,304,871
Samferdsel_96,MIP_vektet,4618,500,76,355,907
Samferdsel_96,MIP_vektet,4619,500,61,274,830
Samferdsel_96,MIP_vektet,4620,500,116,439,1085
Samferdsel_96,MIP_vektet,4621,500,38,161,440
Samferdsel_96,MIP_vektet,4622,500,74,333,977
Samferdsel_96,MIP_vektet,4623,500,131,491,1202
Samferdsel_96,MIP_vektet,4624,500,102,376,1020
Samferdsel_96,MIP_vektet,4625,500,18,62,157
Samferdsel_96,MIP_vektet,4626,500,108,403,1084
Samferdsel_96,MIP_vektet,4627,500,131,490,1194
Samferdsel_96,MIP_vektet,4628,500,313,832,2070
Samferdsel_96,MIP_vektet,4629,500,18,63,158
Samferdsel_96,MIP_vektet,4630,500,314,831,2065
Samferdsel_96,MIP_vektet,4631,500,310,827,2058
Samferdsel_96,MIP_vektet,4632,500,136,495,1216
Samferdsel_96,MIP_vektet,4633,500,18,63,158
Samferdsel_96,MIP_vektet,4634,500,314,832,2070
Samferdsel_96,MIP_vektet,4635,500,315,831,2072
Samferdsel_96,MIP_vektet,4636,500,135,497,1225
Samferdsel_96,MIP_vektet,4637,500,130,484,1165
Samferdsel_96,MIP_vektet,4638,500,235,726,2098
Samferdsel_96,MIP_vektet,4639,500,95,627,1967
Samferdsel_96,MIP_vektet,4640,500,54,293,1484
Samferdsel_96,MIP_vektet,4641,500,74,357,1606
Samferdsel_96,MIP_vektet,4642,500,89,544,1861
Samferdsel_96,MIP_vektet,4643,500,108,405,1040
Samferdsel_96,MIP_vektet,4644,500,55,232,727
Samferdsel_96,MIP_vektet,4645,500,119,454,1127
Samferdsel_96,MIP_vektet,4646,500,124,463,1111
Samferdsel_96,MIP_vektet,4647,500,34,138,360
Samferdsel_96,MIP_vektet,4648,500,239,740,2063
Samferdsel_96,MIP_vektet,4649,500,68,363,1627
Samferdsel_96,MIP_vektet,4650,500,88,460,1834
Samferdsel_96,MIP_vektet,4651,500,62,353,1552
Samferdsel_96,MIP_vektet,5001,500,68,304,949
Samferdsel_96,MIP_vektet,5006,500,19,68,171
Samferdsel_96,MIP_vektet,5007,500,20,73,179
Samferdsel_96,MIP_vektet,5014,500,20,74,182
Samferdsel_96,MIP_vektet,5020,500,20,75,186
Samferdsel_96,MIP_vektet,5021,500,74,320,951
Samferdsel_96,MIP_vektet,5022,500,21,77,193
Samferdsel_96,MIP_vektet,5025,500,42,169,560
Samferdsel_96,MIP_vektet,5026,500,73,302,904
Samferdsel_96,MIP_vektet,5027,500,34,487,1777
Samferdsel_96,MIP_vektet,5028,500,252,743,1865
Samferdsel_96,MIP_vektet,5029,500,257,778,1938
Samferdsel_96,MIP_vektet,5031,500,21,77,195
Samferdsel_96,MIP_vektet,5032,500,75,318,935
Samferdsel_96,MIP_vektet,5033,500,61,250,818
Samferdsel_96,MIP_vektet,5034,500,66,298,803
Samferdsel_96,MIP_vektet,5035,500,52,232,762
Samferdsel_96,MIP_vektet,5036,500,21,80,196
Samferdsel_96,MIP_vektet,5037,500,24,83,208
Samferdsel_96,MIP_vektet,5038,500,80,314,899
