KomNr,Kommune,Hjemmekontor,Kartkontor_MIP,Omfordelt,Timer,Lenker,Ferdigdato_Kartkontor_Mnd,Ferdigdato_NVDB_Mnd
4601,Bergen,Bergen,Bergen,False,30.6,30466.0,0,0
4602,Kinn,Bergen,Bergen,False,22.67,9385.0,1,27
4611,Etne,Bergen,Bergen,False,24.95,10118.0,3,45
4612,Sveio,Bergen,Bergen,False,12.83,8328.0,0,9
4613,Bømlo,Bergen,Bergen,False,3.33,6759.0,0,12
4614,Stord,Bergen,Bergen,False,8.57,5301.0,0,14
4617,Kvinnherad,Bergen,Bergen,False,28.15,8939.0,4,60
4618,Ullensvang,Bergen,Skien,True,71.77,18650.0,4,56
4619,Eidfjord,Bergen,Bergen,False,32.12,5017.0,4,64
4620,Ulvik,Bergen,Bergen,False,14.62,2743.0,4,65
4621,Voss,Bergen,Molde,True,60.22,23191.0,4,55
4622,Kvam,Bergen,Bergen,False,25.12,11908.0,3,44
4623,Samnanger,Bergen,Bergen,False,7.62,2675.0,4,65
4624,Bjørnafjorden,Bergen,Bergen,False,19.98,10297.0,4,59
4626,Øygarden,Bergen,Bergen,False,17.88,11226.0,3,45
4627,Askøy,Bergen,Bergen,False,7.28,5218.0,4,63
4628,Vaksdal,Bergen,Bergen,False,15.9,4528.0,10,80
4630,Osterøy,Bergen,Bergen,False,14.72,8960.0,10,80
4631,Alver,Bergen,Bergen,False,36.83,27783.0,10,80
4632,Austrheim,Bergen,Bergen,False,3.73,3305.0,4,64
4634,Masfjorden,Bergen,Bergen,False,13.12,4590.0,10,80
4635,Gulen,Bergen,Bergen,False,12.15,4082.0,10,80
4636,Solund,Bergen,Bergen,False,4.42,1189.0,3,53
4637,Hyllestad,Bergen,Bergen,False,8.98,3011.0,4,65
4638,Høyanger,Bergen,Bergen,False,18.67,3476.0,2,41
4639,Vik,Bergen,Bergen,False,21.52,4624.0,1,29
4640,Sogndal,Bergen,Bergen,False,34.08,9640.0,2,35
4641,Aurland,Bergen,Bergen,False,29.27,4599.0,2,40
4642,Lærdal,Bergen,Bergen,False,23.97,3598.0,0,16
4643,Årdal,Bergen,Bergen,False,18.57,2758.0,3,53
4644,Luster,Bergen,Kristiansand,True,37.81,6200.0,1,29
4645,Askvoll,Bergen,Bergen,False,11.42,4575.0,4,64
4646,Fjaler,Bergen,Bergen,False,11.8,3672.0,3,52
4647,Sunnfjord,Bergen,Skien,True,63.6,22959.0,1,20
4648,Bremanger,Bergen,Bergen,False,18.7,4648.0,1,29
4649,Stad,Bergen,Bergen,False,29.18,12853.0,1,25
4650,Gloppen,Bergen,Bergen,False,24.5,7841.0,0,10
4651,Stryn,Bergen,Bergen,False,30.58,7377.0,2,38
5001,Trondheim - Tråante,Trondheim,Trondheim,False,29.77,20525.0,1,20
5021,Oppdal,Trondheim,Skien,True,76.88,37049.0,4,55
5025,Rosse - Røros,Trondheim,Trondheim,False,51.28,11912.0,5,69
5026,Holtålen,Trondheim,Trondheim,False,28.25,6292.0,3,49
