uke_aar,uke_nr,Ko_Lengde_Kommuner,Lenker_I_Ko,Lenker_Overfort_Hittil,Kommuner_Overfort_Hittil
2031,49,16,74214.0,2556750.0,341
2031,50,13,65464.0,2565500.0,344
2031,51,10,56714.0,2574250.0,347
2031,52,10,47964.0,2583000.0,347
2032,1,10,39214.0,2591750.0,347
2032,2,10,30464.0,2600500.0,347
2032,3,5,21714.0,2609250.0,352
2032,4,4,12964.0,2618000.0,353
2032,5,2,4214.0,2626750.0,355
2032,6,0,0.0,2630964.0,357
