KomNr,Kommune,Hjemmekontor,Kartkontor_MIP,Omfordelt,Timer,Lenker,Ferdigdato_Kartkontor_Mnd,Ferdigdato_NVDB_Mnd
1875,Hábmer - Hamarøy,Bodø,Bodø,False,31.75,5093.0,2,45
3103,Moss,Oslo,Oslo,False,8.35,6581.0,7,107
3105,Sarpsborg,Oslo,Oslo,False,19.48,13048.0,5,78
3107,Fredrikstad,Oslo,Oslo,False,17.97,14235.0,5,76
3110,Hvaler,Oslo,Oslo,False,4.87,4834.0,7,109
3114,Våler,Oslo,Oslo,False,11.85,8900.0,6,92
3116,Skiptvet,Oslo,Oslo,False,0.75,1677.0,7,111
3118,Indre Østfold,Oslo,Oslo,False,32.53,15270.0,6,89
3120,Rakkestad,Oslo,Oslo,False,0.69,3807.0,7,110
3201,Bærum,Oslo,Oslo,False,2.57,10234.0,0,9
3203,Asker,Oslo,Oslo,False,23.9,16870.0,0,4
3205,Lillestrøm,Oslo,Oslo,False,20.33,10677.0,5,79
3209,Ullensaker,Oslo,Oslo,False,12.75,5340.0,7,109
3222,Lørenskog,Oslo,Oslo,False,3.28,2091.0,7,111
3226,Aurskog-Høland,Oslo,Oslo,False,36.7,10975.0,3,54
3228,Nes,Oslo,Oslo,False,25.47,7813.0,4,70
3232,Nittedal,Oslo,Oslo,False,11.33,5357.0,7,109
3301,Drammen,Oslo,Oslo,False,19.53,11937.0,4,66
3303,Kongsberg,Oslo,Oslo,False,40.87,18936.0,2,37
3305,Ringerike,Oslo,Trondheim,True,68.08,27311.0,3,49
3312,Lier,Oslo,Oslo,False,15.43,6724.0,5,83
3314,Øvre Eiker,Oslo,Oslo,False,18.4,6486.0,7,108
3316,Modum,Oslo,Oslo,False,25.4,10613.0,6,90
3320,Flå,Oslo,Oslo,False,23.32,6856.0,0,18
3322,Nesbyen,Oslo,Oslo,False,34.28,11185.0,0,8
3324,Gol,Oslo,Oslo,False,25.93,9600.0,4,68
3326,Hemsedal,Oslo,Oslo,False,23.38,8110.0,3,57
3328,Ål,Oslo,Oslo,False,45.85,16194.0,1,28
3330,Hol,Oslo,Oslo,False,44.75,14988.0,1,29
3332,Sigdal,Oslo,Oslo,False,37.65,17054.0,3,51
3336,Rollag,Oslo,Oslo,False,11.38,7744.0,5,83
3338,Nore og Uvdal,Oslo,,True,66.03,13281.0,0,6
3401,Kongsvinger,Hamar,Hamar,False,1.9,10212.0,0,10
3403,Hamar,Hamar,Hamar,False,0.55,3151.0,7,111
3405,Lillehammer,Hamar,Hamar,False,23.5,10606.0,4,67
3407,Gjøvik,Hamar,Hamar,False,24.6,7897.0,8,117
3411,Ringsaker,Hamar,Hamar,False,1.96,12701.0,7,105
3412,Løten,Hamar,Hamar,False,0.54,2884.0,7,111
3413,Stange,Hamar,Hamar,False,1.18,7796.0,0,14
3419,Våler,Hamar,Hamar,False,1.07,8900.0,7,106
3420,Elverum,Hamar,Hamar,False,2.2,11666.0,7,105
3421,Trysil,Hamar,Hamar,False,3.98,16189.0,7,102
3422,Åmot,Hamar,Hamar,False,36.57,9088.0,7,106
3423,Stor-Elvdal,Hamar,Hamar,False,3.13,13617.0,7,104
3424,Rendalen,Hamar,Skien,True,81.93,11980.0,5,79
3425,Engerdal,Hamar,Hamar,False,2.28,6538.0,7,108
3426,Tolga,Hamar,Hamar,False,1.91,8559.0,4,69
3427,Tynset,Hamar,Skien,True,54.08,10498.0,5,80
3428,Alvdal,Hamar,Bergen,True,41.77,10557.0,5,80
3429,Folldal,Hamar,Hamar,False,2.08,8494.0,7,107
3430,Os,Hamar,Hamar,False,1.29,5106.0,7,109
3431,Dovre,Hamar,Trondheim,True,40.73,8098.0,4,70
3432,Lesja,Hamar,Skien,True,43.92,6501.0,6,95
3433,Skjåk,Hamar,Hamar,False,37.75,5069.0,5,85
3434,Lom,Hamar,Hamar,False,39.0,6259.0,6,96
3435,Vågå,Hamar,Hamar,False,39.83,10194.0,4,67
3436,Nord-Fron,Hamar,Skien,True,41.25,12207.0,4,65
3437,Sel,Hamar,Molde,True,40.53,14777.0,4,63
3438,Sør-Fron,Hamar,Hamar,False,27.98,7916.0,6,93
3439,Ringebu,Hamar,Stavanger,True,57.57,18435.0,2,38
3440,Øyer,Hamar,Hamar,False,31.8,10070.0,2,40
3441,Gausdal,Hamar,Skien,True,46.2,12287.0,3,52
3442,Østre Toten,Hamar,Hamar,False,19.78,4326.0,1,34
3443,Vestre Toten,Hamar,Hamar,False,10.07,3356.0,1,34
3446,Gran,Hamar,Hamar,False,24.92,8906.0,3,55
3447,Søndre Land,Hamar,Hamar,False,26.15,7653.0,0,15
3448,Nordre Land,Hamar,Hamar,False,44.1,12435.0,8,114
3449,Sør-Aurdal,Hamar,Hamar,False,44.13,13249.0,0,6
3450,Etnedal,Hamar,Hamar,False,18.8,6276.0,6,96
3451,Nord-Aurdal,Hamar,Hamar,False,38.72,13002.0,5,78
3452,Vestre Slidre,Hamar,Hamar,False,24.07,11716.0,3,53
3453,Øystre Slidre,Hamar,Hamar,False,28.78,7995.0,3,57
3454,Vang,Hamar,Hamar,False,35.62,8187.0,2,42
3901,Horten,Skien,Skien,False,3.67,2273.0,8,119
3903,Holmestrand,Skien,Skien,False,21.87,8664.0,8,116
3905,Tønsberg,Skien,Skien,False,18.23,10065.0,8,115
3907,Sandefjord,Skien,Bergen,True,24.23,13753.0,8,113
3909,Larvik,Skien,Trondheim,True,39.47,20251.0,8,113
3911,Færder,Skien,Skien,False,6.28,5132.0,8,118
4001,Porsgrunn,Skien,Skien,False,11.57,7351.0,8,117
4003,Skien,Skien,Bodø,True,31.73,11644.0,8,115
4005,Notodden,Skien,Skien,False,30.73,8977.0,6,91
4010,Siljan,Skien,Skien,False,8.78,2674.0,6,99
4012,Bamble,Skien,Skien,False,10.83,5868.0,8,118
4014,Kragerø,Skien,Skien,False,13.88,8153.0,8,117
4016,Drangedal,Skien,Trondheim,True,32.68,9597.0,8,116
4018,Nome,Skien,Skien,False,14.85,4661.0,8,119
4022,Seljord,Skien,Skien,False,27.38,9972.0,3,54
4024,Hjartdal,Skien,Skien,False,23.9,8171.0,4,69
4026,Tinn,Skien,Skien,False,58.88,13385.0,4,65
4028,Kviteseid,Skien,Skien,False,20.42,5611.0,6,96
4030,Nissedal,Skien,Skien,False,23.0,6540.0,3,58
4032,Fyresdal,Skien,Bergen,True,26.6,5047.0,8,118
4034,Tokke,Skien,Molde,True,27.02,6401.0,8,118
4036,Vinje,Skien,Stavanger,True,64.47,12380.0,8,114
4201,Risør,Kristiansand,Kristiansand,False,11.55,7458.0,3,58
4202,Grimstad,Kristiansand,Kristiansand,False,11.83,6512.0,4,71
4203,Arendal,Kristiansand,Kristiansand,False,21.03,18178.0,6,88
4204,Kristiansand,Kristiansand,Kristiansand,False,41.0,27939.0,5,75
4205,Lindesnes,Kristiansand,Kristiansand,False,56.22,30608.0,7,102
4206,Farsund,Kristiansand,Kristiansand,False,12.6,8160.0,3,57
4207,Flekkefjord,Kristiansand,Kristiansand,False,21.62,10002.0,2,41
4211,Gjerstad,Kristiansand,Kristiansand,False,0.78,5328.0,1,33
4212,Vegårshei,Kristiansand,Kristiansand,False,19.25,8548.0,3,56
4213,Tvedestrand,Kristiansand,Kristiansand,False,14.6,8806.0,4,69
4214,Froland,Kristiansand,Kristiansand,False,1.01,6254.0,1,32
4215,Lillesand,Kristiansand,Kristiansand,False,9.43,6111.0,3,59
4216,Birkenes,Kristiansand,Kristiansand,False,26.37,10577.0,0,9
4217,Åmli,Kristiansand,Kristiansand,False,31.8,8190.0,3,56
4218,Iveland,Kristiansand,Kristiansand,False,2.01,3446.0,4,73
4219,Evje og Hornnes,Kristiansand,Kristiansand,False,20.05,7758.0,6,94
4220,Bygland,Kristiansand,Kristiansand,False,29.77,7574.0,4,70
4221,Valle,Kristiansand,Kristiansand,False,29.77,7136.0,4,71
4222,Bykle,Kristiansand,Kristiansand,False,23.13,4958.0,6,97
4223,Vennesla,Kristiansand,Kristiansand,False,2.02,10530.0,6,91
4224,Åseral,Kristiansand,Kristiansand,False,19.07,5558.0,5,84
4225,Lyngdal,Kristiansand,Kristiansand,False,27.52,13449.0,5,77
4227,Kvinesdal,Kristiansand,Kristiansand,False,29.9,10186.0,2,40
4228,Sirdal,Kristiansand,Kristiansand,False,31.2,8126.0,2,42
4601,Bergen,Bergen,Bergen,False,30.6,30466.0,0,1
4602,Kinn,Bergen,Bergen,False,22.67,9385.0,1,32
4611,Etne,Bergen,Bergen,False,24.95,10118.0,6,91
4612,Sveio,Bergen,Bergen,False,12.83,8328.0,0,13
4613,Bømlo,Bergen,Bergen,False,3.33,6759.0,0,18
4614,Stord,Bergen,Bergen,False,8.57,5301.0,0,21
4617,Kvinnherad,Bergen,Bergen,False,28.15,8939.0,6,92
4618,Ullensvang,Bergen,Bergen,False,71.77,18650.0,4,62
4619,Eidfjord,Bergen,Bergen,False,32.12,5017.0,4,72
4620,Ulvik,Bergen,Bergen,False,14.62,2743.0,5,86
4621,Voss,Bergen,Bergen,False,60.22,23191.0,3,50
4622,Kvam,Bergen,Bergen,False,25.12,11908.0,4,66
4623,Samnanger,Bergen,Bergen,False,7.62,2675.0,5,86
4624,Bjørnafjorden,Bergen,Bergen,False,19.98,10297.0,5,81
4626,Øygarden,Bergen,Bergen,False,17.88,11226.0,6,90
4627,Askøy,Bergen,Bergen,False,7.28,5218.0,6,97
4628,Vaksdal,Bergen,Bergen,False,15.9,4528.0,10,121
4630,Osterøy,Bergen,Bergen,False,14.72,8960.0,10,120
4631,Alver,Bergen,Bergen,False,36.83,27783.0,10,120
4632,Austrheim,Bergen,Bergen,False,3.73,3305.0,6,98
4634,Masfjorden,Bergen,Bergen,False,13.12,4590.0,10,121
4635,Gulen,Bergen,Bergen,False,12.15,4082.0,10,121
4636,Solund,Bergen,Bergen,False,4.42,1189.0,6,100
4637,Hyllestad,Bergen,Bergen,False,8.98,3011.0,5,86
4638,Høyanger,Bergen,Bergen,False,18.67,3476.0,1,34
4639,Vik,Bergen,Bergen,False,21.52,4624.0,2,45
4640,Sogndal,Bergen,Bergen,False,34.08,9640.0,0,11
4641,Aurland,Bergen,Bergen,False,29.27,4599.0,2,46
4642,Lærdal,Bergen,Bergen,False,23.97,3598.0,1,34
4643,Årdal,Bergen,Bergen,False,18.57,2758.0,4,73
4644,Luster,Bergen,,True,37.81,6200.0,1,33
4645,Askvoll,Bergen,Bergen,False,11.42,4575.0,6,98
4646,Fjaler,Bergen,Bergen,False,11.8,3672.0,5,86
4647,Sunnfjord,Bergen,Trondheim,True,63.6,22959.0,1,28
4648,Bremanger,Bergen,Bergen,False,18.7,4648.0,2,45
4649,Stad,Bergen,Bergen,False,29.18,12853.0,1,30
4650,Gloppen,Bergen,Bergen,False,24.5,7841.0,2,43
4651,Stryn,Bergen,Bergen,False,30.58,7377.0,0,17
5001,Trondheim - Tråante,Trondheim,Trondheim,False,29.77,20525.0,5,76
5021,Oppdal,Trondheim,Trondheim,False,76.88,37049.0,3,48
5025,Rosse - Røros,Trondheim,Trondheim,False,51.28,11912.0,3,53
5026,Holtålen,Trondheim,Trondheim,False,28.25,6292.0,3,58
5027,Midtre Gauldal,Trondheim,Trondheim,False,49.35,13652.0,0,5
5028,Melhus,Trondheim,Trondheim,False,23.92,7720.0,0,15
5029,Skaun,Trondheim,Trondheim,False,10.4,4079.0,0,23
5032,Selbu,Trondheim,Trondheim,False,27.87,6104.0,5,84
5033,Tydal,Trondheim,Trondheim,False,32.18,9999.0,2,41
5034,Meråker,Trondheim,Trondheim,False,30.3,7116.0,4,71
5035,Stjørdal,Trondheim,Trondheim,False,37.83,13808.0,4,64
5038,Verdal,Trondheim,Trondheim,False,28.41,9686.0,5,81
5041,Snåase - Snåsa,Trondheim,Trondheim,False,41.1,5861.0,1,33
5042,Lierne,Trondheim,Trondheim,False,40.82,2972.0,2,46
5043,Raarvihke - Røyrvik,Trondheim,Trondheim,False,17.27,772.0,5,87
5044,Namsskogan,Trondheim,Trondheim,False,20.82,2245.0,6,99
5045,Grong,Trondheim,Trondheim,False,25.7,4904.0,6,97
5046,Høylandet,Trondheim,Trondheim,False,13.02,2199.0,5,86
5047,Overhalla,Trondheim,Trondheim,False,16.88,3968.0,6,98
5049,Flatanger,Trondheim,Trondheim,False,7.68,1418.0,6,100
5053,Inderøy,Trondheim,Trondheim,False,17.63,7306.0,6,94
5054,Indre Fosen,Trondheim,Trondheim,False,36.0,9918.0,2,42
5055,Heim,Trondheim,Trondheim,False,29.67,10013.0,4,68
5056,Hitra,Trondheim,Trondheim,False,20.32,8759.0,5,82
5058,Åfjord,Trondheim,Trondheim,False,30.12,8387.0,6,93
5059,Orkland,Trondheim,Trondheim,False,57.52,21540.0,0,2
5061,Rindal,Trondheim,Trondheim,False,16.88,4368.0,6,98
5501,Tromsø,Tromsø,Tromsø,False,63.6,27947.0,4,61
5503,Harstad - Hárstták,Tromsø,Tromsø,False,27.28,16861.0,3,52
5512,Dielddanuorri - Tjeldsund,Tromsø,Tromsø,False,24.27,8058.0,2,43
5514,Ibestad,Tromsø,Tromsø,False,8.68,3259.0,6,99
5516,Gratangen,Tromsø,Tromsø,False,7.82,2092.0,6,100
5518,Loabák - Lavangen,Tromsø,Tromsø,False,7.17,1546.0,5,86
5520,Bardu,Tromsø,Tromsø,False,43.93,6502.0,1,32
5522,Salangen,Tromsø,Tromsø,False,11.93,2841.0,6,99
5524,Målselv,Tromsø,Tromsø,False,7.16,14811.0,7,103
5526,Sørreisa,Tromsø,Tromsø,False,10.53,3369.0,5,86
5528,Dyrøy,Tromsø,Tromsø,False,0.76,1965.0,7,111
5530,Senja,Tromsø,Tromsø,False,52.38,17646.0,2,39
5532,Balsfjord,Tromsø,Tromsø,False,4.59,13047.0,7,104
5534,Karlsøy,Tromsø,Tromsø,False,25.07,5355.0,5,84
5536,Lyngen,Tromsø,Tromsø,False,18.13,4562.0,4,73
5542,Skjervøy,Tromsø,Tromsø,False,1.1,2218.0,4,73
5544,Nordreisa - Ráisa - Raisi,Tromsø,Tromsø,False,53.15,4821.0,0,21
5546,Kvænangen,Tromsø,Tromsø,False,32.62,4328.0,5,85
5601,Alta,Tromsø,Skien,True,72.96,17457.0,2,39
5603,Hammerfest - Hámmerfeasta,Tromsø,Tromsø,False,44.7,6601.0,0,18
5605,Sør-Varanger,Tromsø,Tromsø,False,61.47,7082.0,1,32
5607,Vadsø,Tromsø,Tromsø,False,28.47,5170.0,3,59
5610,Kárášjohka - Karasjok,Tromsø,Molde,True,96.35,8565.0,5,82
5612,Guovdageaidnu - Kautokeino,Tromsø,Skien,True,179.3,19267.0,0,3
5614,Loppa,Tromsø,Tromsø,False,11.63,1446.0,6,100
5616,Hasvik,Tromsø,Tromsø,False,9.4,1313.0,5,87
5618,Måsøy,Tromsø,Tromsø,False,18.62,1802.0,6,100
5620,Nordkapp,Tromsø,Tromsø,False,16.35,1716.0,4,73
5622,Porsanger - Porsáŋgu - Porsanki,Tromsø,Skien,True,87.38,9568.0,1,31
5624,Lebesby,Tromsø,Tromsø,False,44.53,3191.0,3,60
5628,Deatnu - Tana,Tromsø,Stavanger,True,72.72,9359.0,0,12
5636,Unjárga - Nesseby,Tromsø,Tromsø,False,30.3,3635.0,6,98
