KomNr,Kommune,Kartkontor,Antall_Lenker,Gjenstaaende_Lenker_Start,Timer_Start,Ferdigdato_Kartkontor,Ferdigdato_NVDB
5514,Ibestad,Tromsø,3259.0,3259.0,13.03,2027-07-16,2032-03-11
5516,Gratangen,Tromsø,2092.0,2092.0,11.72,2027-09-29,2032-08-04
5518,Loabák - Lavangen,Tromsø,1546.0,1546.0,10.75,2027-10-01,2032-08-05
5520,Bardu,Tromsø,6502.0,6502.0,65.9,2027-09-08,2032-07-09
5522,Salangen,Tromsø,2841.0,2841.0,17.9,2027-09-24,2032-08-03
5524,Målselv,Tromsø,14811.0,1481.0,10.74,2027-07-20,2032-03-25
5526,Sørreisa,Tromsø,3369.0,3369.0,15.8,2027-07-08,2032-02-24
5528,Dyrøy,Tromsø,1965.0,196.0,1.14,2027-07-22,2032-04-19
5530,Senja,Tromsø,17646.0,17646.0,78.58,2027-02-16,2030-11-07
5532,Balsfjord,Tromsø,13047.0,1305.0,6.89,2027-07-21,2032-04-07
5534,Karlsøy,Tromsø,5355.0,5355.0,37.6,2027-05-18,2031-10-28
5536,Lyngen,Tromsø,4562.0,4562.0,27.2,2027-06-22,2032-01-28
5538,Storfjord - Omasvuotna - Omasvuono,Tromsø,3674.0,0.0,0.0,2026-05-01,2027-01-13
5540,Gáivuotna - Kåfjord - Kaivuono,Tromsø,2539.0,0.0,0.0,2026-05-01,2027-01-15
5542,Skjervøy,Tromsø,2218.0,222.0,1.65,2027-07-22,2032-04-16
5544,Nordreisa - Ráisa - Raisi,Tromsø,4821.0,4821.0,79.72,2027-01-25,2030-07-09
5546,Kvænangen,Tromsø,4328.0,4328.0,48.92,2027-04-12,2031-05-22
5601,Alta,Tromsø,17457.0,16759.0,109.44,2026-11-03,2029-07-30
5603,Hammerfest - Hámmerfeasta,Tromsø,6601.0,6601.0,67.05,2027-03-08,2030-12-25
5605,Sør-Varanger,Tromsø,7082.0,7082.0,92.2,2026-12-31,2030-04-02
5607,Vadsø,Tromsø,5170.0,5170.0,42.7,2027-05-06,2031-09-03
5610,Kárášjohka - Karasjok,Tromsø,8565.0,8565.0,144.53,2026-08-31,2028-09-27
5612,Guovdageaidnu - Kautokeino,Tromsø,19267.0,19267.0,268.95,2026-07-20,2028-02-23
5614,Loppa,Tromsø,1446.0,1446.0,17.45,2027-07-02,2032-02-12
5616,Hasvik,Tromsø,1313.0,1313.0,14.1,2027-07-13,2032-03-01
5618,Måsøy,Tromsø,1802.0,1802.0,27.93,2027-06-14,2032-01-16
5620,Nordkapp,Tromsø,1716.0,1716.0,24.52,2027-06-29,2032-02-06
5622,Porsanger - Porsáŋgu - Porsanki,Tromsø,9568.0,9568.0,131.07,2027-06-08,2032-01-05
5624,Lebesby,Tromsø,3191.0,3191.0,66.8,2027-03-26,2031-03-26
5626,Gamvik,Tromsø,945.0,0.0,0.0,2026-05-01,2027-01-18
5628,Deatnu - Tana,Tromsø,9359.0,9359.0,109.08,2026-12-03,2029-12-14
5630,Berlevåg,Tromsø,1390.0,0.0,0.0,2026-05-01,2027-01-19
5632,Båtsfjord,Tromsø,1337.0,0.0,0.0,2026-05-01,2027-01-19
5634,Vardø,Tromsø,1053.0,0.0,0.0,2026-05-01,2027-01-20
5636,Unjárga - Nesseby,Tromsø,3635.0,3635.0,45.45,2027-04-23,2031-07-31
