KomNr,Kommune,Hjemmekontor,Kartkontor_MIP,Omfordelt,Timer,Lenker,Ferdigdato_Kartkontor_Mnd,Ferdigdato_Kartkontor,Ferdigdato_NVDB_Mnd,Ferdigdato_NVDB
5042,Lierne,Trondheim,Hamar,True,40.82,2972.0,2,2026-07-15,50,2030-07-15
5043,Raarvihke - Røyrvik,Trondheim,Trondheim,False,17.27,772.0,5,2026-10-15,98,2034-07-15
5044,Namsskogan,Trondheim,Skien,True,20.82,2245.0,3,2026-08-15,67,2031-12-15
5045,Grong,Trondheim,Trondheim,False,25.7,4904.0,3,2026-08-15,66,2031-11-15
5046,Høylandet,Trondheim,Trondheim,False,13.02,2199.0,4,2026-09-15,82,2033-03-15
5047,Overhalla,Trondheim,Trondheim,False,16.88,3968.0,4,2026-09-15,81,2033-02-15
5049,Flatanger,Trondheim,Trondheim,False,7.68,1418.0,5,2026-10-15,98,2034-07-15
5053,Inderøy,Trondheim,Trondheim,False,17.63,7306.0,1,2026-06-15,32,2029-01-15
5054,Indre Fosen,Trondheim,Trondheim,False,36.0,9918.0,2,2026-07-15,45,2030-02-15
5055,Heim,Trondheim,Trondheim,False,29.67,10013.0,4,2026-09-15,74,2032-07-15
5056,Hitra,Trondheim,Trondheim,False,20.32,8759.0,5,2026-10-15,91,2033-12-15
5058,Åfjord,Trondheim,Kristiansand,True,30.12,8387.0,2,2026-07-15,45,2030-02-15
5059,Orkland,Trondheim,Trondheim,False,57.52,21540.0,0,2026-05-15,2,2026-07-15
5061,Rindal,Trondheim,Trondheim,False,16.88,4368.0,3,2026-08-15,66,2031-11-15
5501,Tromsø,Tromsø,Tromsø,False,63.6,27947.0,4,2026-09-15,68,2032-01-15
5503,Harstad - Hárstták,Tromsø,Tromsø,False,27.28,16861.0,3,2026-08-15,55,2030-12-15
5512,Dielddanuorri - Tjeldsund,Tromsø,Tromsø,False,24.27,8058.0,2,2026-07-15,46,2030-03-15
5514,Ibestad,Tromsø,Tromsø,False,8.68,3259.0,5,2026-10-15,96,2034-05-15
5516,Gratangen,Tromsø,Tromsø,False,7.82,2092.0,5,2026-10-15,97,2034-06-15
5518,Loabák - Lavangen,Tromsø,Oslo,True,7.17,1546.0,5,2026-10-15,98,2034-07-15
5520,Bardu,Tromsø,Tromsø,False,43.93,6502.0,1,2026-06-15,33,2029-02-15
5522,Salangen,Tromsø,Tromsø,False,11.93,2841.0,4,2026-09-15,81,2033-02-15
5524,Målselv,Tromsø,Tromsø,False,7.16,14811.0,5,2026-10-15,85,2033-06-15
5526,Sørreisa,Tromsø,Tromsø,False,10.53,3369.0,6,2026-11-15,106,2035-03-15
5528,Dyrøy,Tromsø,Tromsø,False,0.76,1965.0,5,2026-10-15,98,2034-07-15
5530,Senja,Tromsø,Trondheim,True,52.38,17646.0,2,2026-07-15,38,2029-07-15
5532,Balsfjord,Tromsø,Tromsø,False,4.59,13047.0,5,2026-10-15,87,2033-08-15
