Scenario,uke_aar,uke_nr,Ko_Lengde_P5,Ko_Lengde_P50,Ko_Lengde_P95,Lenker_I_Ko_P5,Lenker_I_Ko_P50,Lenker_I_Ko_P95,Lenker_Overfort_P5,Lenker_Overfort_P50,Lenker_Overfort_P95,Kommuner_Overfort_P5,Kommuner_Overfort_P50,Kommuner_Overfort_P95,N
Basis_85,2034,21,0.0,66.0,142.0,0.0,509849.5,1032187.1,1598776.9,2121114.5,2630964.0,215.0,291.0,357.0,500
Basis_85,2034,22,0.0,65.0,141.04999999999995,0.0,504813.5,1028391.2,1602572.8,2126150.5,2630964.0,215.95,292.0,357.0,500
Basis_85,2034,23,0.0,65.0,141.04999999999995,0.0,499777.5,1024596.25,1606367.75,2131186.5,2630964.0,215.95,292.0,357.0,500
Basis_85,2034,24,0.0,65.0,141.0,0.0,494742.0,1020800.3999999999,1610163.6,2136222.0,2630964.0,216.0,292.0,357.0,500
Basis_85,2034,25,0.0,64.5,140.04999999999995,0.0,489705.5,1017004.5,1613959.5,2141258.5,2630964.0,216.95,292.5,357.0,500
Basis_85,2034,26,0.0,63.0,140.0,0.0,484670.0,1013208.6499999999,1617755.35,2146294.0,2630964.0,217.0,294.0,357.0,500
Basis_85,2034,27,0.0,62.5,140.0,0.0,479634.0,1009412.75,1621551.25,2151330.0,2630964.0,217.0,294.5,357.0,500
Basis_85,2034,28,0.0,62.5,139.04999999999995,0.0,474598.5,1005616.85,1625347.15,2156365.5,2630964.0,217.95,294.5,357.0,500
Basis_85,2034,29,0.0,62.0,139.0,0.0,469562.0,1001821.0,1629143.0,2161402.0,2630964.0,218.0,295.0,357.0,500
Basis_85,2034,30,0.0,61.0,138.04999999999995,0.0,464526.5,998025.1,1632938.9,2166437.5,2630964.0,218.95,296.0,357.0,500
Basis_85,2034,31,0.0,60.5,138.0,0.0,459490.5,994230.2,1636733.8,2171473.5,2630964.0,219.0,296.5,357.0,500
Basis_85,2034,32,0.0,60.0,138.0,0.0,454455.0,990434.2999999999,1640529.7,2176509.0,2630964.0,219.0,297.0,357.0,500
Basis_85,2034,33,0.0,59.5,137.04999999999995,0.0,449418.5,986638.3999999999,1644325.6,2181545.5,2630964.0,219.95,297.5,357.0,500
Basis_85,2034,34,0.0,59.0,137.0,0.0,444383.0,982842.5499999999,1648121.45,2186581.0,2630964.0,220.0,298.0,357.0,500
Basis_85,2034,35,0.0,58.0,136.04999999999995,0.0,439347.0,979046.6499999999,1651917.35,2191617.0,2630964.0,220.95,299.0,357.0,500
Basis_85,2034,36,0.0,58.0,136.0,0.0,434311.0,975250.7999999999,1655713.2,2196653.0,2630964.0,221.0,299.0,357.0,500
Basis_85,2034,37,0.0,57.0,135.04999999999995,0.0,429275.0,971454.8999999999,1659509.1,2201689.0,2630964.0,221.95,300.0,357.0,500
Basis_85,2034,38,0.0,56.0,135.0,0.0,424239.5,967659.0,1663305.0,2206724.5,2630964.0,222.0,301.0,357.0,500
Basis_85,2034,39,0.0,56.0,135.0,0.0,419203.5,963864.1,1667099.9,2211760.5,2630964.0,222.0,301.0,357.0,500
Basis_85,2034,40,0.0,55.5,134.04999999999995,0.0,414167.5,960068.2,1670895.8,2216796.5,2630964.0,222.95,301.5,357.0,500
Basis_85,2034,41,0.0,55.0,134.0,0.0,409131.5,956272.35,1674691.65,2221832.5,2630964.0,223.0,302.0,357.0,500
Basis_85,2034,42,0.0,55.0,133.0,0.0,404096.0,952476.45,1678487.55,2226868.0,2630964.0,224.0,302.0,357.0,500
Basis_85,2034,43,0.0,55.0,133.0,0.0,399060.0,948680.5499999999,1682283.45,2231904.0,2630964.0,224.0,302.0,357.0,500
Basis_85,2034,44,0.0,54.0,133.0,0.0,394024.0,944884.7,1686079.3,2236940.0,2630964.0,224.0,303.0,357.0,500
Basis_85,2034,45,0.0,53.5,132.0,0.0,388988.0,941088.7999999999,1689875.2,2241976.0,2630964.0,225.0,303.5,357.0,500
Basis_85,2034,46,0.0,52.0,131.04999999999995,0.0,383952.5,937292.95,1693671.05,2247011.5,2630964.0,225.95,305.0,357.0,500
Basis_85,2034,47,0.0,51.0,131.0,0.0,378916.0,933497.0499999999,1697466.95,2252048.0,2630964.0,226.0,306.0,357.0,500
Basis_85,2034,48,0.0,50.0,130.0,0.0,373880.5,929702.1,1701261.9,2257083.5,2630964.0,227.0,307.0,357.0,500
Basis_85,2034,49,0.0,50.0,130.0,0.0,368844.5,925906.25,1705057.75,2262119.5,2630964.0,227.0,307.0,357.0,500
Basis_85,2034,50,0.0,49.0,129.0,0.0,363809.0,922110.35,1708853.65,2267155.0,2630964.0,228.0,308.0,357.0,500
Basis_85,2034,51,0.0,49.0,129.0,0.0,358772.5,918314.5,1712649.5,2272191.5,2630964.0,228.0,308.0,357.0,500
Basis_85,2034,52,0.0,48.0,128.0,0.0,353737.0,914518.6,1716445.4,2277227.0,2630964.0,229.0,309.0,357.0,500
Basis_85,2035,1,0.0,47.0,128.0,0.0,348701.0,910722.7,1720241.3,2282263.0,2630964.0,229.0,310.0,357.0,500
Basis_85,2035,2,0.0,46.0,128.0,0.0,343665.5,906926.85,1724037.15,2287298.5,2630964.0,229.0,311.0,357.0,500
Basis_85,2035,3,0.0,46.0,127.0,0.0,338629.0,903130.95,1727833.05,2292335.0,2630964.0,230.0,311.0,357.0,500
Basis_85,2035,4,0.0,45.0,127.0,0.0,333593.5,899336.0499999999,1731627.95,2297370.5,2630964.0,230.0,312.0,357.0,500
Basis_85,2035,5,0.0,45.0,126.0,0.0,328557.5,895540.1499999999,1735423.85,2302406.5,2630964.0,231.0,312.0,357.0,500
Basis_85,2035,6,0.0,44.0,125.0,0.0,323521.5,891744.25,1739219.75,2307442.5,2630964.0,232.0,313.0,357.0,500
Basis_85,2035,7,0.0,44.0,124.04999999999995,0.0,318485.5,887948.3999999999,1743015.6,2312478.5,2630964.0,232.95,313.0,357.0,500
Basis_85,2035,8,0.0,43.0,123.04999999999995,0.0,313450.0,884152.5,1746811.5,2317514.0,2630964.0,233.95,314.0,357.0,500
Basis_85,2035,9,0.0,42.0,122.04999999999995,0.0,308414.0,880356.6499999999,1750607.35,2322550.0,2630964.0,234.95,315.0,357.0,500
Basis_85,2035,10,0.0,41.5,122.0,0.0,303378.0,876560.75,1754403.25,2327586.0,2630964.0,235.0,315.5,357.0,500
Basis_85,2035,11,0.0,40.5,121.04999999999995,0.0,298342.0,872764.85,1758199.15,2332622.0,2630964.0,235.95,316.5,357.0,500
Basis_85,2035,12,0.0,40.0,121.0,0.0,293306.5,868969.95,1761994.05,2337657.5,2630964.0,236.0,317.0,357.0,500
Basis_85,2035,13,0.0,39.5,120.0,0.0,288270.5,865174.0499999999,1765789.95,2342693.5,2630964.0,237.0,317.5,357.0,500
Basis_85,2035,14,0.0,39.5,119.04999999999995,0.0,283234.5,861378.2,1769585.8,2347729.5,2630964.0,237.95,317.5,357.0,500
Basis_85,2035,15,0.0,38.5,118.0,0.0,278198.5,857582.2999999999,1773381.7,2352765.5,2630964.0,239.0,318.5,357.0,500
Basis_85,2035,16,0.0,38.5,117.0,0.0,273163.0,853786.45,1777177.55,2357801.0,2630964.0,240.0,318.5,357.0,500
Basis_85,2035,17,0.0,37.0,116.04999999999995,0.0,268126.5,849990.5499999999,1780973.45,2362837.5,2630964.0,240.95,320.0,357.0,500
Basis_85,2035,18,0.0,36.0,115.04999999999995,0.0,263091.0,846194.6499999999,1784769.35,2367873.0,2630964.0,241.95,321.0,357.0,500
Basis_85,2035,19,0.0,36.0,114.0,0.0,258055.0,842398.7999999999,1788565.2,2372909.0,2630964.0,243.0,321.0,357.0,500
Basis_85,2035,20,0.0,35.0,114.0,0.0,253019.5,838602.8999999999,1792361.1,2377944.5,2630964.0,243.0,322.0,357.0,500
Basis_85,2035,21,0.0,35.0,113.0,0.0,247983.0,834808.0,1796156.0,2382981.0,2630964.0,244.0,322.0,357.0,500
Basis_85,2035,22,0.0,34.0,112.04999999999995,0.0,242947.5,831012.1,1799951.9,2388016.5,2630964.0,244.95,323.0,357.0,500
Basis_85,2035,23,0.0,33.0,111.04999999999995,0.0,237911.5,827216.2,1803747.8,2393052.5,2630964.0,245.95,324.0,357.0,500
Basis_85,2035,24,0.0,33.0,111.0,0.0,232876.0,823420.35,1807543.65,2398088.0,2630964.0,246.0,324.0,357.0,500
Basis_85,2035,25,0.0,32.0,110.0,0.0,227839.5,819624.45,1811339.55,2403124.5,2630964.0,247.0,325.0,357.0,500
Basis_85,2035,26,0.0,32.0,109.0,0.0,222804.0,815828.6,1815135.4,2408160.0,2630964.0,248.0,325.0,357.0,500
Basis_85,2035,27,0.0,31.0,108.0,0.0,217768.0,812032.7,1818931.3,2413196.0,2630964.0,249.0,326.0,357.0,500
Basis_85,2035,28,0.0,31.0,107.04999999999995,0.0,212732.0,808236.7999999999,1822727.2,2418232.0,2630964.0,249.95,326.0,357.0,500
Basis_85,2035,29,0.0,30.0,107.0,0.0,207696.0,804441.8999999999,1826522.1,2423268.0,2630964.0,250.0,327.0,357.0,500
Basis_85,2035,30,0.0,29.5,106.0,0.0,202660.5,800646.0,1830318.0,2428303.5,2630964.0,251.0,327.5,357.0,500
Basis_85,2035,31,0.0,28.5,106.0,0.0,197624.5,796850.1499999999,1834113.85,2433339.5,2630964.0,251.0,328.5,357.0,500
Basis_85,2035,32,0.0,28.0,106.0,0.0,192588.5,793054.25,1837909.75,2438375.5,2630964.0,251.0,329.0,357.0,500
Basis_85,2035,33,0.0,27.0,105.0,0.0,187552.5,789258.35,1841705.65,2443411.5,2630964.0,252.0,330.0,357.0,500
Basis_85,2035,34,0.0,26.5,104.0,0.0,182517.0,785462.5,1845501.5,2448447.0,2630964.0,253.0,330.5,357.0,500
Basis_85,2035,35,0.0,25.5,103.0,0.0,177481.0,781666.6,1849297.4,2453483.0,2630964.0,254.0,331.5,357.0,500
Basis_85,2035,36,0.0,25.0,102.04999999999995,0.0,172445.0,777870.75,1853093.25,2458519.0,2630964.0,254.95,332.0,357.0,500
Basis_85,2035,37,0.0,24.5,101.04999999999995,0.0,167409.0,774075.7999999999,1856888.2,2463555.0,2630964.0,255.95,332.5,357.0,500
Basis_85,2035,38,0.0,24.0,101.04999999999995,0.0,162373.5,770279.8999999999,1860684.1,2468590.5,2630964.0,255.95,333.0,357.0,500
Basis_85,2035,39,0.0,23.0,100.04999999999995,0.0,157337.0,766484.0499999999,1864479.95,2473627.0,2630964.0,256.95,334.0,357.0,500
Basis_85,2035,40,0.0,22.0,100.0,0.0,152301.5,762688.1499999999,1868275.85,2478662.5,2630964.0,257.0,335.0,357.0,500
Basis_85,2035,41,0.0,21.5,99.04999999999995,0.0,147265.5,758892.2999999999,1872071.7,2483698.5,2630964.0,257.95,335.5,357.0,500
Basis_85,2035,42,0.0,21.0,99.04999999999995,0.0,142230.0,755096.3999999999,1875867.6,2488734.0,2630964.0,257.95,336.0,357.0,500
Basis_85,2035,43,0.0,21.0,99.0,0.0,137193.5,751300.5,1879663.5,2493770.5,2630964.0,258.0,336.0,357.0,500
Basis_85,2035,44,0.0,20.0,98.04999999999995,0.0,132158.0,747504.6499999999,1883459.35,2498806.0,2630964.0,258.95,337.0,357.0,500
Basis_85,2035,45,0.0,19.0,97.04999999999995,0.0,127122.0,743708.75,1887255.25,2503842.0,2630964.0,259.95,338.0,357.0,500
Basis_85,2035,46,0.0,19.0,97.0,0.0,122086.5,739913.85,1891050.15,2508877.5,2630964.0,260.0,338.0,357.0,500
Basis_85,2035,47,0.0,18.0,96.0,0.0,117050.0,736117.95,1894846.05,2513914.0,2630964.0,261.0,339.0,357.0,500
Basis_85,2035,48,0.0,17.0,96.0,0.0,112014.5,732322.0499999999,1898641.95,2518949.5,2630964.0,261.0,340.0,357.0,500
Basis_85,2035,49,0.0,17.0,95.0,0.0,106978.5,728526.2,1902437.8,2523985.5,2630964.0,262.0,340.0,357.0,500
Basis_85,2035,50,0.0,17.0,94.04999999999995,0.0,101942.5,724730.2999999999,1906233.7,2529021.5,2630964.0,262.95,340.0,357.0,500
Basis_85,2035,51,0.0,16.0,94.0,0.0,96906.5,720934.45,1910029.55,2534057.5,2630964.0,263.0,341.0,357.0,500
Basis_85,2035,52,0.0,16.0,94.0,0.0,91871.0,717138.5499999999,1913825.45,2539093.0,2630964.0,263.0,341.0,357.0,500
Basis_85,2036,1,0.0,15.0,93.04999999999995,0.0,86835.0,713342.6499999999,1917621.35,2544129.0,2630964.0,263.95,342.0,357.0,500
Basis_85,2036,2,0.0,13.5,91.09999999999991,0.0,81799.0,709547.75,1921416.25,2549165.0,2630964.0,265.9,343.5,357.0,500
Basis_85,2036,3,0.0,13.5,90.09999999999991,0.0,76763.0,705751.85,1925212.15,2554201.0,2630964.0,266.9,343.5,357.0,500
Basis_85,2036,4,0.0,13.5,90.09999999999991,0.0,71727.5,701956.0,1929008.0,2559236.5,2630964.0,266.9,343.5,357.0,500
Basis_85,2036,5,0.0,12.5,90.09999999999991,0.0,66691.5,698160.1,1932803.9,2564272.5,2630964.0,266.9,344.5,357.0,500
Basis_85,2036,6,0.0,12.0,90.04999999999995,0.0,61655.5,694364.2,1936599.8,2569308.5,2630964.0,266.95,345.0,357.0,500
Basis_85,2036,7,0.0,11.0,89.09999999999991,0.0,56619.5,690568.35,1940395.65,2574344.5,2630964.0,267.9,346.0,357.0,500
Basis_85,2036,8,0.0,10.5,88.09999999999991,0.0,51584.0,686772.45,1944191.55,2579380.0,2630964.0,268.9,346.5,357.0,500
Basis_85,2036,9,0.0,10.5,88.0,0.0,46547.5,682976.6,1947987.4,2584416.5,2630964.0,269.0,346.5,357.0,500
Basis_85,2036,10,0.0,8.5,88.0,0.0,41512.0,679181.6499999999,1951782.35,2589452.0,2630964.0,269.0,348.5,357.0,500
Basis_85,2036,11,0.0,8.0,88.0,0.0,36476.0,675385.75,1955578.25,2594488.0,2630964.0,269.0,349.0,357.0,500
Basis_85,2036,12,0.0,7.0,87.0,0.0,31440.5,671589.8999999999,1959374.1,2599523.5,2630964.0,270.0,350.0,357.0,500
Basis_85,2036,13,0.0,7.0,86.0,0.0,26404.0,667794.0,1963170.0,2604560.0,2630964.0,271.0,350.0,357.0,500
Basis_85,2036,14,0.0,4.5,86.0,0.0,21368.5,663998.1499999999,1966965.85,2609595.5,2630964.0,271.0,352.5,357.0,500
Basis_85,2036,15,0.0,4.0,85.0,0.0,16332.5,660202.25,1970761.75,2614631.5,2630964.0,272.0,353.0,357.0,500
Basis_85,2036,16,0.0,3.5,84.04999999999995,0.0,11297.0,656406.35,1974557.65,2619667.0,2630964.0,272.95,353.5,357.0,500
Basis_85,2036,17,0.0,2.5,83.04999999999995,0.0,6260.5,652610.5,1978353.5,2624703.5,2630964.0,273.95,354.5,357.0,500
Basis_85,2036,18,0.0,1.0,82.0,0.0,1555.5,648814.6,1982149.4,2629408.5,2630964.0,275.0,356.0,357.0,500
Basis_85,2036,19,0.0,0.0,81.04999999999995,0.0,0.0,645019.7,1985944.3,2630964.0,2630964.0,275.95,357.0,357.0,500
Basis_85,2036,20,0.0,0.0,81.04999999999995,0.0,0.0,641223.7999999999,1989740.2,2630964.0,2630964.0,275.95,357.0,357.0,500
Basis_85,2036,21,0.0,0.0,81.04999999999995,0.0,0.0,637427.8999999999,1993536.1,2630964.0,2630964.0,275.95,357.0,357.0,500
Basis_85,2036,22,0.0,0.0,81.04999999999995,0.0,0.0,633632.0499999999,1997331.95,2630964.0,2630964.0,275.95,357.0,357.0,500
Basis_85,2036,23,0.0,0.0,80.04999999999995,0.0,0.0,629836.1499999999,2001127.85,2630964.0,2630964.0,276.95,357.0,357.0,500
Basis_85,2036,24,0.0,0.0,80.0,0.0,0.0,626040.2999999999,2004923.7,2630964.0,2630964.0,277.0,357.0,357.0,500
Basis_85,2036,25,0.0,0.0,79.04999999999995,0.0,0.0,622244.3999999999,2008719.6,2630964.0,2630964.0,277.95,357.0,357.0,500
Basis_85,2036,26,0.0,0.0,79.0,0.0,0.0,618448.5,2012515.5,2630964.0,2630964.0,278.0,357.0,357.0,500
Basis_85,2036,27,0.0,0.0,79.0,0.0,0.0,614653.6,2016310.4,2630964.0,2630964.0,278.0,357.0,357.0,500
Basis_85,2036,28,0.0,0.0,78.04999999999995,0.0,0.0,610857.7,2020106.3,2630964.0,2630964.0,278.95,357.0,357.0,500
Basis_85,2036,29,0.0,0.0,78.0,0.0,0.0,607061.85,2023902.15,2630964.0,2630964.0,279.0,357.0,357.0,500
Basis_85,2036,30,0.0,0.0,77.04999999999995,0.0,0.0,603265.95,2027698.05,2630964.0,2630964.0,279.95,357.0,357.0,500
Basis_85,2036,31,0.0,0.0,77.0,0.0,0.0,599470.0499999999,2031493.95,2630964.0,2630964.0,280.0,357.0,357.0,500
Basis_85,2036,32,0.0,0.0,76.04999999999995,0.0,0.0,595674.2,2035289.8,2630964.0,2630964.0,280.95,357.0,357.0,500
Basis_85,2036,33,0.0,0.0,75.04999999999995,0.0,0.0,591878.2999999999,2039085.7,2630964.0,2630964.0,281.95,357.0,357.0,500
Basis_85,2036,34,0.0,0.0,75.04999999999995,0.0,0.0,588082.45,2042881.55,2630964.0,2630964.0,281.95,357.0,357.0,500
Basis_85,2036,35,0.0,0.0,75.04999999999995,0.0,0.0,584287.5,2046676.5,2630964.0,2630964.0,281.95,357.0,357.0,500
Basis_85,2036,36,0.0,0.0,75.04999999999995,0.0,0.0,580491.6,2050472.4,2630964.0,2630964.0,281.95,357.0,357.0,500
Basis_85,2036,37,0.0,0.0,75.04999999999995,0.0,0.0,576695.75,2054268.25,2630964.0,2630964.0,281.95,357.0,357.0,500
Basis_85,2036,38,0.0,0.0,74.0,0.0,0.0,572899.85,2058064.15,2630964.0,2630964.0,283.0,357.0,357.0,500
Basis_85,2036,39,0.0,0.0,73.04999999999995,0.0,0.0,569104.0,2061860.0,2630964.0,2630964.0,283.95,357.0,357.0,500
Basis_85,2036,40,0.0,0.0,73.0,0.0,0.0,565308.1,2065655.9,2630964.0,2630964.0,284.0,357.0,357.0,500
Basis_85,2036,41,0.0,0.0,72.04999999999995,0.0,0.0,561512.2,2069451.8,2630964.0,2630964.0,284.95,357.0,357.0,500
Basis_85,2036,42,0.0,0.0,72.04999999999995,0.0,0.0,557716.35,2073247.65,2630964.0,2630964.0,284.95,357.0,357.0,500
Basis_85,2036,43,0.0,0.0,72.04999999999995,0.0,0.0,553920.45,2077043.55,2630964.0,2630964.0,284.95,357.0,357.0,500
Basis_85,2036,44,0.0,0.0,71.04999999999995,0.0,0.0,550125.5499999999,2080838.45,2630964.0,2630964.0,285.95,357.0,357.0,500
Basis_85,2036,45,0.0,0.0,71.0,0.0,0.0,546329.6499999999,2084634.35,2630964.0,2630964.0,286.0,357.0,357.0,500
Basis_85,2036,46,0.0,0.0,71.0,0.0,0.0,542533.75,2088430.25,2630964.0,2630964.0,286.0,357.0,357.0,500
Basis_85,2036,47,0.0,0.0,70.0,0.0,0.0,538737.8999999999,2092226.1,2630964.0,2630964.0,287.0,357.0,357.0,500
Basis_85,2036,48,0.0,0.0,70.0,0.0,0.0,534942.0,2096022.0,2630964.0,2630964.0,287.0,357.0,357.0,500
Basis_85,2036,49,0.0,0.0,69.04999999999995,0.0,0.0,531146.1499999999,2099817.85,2630964.0,2630964.0,287.95,357.0,357.0,500
Basis_85,2036,50,0.0,0.0,69.0,0.0,0.0,527350.25,2103613.75,2630964.0,2630964.0,288.0,357.0,357.0,500
Basis_85,2036,51,0.0,0.0,68.0,0.0,0.0,523554.3499999999,2107409.65,2630964.0,2630964.0,289.0,357.0,357.0,500
Basis_85,2036,52,0.0,0.0,67.04999999999995,0.0,0.0,519759.44999999995,2111204.55,2630964.0,2630964.0,289.95,357.0,357.0,500
Basis_85,2037,1,0.0,0.0,67.0,0.0,0.0,515963.54999999993,2115000.45,2630964.0,2630964.0,290.0,357.0,357.0,500
Basis_85,2037,2,0.0,0.0,66.04999999999995,0.0,0.0,512167.69999999995,2118796.3,2630964.0,2630964.0,290.95,357.0,357.0,500
Basis_85,2037,3,0.0,0.0,66.0,0.0,0.0,508371.79999999993,2122592.2,2630964.0,2630964.0,291.0,357.0,357.0,500
Basis_85,2037,4,0.0,0.0,65.04999999999995,0.0,0.0,504575.94999999995,2126388.05,2630964.0,2630964.0,291.95,357.0,357.0,500
Basis_85,2037,5,0.0,0.0,65.0,0.0,0.0,500780.04999999993,2130183.95,2630964.0,2630964.0,292.0,357.0,357.0,500
Basis_85,2037,6,0.0,0.0,65.0,0.0,0.0,496984.14999999997,2133979.85,2630964.0,2630964.0,292.0,357.0,357.0,500
Basis_85,2037,7,0.0,0.0,63.09999999999991,0.0,0.0,493188.29999999993,2137775.7,2630964.0,2630964.0,293.9,357.0,357.0,500
Basis_85,2037,8,0.0,0.0,63.049999999999955,0.0,0.0,489393.3499999999,2141570.65,2630964.0,2630964.0,293.95,357.0,357.0,500
Basis_85,2037,9,0.0,0.0,62.09999999999991,0.0,0.0,485597.49999999994,2145366.5,2630964.0,2630964.0,294.9,357.0,357.0,500
Basis_85,2037,10,0.0,0.0,62.049999999999955,0.0,0.0,481801.5999999999,2149162.4,2630964.0,2630964.0,294.95,357.0,357.0,500
Basis_85,2037,11,0.0,0.0,62.049999999999955,0.0,0.0,478005.69999999995,2152958.3,2630964.0,2630964.0,294.95,357.0,357.0,500
Basis_85,2037,12,0.0,0.0,62.049999999999955,0.0,0.0,474209.8499999999,2156754.15,2630964.0,2630964.0,294.95,357.0,357.0,500
Basis_85,2037,13,0.0,0.0,62.0,0.0,0.0,470413.94999999995,2160550.05,2630964.0,2630964.0,295.0,357.0,357.0,500
Basis_85,2037,14,0.0,0.0,61.049999999999955,0.0,0.0,466618.0999999999,2164345.9,2630964.0,2630964.0,295.95,357.0,357.0,500
Basis_85,2037,15,0.0,0.0,61.0,0.0,0.0,462822.19999999995,2168141.8,2630964.0,2630964.0,296.0,357.0,357.0,500
Basis_85,2037,16,0.0,0.0,60.049999999999955,0.0,0.0,459026.29999999993,2171937.7,2630964.0,2630964.0,296.95,357.0,357.0,500
Basis_85,2037,17,0.0,0.0,60.0,0.0,0.0,455231.39999999997,2175732.6,2630964.0,2630964.0,297.0,357.0,357.0,500
Basis_85,2037,18,0.0,0.0,60.0,0.0,0.0,451435.49999999994,2179528.5,2630964.0,2630964.0,297.0,357.0,357.0,500
Basis_85,2037,19,0.0,0.0,59.049999999999955,0.0,0.0,447639.64999999997,2183324.35,2630964.0,2630964.0,297.95,357.0,357.0,500
Basis_85,2037,20,0.0,0.0,59.0,0.0,0.0,443843.74999999994,2187120.25,2630964.0,2630964.0,298.0,357.0,357.0,500
Basis_85,2037,21,0.0,0.0,58.049999999999955,0.0,0.0,440047.8499999999,2190916.15,2630964.0,2630964.0,298.95,357.0,357.0,500
Basis_85,2037,22,0.0,0.0,58.049999999999955,0.0,0.0,436251.99999999994,2194712.0,2630964.0,2630964.0,298.95,357.0,357.0,500
Basis_85,2037,23,0.0,0.0,57.09999999999991,0.0,0.0,432456.0999999999,2198507.9,2630964.0,2630964.0,299.9,357.0,357.0,500
Basis_85,2037,24,0.0,0.0,57.09999999999991,0.0,0.0,428660.24999999994,2202303.75,2630964.0,2630964.0,299.9,357.0,357.0,500
Basis_85,2037,25,0.0,0.0,57.049999999999955,0.0,0.0,424865.29999999993,2206098.7,2630964.0,2630964.0,299.95,357.0,357.0,500
Basis_85,2037,26,0.0,0.0,56.09999999999991,0.0,0.0,421069.39999999997,2209894.6,2630964.0,2630964.0,300.9,357.0,357.0,500
Basis_85,2037,27,0.0,0.0,56.049999999999955,0.0,0.0,417273.54999999993,2213690.45,2630964.0,2630964.0,300.95,357.0,357.0,500
Basis_85,2037,28,0.0,0.0,56.0,0.0,0.0,413477.64999999997,2217486.35,2630964.0,2630964.0,301.0,357.0,357.0,500
Basis_85,2037,29,0.0,0.0,55.049999999999955,0.0,0.0,409681.79999999993,2221282.2,2630964.0,2630964.0,301.95,357.0,357.0,500
Basis_85,2037,30,0.0,0.0,55.0,0.0,0.0,405885.89999999997,2225078.1,2630964.0,2630964.0,302.0,357.0,357.0,500
Basis_85,2037,31,0.0,0.0,54.0,0.0,0.0,402089.99999999994,2228874.0,2630964.0,2630964.0,303.0,357.0,357.0,500
Basis_85,2037,32,0.0,0.0,54.0,0.0,0.0,398294.14999999997,2232669.85,2630964.0,2630964.0,303.0,357.0,357.0,500
Basis_85,2037,33,0.0,0.0,53.0,0.0,0.0,394499.19999999995,2236464.8,2630964.0,2630964.0,304.0,357.0,357.0,500
Basis_85,2037,34,0.0,0.0,53.0,0.0,0.0,390703.3499999999,2240260.65,2630964.0,2630964.0,304.0,357.0,357.0,500
Basis_85,2037,35,0.0,0.0,52.049999999999955,0.0,0.0,386907.44999999995,2244056.55,2630964.0,2630964.0,304.95,357.0,357.0,500
Basis_85,2037,36,0.0,0.0,52.0,0.0,0.0,383111.54999999993,2247852.45,2630964.0,2630964.0,305.0,357.0,357.0,500
Basis_85,2037,37,0.0,0.0,52.0,0.0,0.0,379315.69999999995,2251648.3,2630964.0,2630964.0,305.0,357.0,357.0,500
Basis_85,2037,38,0.0,0.0,52.0,0.0,0.0,375519.79999999993,2255444.2,2630964.0,2630964.0,305.0,357.0,357.0,500
Basis_85,2037,39,0.0,0.0,51.0,0.0,0.0,371723.94999999995,2259240.05,2630964.0,2630964.0,306.0,357.0,357.0,500
Basis_85,2037,40,0.0,0.0,50.0,0.0,0.0,367928.04999999993,2263035.95,2630964.0,2630964.0,307.0,357.0,357.0,500
Basis_85,2037,41,0.0,0.0,50.0,0.0,0.0,364132.14999999997,2266831.85,2630964.0,2630964.0,307.0,357.0,357.0,500
Basis_85,2037,42,0.0,0.0,48.049999999999955,0.0,0.0,360337.24999999994,2270626.75,2630964.0,2630964.0,308.95,357.0,357.0,500
Basis_85,2037,43,0.0,0.0,48.049999999999955,0.0,0.0,356541.3499999999,2274422.65,2630964.0,2630964.0,308.95,357.0,357.0,500
Basis_85,2037,44,0.0,0.0,48.0,0.0,0.0,352745.49999999994,2278218.5,2630964.0,2630964.0,309.0,357.0,357.0,500
Basis_85,2037,45,0.0,0.0,47.0,0.0,0.0,348949.5999999999,2282014.4,2630964.0,2630964.0,310.0,357.0,357.0,500
Basis_85,2037,46,0.0,0.0,46.0,0.0,0.0,345153.69999999995,2285810.3,2630964.0,2630964.0,311.0,357.0,357.0,500
Basis_85,2037,47,0.0,0.0,46.0,0.0,0.0,341357.8499999999,2289606.15,2630964.0,2630964.0,311.0,357.0,357.0,500
Basis_85,2037,48,0.0,0.0,46.0,0.0,0.0,337561.94999999995,2293402.05,2630964.0,2630964.0,311.0,357.0,357.0,500
Basis_85,2037,49,0.0,0.0,46.0,0.0,0.0,333766.0999999999,2297197.9,2630964.0,2630964.0,311.0,357.0,357.0,500
Basis_85,2037,50,0.0,0.0,45.049999999999955,0.0,0.0,329971.14999999997,2300992.85,2630964.0,2630964.0,311.95,357.0,357.0,500
Basis_85,2037,51,0.0,0.0,45.0,0.0,0.0,326175.24999999994,2304788.75,2630964.0,2630964.0,312.0,357.0,357.0,500
Basis_85,2037,52,0.0,0.0,45.0,0.0,0.0,322379.39999999997,2308584.6,2630964.0,2630964.0,312.0,357.0,357.0,500
Basis_85,2037,53,0.0,0.0,44.049999999999955,0.0,0.0,318583.49999999994,2312380.5,2630964.0,2630964.0,312.95,357.0,357.0,500
Basis_85,2038,1,0.0,0.0,44.0,0.0,0.0,314787.64999999997,2316176.35,2630964.0,2630964.0,313.0,357.0,357.0,500
Basis_85,2038,2,0.0,0.0,43.0,0.0,0.0,310991.74999999994,2319972.25,2630964.0,2630964.0,314.0,357.0,357.0,500
