Scenario,KomNr,N_Iterasjoner,Dager_P5,Dager_P50,Dager_P95
Samferdsel_96,1134,500,28,112,314
Samferdsel_96,1135,500,52,201,532
Samferdsel_96,1144,500,181,509,1243
Samferdsel_96,1145,500,181,501,1243
Samferdsel_96,1146,500,174,494,1210
Samferdsel_96,1149,500,174,498,1216
Samferdsel_96,1151,500,181,509,1243
Samferdsel_96,1160,500,166,478,1174
Samferdsel_96,1505,500,63,250,620
Samferdsel_96,1506,500,249,580,1564
Samferdsel_96,1508,500,227,580,1489
Samferdsel_96,1511,500,0,0,4
Samferdsel_96,1514,500,0,3,5
Samferdsel_96,1515,500,0,4,7
Samferdsel_96,1516,500,0,4,10
Samferdsel_96,1517,500,0,5,11
Samferdsel_96,1520,500,3,6,18
Samferdsel_96,1525,500,221,586,1453
Samferdsel_96,1528,500,233,615,1511
Samferdsel_96,1531,500,3,7,19
Samferdsel_96,1532,500,3,7,20
Samferdsel_96,1535,500,255,639,1585
Samferdsel_96,1539,500,4,11,27
Samferdsel_96,1547,500,66,251,623
Samferdsel_96,1554,500,62,235,594
Samferdsel_96,1557,500,59,212,566
Samferdsel_96,1560,500,54,215,543
Samferdsel_96,1563,500,31,210,1187
Samferdsel_96,1566,500,32,136,411
Samferdsel_96,1573,500,4,12,28
Samferdsel_96,1576,500,52,204,510
Samferdsel_96,1577,500,4,13,34
Samferdsel_96,1578,500,62,447,1398
Samferdsel_96,1579,500,45,179,476
Samferdsel_96,1580,500,233,608,1491
Samferdsel_96,1804,500,74,333,1202
Samferdsel_96,1806,500,38,169,473
Samferdsel_96,1811,500,159,479,1159
Samferdsel_96,1812,500,210,574,1407
Samferdsel_96,1813,500,150,458,1114
Samferdsel_96,1815,500,216,576,1453
Samferdsel_96,1816,500,202,558,1357
Samferdsel_96,1818,500,220,585,1460
Samferdsel_96,1820,500,208,566,1372
Samferdsel_96,1822,500,434,835,2058
Samferdsel_96,1824,500,73,293,837
Samferdsel_96,1825,500,97,368,923
Samferdsel_96,1826,500,68,271,753
Samferdsel_96,1827,500,444,854,2103
Samferdsel_96,1828,500,443,855,2100
Samferdsel_96,1832,500,487,860,2129
Samferdsel_96,1833,500,474,859,2124
Samferdsel_96,1834,500,495,862,2134
Samferdsel_96,1835,500,221,585,1461
Samferdsel_96,1836,500,431,841,2070
Samferdsel_96,1837,500,493,860,2133
Samferdsel_96,1838,500,349,797,2057
Samferdsel_96,1839,500,138,461,1418
Samferdsel_96,1840,500,59,264,790
Samferdsel_96,1841,500,137,593,1888
Samferdsel_96,1845,500,133,561,1734
Samferdsel_96,1848,500,152,461,1201
Samferdsel_96,1851,500,200,554,1356
Samferdsel_96,1853,500,202,551,1376
Samferdsel_96,1856,500,221,585,1460
Samferdsel_96,1857,500,221,585,1460
Samferdsel_96,1859,500,214,574,1411
Samferdsel_96,1860,500,175,513,1295
Samferdsel_96,1865,500,192,533,1340
Samferdsel_96,1866,500,161,514,1256
Samferdsel_96,1867,500,210,576,1418
Samferdsel_96,1868,500,4,14,38
Samferdsel_96,1870,500,163,494,1210
Samferdsel_96,1871,500,131,440,1167
Samferdsel_96,1874,500,220,584,1454
Samferdsel_96,1875,500,87,357,909
Samferdsel_96,3101,500,5,19,47
Samferdsel_96,3103,500,213,596,1469
Samferdsel_96,3105,500,164,498,1327
Samferdsel_96,3107,500,167,522,1315
Samferdsel_96,3110,500,220,607,1505
Samferdsel_96,3112,500,5,19,48
Samferdsel_96,3114,500,206,573,1441
Samferdsel_96,3116,500,222,614,1531
Samferdsel_96,3118,500,105,419,1117
Samferdsel_96,3120,500,223,613,1533
Samferdsel_96,3122,500,5,20,49
Samferdsel_96,3124,500,6,20,52
Samferdsel_96,3201,500,252,641,1596
Samferdsel_96,3203,500,251,630,1558
Samferdsel_96,3205,500,159,502,1341
Samferdsel_96,3207,500,6,24,56
Samferdsel_96,3209,500,199,565,1406
Samferdsel_96,3212,500,6,25,60
Samferdsel_96,3214,500,6,26,63
Samferdsel_96,3216,500,7,27,67
Samferdsel_96,3218,500,7,27,69
Samferdsel_96,3220,500,7,28,73
Samferdsel_96,3222,500,221,610,1524
Samferdsel_96,3224,500,7,31,75
Samferdsel_96,3226,500,93,373,1043
Samferdsel_96,3228,500,137,479,1258
Samferdsel_96,3230,500,10,31,76
Samferdsel_96,3232,500,203,572,1449
Samferdsel_96,3234,500,10,33,81
Samferdsel_96,3236,500,10,33,83
Samferdsel_96,3238,500,10,35,88
Samferdsel_96,3240,500,11,38,91
Samferdsel_96,3242,500,11,39,96
Samferdsel_96,3301,500,159,503,1349
Samferdsel_96,3303,500,80,342,994
Samferdsel_96,3305,500,52,214,696
Samferdsel_96,3310,500,11,40,98
Samferdsel_96,3312,500,186,550,1363
Samferdsel_96,3314,500,184,509,1336
Samferdsel_96,3316,500,132,449,1266
Samferdsel_96,3318,500,12,41,104
Samferdsel_96,3320,500,137,477,1272
Samferdsel_96,3322,500,107,401,1140
Samferdsel_96,3324,500,130,456,1232
Samferdsel_96,3326,500,146,470,1244
Samferdsel_96,3328,500,68,297,942
Samferdsel_96,3330,500,61,319,903
Samferdsel_96,3332,500,84,370,1084
Samferdsel_96,3334,500,12,46,112
Samferdsel_96,3336,500,202,579,1399
Samferdsel_96,3338,500,41,223,748
Samferdsel_96,3401,500,104,388,980
Samferdsel_96,3403,500,396,838,2068
Samferdsel_96,3405,500,339,770,1929
Samferdsel_96,3407,500,346,753,1901
Samferdsel_96,3411,500,394,832,2047
Samferdsel_96,3412,500,396,841,2064
Samferdsel_96,3413,500,105,391,980
Samferdsel_96,3414,500,13,47,116
Samferdsel_96,3415,500,13,48,119
Samferdsel_96,3416,500,13,49,125
Samferdsel_96,3417,500,14,52,129
Samferdsel_96,3418,500,14,54,132
Samferdsel_96,3419,500,396,838,2068
Samferdsel_96,3420,500,395,836,2055
Samferdsel_96,3421,500,392,825,2035
Samferdsel_96,3422,500,390,820,2020
Samferdsel_96,3423,500,371,806,1985
Samferdsel_96,3424,500,159,502,1265
Samferdsel_96,3425,500,374,806,1992
Samferdsel_96,3426,500,375,806,1998
Samferdsel_96,3427,500,185,594,1610
Samferdsel_96,3428,500,221,654,1813
Samferdsel_96,3429,500,374,807,2005
Samferdsel_96,3430,500,375,813,2008
Samferdsel_96,3431,500,219,687,1747
Samferdsel_96,3432,500,223,634,1698
Samferdsel_96,3433,500,282,698,1827
Samferdsel_96,3434,500,235,691,1686
Samferdsel_96,3435,500,221,677,1774
Samferdsel_96,3436,500,221,680,1638
Samferdsel_96,3437,500,216,653,1748
Samferdsel_96,3438,500,298,747,1915
Samferdsel_96,3439,500,41,195,563
Samferdsel_96,3440,500,73,306,816
Samferdsel_96,3441,500,47,235,720
Samferdsel_96,3442,500,255,637,1608
Samferdsel_96,3443,500,259,648,1631
Samferdsel_96,3446,500,89,334,873
Samferdsel_96,3447,500,249,576,1567
Samferdsel_96,3448,500,286,731,1798
Samferdsel_96,3449,500,53,248,741
Samferdsel_96,3450,500,355,782,1939
Samferdsel_96,3451,500,217,694,1778
Samferdsel_96,3452,500,93,341,924
Samferdsel_96,3453,500,81,309,839
Samferdsel_96,3454,500,63,293,794
Samferdsel_96,3901,500,319,753,1867
Samferdsel_96,3903,500,292,722,1763
Samferdsel_96,3905,500,304,725,1778
Samferdsel_96,3907,500,285,706,1735
Samferdsel_96,3909,500,273,686,1729
Samferdsel_96,3911,500,319,753,1865
Samferdsel_96,4001,500,311,743,1819
Samferdsel_96,4003,500,277,705,1741
Samferdsel_96,4005,500,38,152,390
Samferdsel_96,4010,500,53,201,524
Samferdsel_96,4012,500,314,740,1846
Samferdsel_96,4014,500,310,726,1812
Samferdsel_96,4016,500,276,691,1693
Samferdsel_96,4018,500,306,731,1799
Samferdsel_96,4020,500,17,56,140
Samferdsel_96,4022,500,39,157,410
Samferdsel_96,4024,500,45,165,447
Samferdsel_96,4026,500,30,111,298
Samferdsel_96,4028,500,45,174,461
Samferdsel_96,4030,500,41,166,446
Samferdsel_96,4032,500,283,706,1747
Samferdsel_96,4034,500,284,697,1746
Samferdsel_96,4036,500,262,659,1644
Samferdsel_96,4201,500,60,227,602
Samferdsel_96,4202,500,61,227,606
Samferdsel_96,4203,500,201,564,1424
Samferdsel_96,4204,500,182,522,1314
Samferdsel_96,4205,500,180,508,1251
Samferdsel_96,4206,500,60,221,585
Samferdsel_96,4207,500,90,322,801
Samferdsel_96,4211,500,73,269,669
Samferdsel_96,4212,500,47,197,524
Samferdsel_96,4213,500,53,223,594
Samferdsel_96,4214,500,73,265,672
Samferdsel_96,4215,500,66,244,616
Samferdsel_96,4216,500,38,153,440
Samferdsel_96,4217,500,32,145,388
Samferdsel_96,4218,500,70,263,668
Samferdsel_96,4219,500,201,563,1396
Samferdsel_96,4220,500,37,147,404
Samferdsel_96,4221,500,83,307,759
Samferdsel_96,4222,500,159,454,1127
Samferdsel_96,4223,500,210,577,1447
Samferdsel_96,4224,500,200,562,1406
Samferdsel_96,4225,500,194,543,1375
Samferdsel_96,4226,500,17,59,145
Samferdsel_96,4227,500,31,145,437
Samferdsel_96,4228,500,84,312,760
Samferdsel_96,4601,500,347,767,1929
Samferdsel_96,4602,500,195,686,1931
Samferdsel_96,4611,500,97,355,888
Samferdsel_96,4612,500,371,802,1937
Samferdsel_96,4613,500,381,814,1988
Samferdsel_96,4614,500,376,809,1964
Samferdsel_96,4615,500,17,60,147
Samferdsel_96,4616,500,18,62,154
Samferdsel_96,4617,500,91,331,865
Samferdsel_96,4618,500,35,169,476
Samferdsel_96,4619,500,83,308,823
Samferdsel_96,4620,500,115,396,969
Samferdsel_96,4621,500,46,208,615
Samferdsel_96,4622,500,94,344,909
Samferdsel_96,4623,500,125,413,1049
Samferdsel_96,4624,500,105,367,923
Samferdsel_96,4625,500,18,62,157
Samferdsel_96,4626,500,108,378,965
Samferdsel_96,4627,500,126,419,1046
Samferdsel_96,4628,500,315,734,1803
Samferdsel_96,4629,500,18,63,158
Samferdsel_96,4630,500,315,729,1804
Samferdsel_96,4631,500,312,719,1792
Samferdsel_96,4632,500,131,417,1056
Samferdsel_96,4633,500,18,63,158
Samferdsel_96,4634,500,315,732,1805
Samferdsel_96,4635,500,318,730,1823
Samferdsel_96,4636,500,130,423,1054
Samferdsel_96,4637,500,124,405,1014
Samferdsel_96,4638,500,356,781,1939
Samferdsel_96,4639,500,325,706,1868
Samferdsel_96,4640,500,79,394,1658
Samferdsel_96,4641,500,96,563,1770
Samferdsel_96,4642,500,277,691,1832
Samferdsel_96,4643,500,110,371,934
Samferdsel_96,4644,500,73,349,1509
Samferdsel_96,4645,500,117,400,1015
Samferdsel_96,4646,500,122,401,978
Samferdsel_96,4647,500,42,180,580
Samferdsel_96,4648,500,354,774,1921
Samferdsel_96,4649,500,89,507,1782
Samferdsel_96,4650,500,193,662,1861
Samferdsel_96,4651,500,87,511,1714
Samferdsel_96,5001,500,80,312,880
Samferdsel_96,5006,500,19,68,171
Samferdsel_96,5007,500,20,73,179
Samferdsel_96,5014,500,20,74,182
Samferdsel_96,5020,500,20,75,186
Samferdsel_96,5021,500,34,149,501
Samferdsel_96,5022,500,21,77,193
Samferdsel_96,5025,500,49,196,616
Samferdsel_96,5026,500,83,311,847
Samferdsel_96,5027,500,52,520,1515
Samferdsel_96,5028,500,257,634,1599
Samferdsel_96,5029,500,258,656,1642
Samferdsel_96,5031,500,21,77,195
Samferdsel_96,5032,500,87,332,886
Samferdsel_96,5033,500,74,288,812
Samferdsel_96,5034,500,75,312,787
Samferdsel_96,5035,500,61,262,801
Samferdsel_96,5036,500,21,80,196
Samferdsel_96,5037,500,24,83,208
Samferdsel_96,5038,500,90,325,858
Samferdsel_96,5041,500,55,235,668
Samferdsel_96,5042,500,55,248,654
Samferdsel_96,5043,500,117,388,972
Samferdsel_96,5044,500,103,362,930
Samferdsel_96,5045,500,90,348,895
Samferdsel_96,5046,500,124,400,1036
Samferdsel_96,5047,500,116,384,980
Samferdsel_96,5049,500,130,415,1054
Samferdsel_96,5052,500,24,83,208
Samferdsel_96,5053,500,110,377,971
Samferdsel_96,5054,500,66,265,795
Samferdsel_96,5055,500,80,318,847
Samferdsel_96,5056,500,101,378,952
Samferdsel_96,5057,500,24,84,210
Samferdsel_96,5058,500,83,328,839
Samferdsel_96,5059,500,40,437,1552
Samferdsel_96,5060,500,25,88,217
Samferdsel_96,5061,500,116,389,970
Samferdsel_96,5501,500,419,851,2090
Samferdsel_96,5503,500,277,692,1721
Samferdsel_96,5510,500,25,89,222
Samferdsel_96,5512,500,229,618,1526
Samferdsel_96,5514,500,255,649,1610
Samferdsel_96,5516,500,282,699,1735
Samferdsel_96,5518,500,284,700,1740
Samferdsel_96,5520,500,270,689,1700
Samferdsel_96,5522,500,279,696,1732
Samferdsel_96,5524,500,256,659,1637
Samferdsel_96,5526,500,248,647,1610
Samferdsel_96,5528,500,258,668,1649
Samferdsel_96,5530,500,149,503,1271
Samferdsel_96,5532,500,258,661,1648
Samferdsel_96,5534,500,224,610,1502
Samferdsel_96,5536,500,402,825,2035
Samferdsel_96,5538,500,25,90,224
Samferdsel_96,5540,500,25,91,228
Samferdsel_96,5542,500,404,828,2036
Samferdsel_96,5544,500,159,480,1230
Samferdsel_96,5546,500,213,585,1428
Samferdsel_96,5601,500,111,417,1054
Samferdsel_96,5603,500,181,521,1348
Samferdsel_96,5605,500,135,472,1162
Samferdsel_96,5607,500,215,588,1483
Samferdsel_96,5610,500,83,334,871
Samferdsel_96,5612,500,54,228,593
Samferdsel_96,5614,500,249,645,1592
Samferdsel_96,5616,500,252,647,1615
Samferdsel_96,5618,500,241,638,1557
Samferdsel_96,5620,500,399,827,2026
Samferdsel_96,5622,500,94,375,1097
Samferdsel_96,5624,500,188,538,1312
Samferdsel_96,5626,500,25,91,228
Samferdsel_96,5628,500,117,422,1092
Samferdsel_96,5630,500,26,91,229
Samferdsel_96,5632,500,26,92,230
Samferdsel_96,5634,500,26,94,231
Samferdsel_96,5636,500,220,601,1433
