uke_aar,uke_nr,Ko_Lengde_Kommuner,Lenker_I_Ko,Lenker_Overfort_Hittil,Kommuner_Overfort_Hittil
2028,43,221,1654464.0,976500.0,136
2028,44,220,1646964.0,984000.0,137
2028,45,219,1639464.0,991500.0,138
2028,46,219,1631964.0,999000.0,138
2028,47,219,1624464.0,1006500.0,138
2028,48,218,1616964.0,1014000.0,139
2028,49,218,1609464.0,1021500.0,139
2028,50,217,1601964.0,1029000.0,140
2028,51,216,1594464.0,1036500.0,141
2028,52,216,1586964.0,1044000.0,141
2029,1,215,1579464.0,1051500.0,142
2029,2,214,1571964.0,1059000.0,143
2029,3,213,1564464.0,1066500.0,144
2029,4,212,1556964.0,1074000.0,145
2029,5,212,1549464.0,1081500.0,145
2029,6,211,1541964.0,1089000.0,146
2029,7,211,1534464.0,1096500.0,146
2029,8,210,1526964.0,1104000.0,147
2029,9,209,1519464.0,1111500.0,148
2029,10,208,1511964.0,1119000.0,149
2029,11,207,1504464.0,1126500.0,150
2029,12,206,1496964.0,1134000.0,151
2029,13,205,1489464.0,1141500.0,152
2029,14,205,1481964.0,1149000.0,152
2029,15,204,1474464.0,1156500.0,153
2029,16,203,1466964.0,1164000.0,154
2029,17,202,1459464.0,1171500.0,155
2029,18,201,1451964.0,1179000.0,156
2029,19,200,1444464.0,1186500.0,157
2029,20,200,1436964.0,1194000.0,157
2029,21,199,1429464.0,1201500.0,158
2029,22,198,1421964.0,1209000.0,159
2029,23,197,1414464.0,1216500.0,160
2029,24,196,1406964.0,1224000.0,161
2029,25,194,1399464.0,1231500.0,163
2029,26,193,1391964.0,1239000.0,164
2029,27,193,1384464.0,1246500.0,164
2029,28,191,1376964.0,1254000.0,166
2029,29,191,1369464.0,1261500.0,166
2029,30,191,1361964.0,1269000.0,166
2029,31,190,1354464.0,1276500.0,167
2029,32,189,1346964.0,1284000.0,168
2029,33,187,1339464.0,1291500.0,170
2029,34,185,1331964.0,1299000.0,172
2029,35,183,1324464.0,1306500.0,174
2029,36,183,1316964.0,1314000.0,174
2029,37,182,1309464.0,1321500.0,175
2029,38,180,1301964.0,1329000.0,177
2029,39,177,1294464.0,1336500.0,180
2029,40,175,1286964.0,1344000.0,182
2029,41,173,1279464.0,1351500.0,184
2029,42,172,1271964.0,1359000.0,185
2029,43,172,1264464.0,1366500.0,185
2029,44,172,1256964.0,1374000.0,185
2029,45,172,1249464.0,1381500.0,185
2029,46,172,1241964.0,1389000.0,185
2029,47,171,1234464.0,1396500.0,186
2029,48,170,1226964.0,1404000.0,187
2029,49,169,1219464.0,1411500.0,188
2029,50,168,1211964.0,1419000.0,189
2029,51,167,1204464.0,1426500.0,190
2029,52,167,1196964.0,1434000.0,190
2030,1,165,1189464.0,1441500.0,192
2030,2,164,1181964.0,1449000.0,193
2030,3,163,1174464.0,1456500.0,194
2030,4,163,1166964.0,1464000.0,194
2030,5,162,1159464.0,1471500.0,195
2030,6,161,1151964.0,1479000.0,196
2030,7,160,1144464.0,1486500.0,197
2030,8,159,1136964.0,1494000.0,198
2030,9,158,1129464.0,1501500.0,199
2030,10,157,1121964.0,1509000.0,200
2030,11,156,1114464.0,1516500.0,201
2030,12,155,1106964.0,1524000.0,202
2030,13,155,1099464.0,1531500.0,202
2030,14,155,1091964.0,1539000.0,202
2030,15,155,1084464.0,1546500.0,202
2030,16,154,1076964.0,1554000.0,203
2030,17,153,1069464.0,1561500.0,204
2030,18,152,1061964.0,1569000.0,205
2030,19,149,1054464.0,1576500.0,208
2030,20,146,1046964.0,1584000.0,211
2030,21,146,1039464.0,1591500.0,211
2030,22,145,1031964.0,1599000.0,212
2030,23,145,1024464.0,1606500.0,212
2030,24,142,1016964.0,1614000.0,215
2030,25,141,1009464.0,1621500.0,216
2030,26,141,1001964.0,1629000.0,216
2030,27,141,994464.0,1636500.0,216
2030,28,140,986964.0,1644000.0,217
2030,29,139,979464.0,1651500.0,218
2030,30,138,971964.0,1659000.0,219
2030,31,137,964464.0,1666500.0,220
2030,32,137,956964.0,1674000.0,220
2030,33,136,949464.0,1681500.0,221
2030,34,135,941964.0,1689000.0,222
2030,35,135,934464.0,1696500.0,222
2030,36,133,926964.0,1704000.0,224
2030,37,132,919464.0,1711500.0,225
2030,38,131,911964.0,1719000.0,226
2030,39,131,904464.0,1726500.0,226
2030,40,131,896964.0,1734000.0,226
2030,41,130,889464.0,1741500.0,227
2030,42,130,881964.0,1749000.0,227
2030,43,128,874464.0,1756500.0,229
2030,44,127,866964.0,1764000.0,230
2030,45,125,859464.0,1771500.0,232
2030,46,124,851964.0,1779000.0,233
2030,47,122,844464.0,1786500.0,235
2030,48,121,836964.0,1794000.0,236
2030,49,120,829464.0,1801500.0,237
2030,50,118,821964.0,1809000.0,239
2030,51,117,814464.0,1816500.0,240
2030,52,116,806964.0,1824000.0,241
2031,1,116,799464.0,1831500.0,241
2031,2,113,791964.0,1839000.0,244
2031,3,113,784464.0,1846500.0,244
2031,4,109,776964.0,1854000.0,248
2031,5,108,769464.0,1861500.0,249
2031,6,107,761964.0,1869000.0,250
2031,7,106,754464.0,1876500.0,251
2031,8,103,746964.0,1884000.0,254
2031,9,101,739464.0,1891500.0,256
2031,10,99,731964.0,1899000.0,258
2031,11,93,724464.0,1906500.0,264
2031,12,92,716964.0,1914000.0,265
2031,13,91,709464.0,1921500.0,266
2031,14,90,701964.0,1929000.0,267
2031,15,89,694464.0,1936500.0,268
2031,16,89,686964.0,1944000.0,268
2031,17,88,679464.0,1951500.0,269
2031,18,87,671964.0,1959000.0,270
2031,19,87,664464.0,1966500.0,270
2031,20,86,656964.0,1974000.0,271
2031,21,85,649464.0,1981500.0,272
2031,22,84,641964.0,1989000.0,273
2031,23,82,634464.0,1996500.0,275
2031,24,81,626964.0,2004000.0,276
2031,25,80,619464.0,2011500.0,277
2031,26,79,611964.0,2019000.0,278
2031,27,77,604464.0,2026500.0,280
2031,28,74,596964.0,2034000.0,283
2031,29,73,589464.0,2041500.0,284
2031,30,73,581964.0,2049000.0,284
2031,31,72,574464.0,2056500.0,285
2031,32,72,566964.0,2064000.0,285
2031,33,72,559464.0,2071500.0,285
2031,34,71,551964.0,2079000.0,286
2031,35,70,544464.0,2086500.0,287
2031,36,69,536964.0,2094000.0,288
2031,37,68,529464.0,2101500.0,289
2031,38,68,521964.0,2109000.0,289
2031,39,66,514464.0,2116500.0,291
2031,40,66,506964.0,2124000.0,291
2031,41,65,499464.0,2131500.0,292
2031,42,65,491964.0,2139000.0,292
2031,43,64,484464.0,2146500.0,293
2031,44,63,476964.0,2154000.0,294
2031,45,63,469464.0,2161500.0,294
2031,46,61,461964.0,2169000.0,296
2031,47,59,454464.0,2176500.0,298
2031,48,58,446964.0,2184000.0,299
2031,49,57,439464.0,2191500.0,300
2031,50,57,431964.0,2199000.0,300
2031,51,56,424464.0,2206500.0,301
2031,52,55,416964.0,2214000.0,302
2032,1,55,409464.0,2221500.0,302
2032,2,55,401964.0,2229000.0,302
2032,3,55,394464.0,2236500.0,302
2032,4,54,386964.0,2244000.0,303
2032,5,53,379464.0,2251500.0,304
2032,6,51,371964.0,2259000.0,306
2032,7,50,364464.0,2266500.0,307
2032,8,49,356964.0,2274000.0,308
2032,9,48,349464.0,2281500.0,309
2032,10,47,341964.0,2289000.0,310
2032,11,45,334464.0,2296500.0,312
2032,12,44,326964.0,2304000.0,313
2032,13,42,319464.0,2311500.0,315
2032,14,42,311964.0,2319000.0,315
2032,15,41,304464.0,2326500.0,316
2032,16,41,296964.0,2334000.0,316
2032,17,41,289464.0,2341500.0,316
2032,18,41,281964.0,2349000.0,316
2032,19,40,274464.0,2356500.0,317
2032,20,40,266964.0,2364000.0,317
2032,21,39,259464.0,2371500.0,318
2032,22,37,251964.0,2379000.0,320
2032,23,36,244464.0,2386500.0,321
2032,24,35,236964.0,2394000.0,322
2032,25,34,229464.0,2401500.0,323
2032,26,32,221964.0,2409000.0,325
2032,27,32,214464.0,2416500.0,325
2032,28,30,206964.0,2424000.0,327
2032,29,29,199464.0,2431500.0,328
2032,30,28,191964.0,2439000.0,329
2032,31,27,184464.0,2446500.0,330
2032,32,26,176964.0,2454000.0,331
