KomNr,Kommune,Hjemmekontor,Kartkontor_MIP,Omfordelt,Timer,Lenker,Ferdigdato_Kartkontor_Mnd,Ferdigdato_NVDB_Mnd
4220,Bygland,Kristiansand,Kristiansand,False,29.77,7574.0,1,9
4221,Valle,Kristiansand,Kristiansand,False,29.77,7136.0,3,15
4222,Bykle,Kristiansand,Kristiansand,False,23.13,4958.0,5,25
4223,Vennesla,Kristiansand,Tromsø,True,2.02,10530.0,6,27
4224,Åseral,Kristiansand,Kristiansand,False,19.07,5558.0,5,24
4225,Lyngdal,Kristiansand,Kristiansand,False,27.52,13449.0,5,22
4227,Kvinesdal,Kristiansand,Kristiansand,False,29.9,10186.0,1,8
4228,Sirdal,Kristiansand,Kristiansand,False,31.2,8126.0,2,12
4601,Bergen,Bergen,Bergen,False,30.6,30466.0,0,0
4602,Kinn,Bergen,Bergen,False,22.67,9385.0,1,8
4611,Etne,Bergen,Bergen,False,24.95,10118.0,4,18
4612,Sveio,Bergen,Bergen,False,12.83,8328.0,0,3
4613,Bømlo,Bergen,Bergen,False,3.33,6759.0,0,4
4614,Stord,Bergen,Bergen,False,8.57,5301.0,0,5
4617,Kvinnherad,Bergen,Bergen,False,28.15,8939.0,4,19
4618,Ullensvang,Bergen,Bergen,False,71.77,18650.0,3,14
4619,Eidfjord,Bergen,Bergen,False,32.12,5017.0,5,24
4620,Ulvik,Bergen,Bergen,False,14.62,2743.0,2,13
4621,Voss,Bergen,Bergen,False,60.22,23191.0,6,26
4622,Kvam,Bergen,Bergen,False,25.12,11908.0,5,23
4623,Samnanger,Bergen,Bergen,False,7.62,2675.0,4,20
4624,Bjørnafjorden,Bergen,Bergen,False,19.98,10297.0,5,23
4626,Øygarden,Bergen,Bergen,False,17.88,11226.0,5,23
4627,Askøy,Bergen,Bergen,False,7.28,5218.0,5,24
4628,Vaksdal,Bergen,Bergen,False,15.9,4528.0,10,32
4630,Osterøy,Bergen,Tromsø,True,14.72,8960.0,10,32
4631,Alver,Bergen,Bergen,False,36.83,27783.0,10,31
4632,Austrheim,Bergen,Kristiansand,True,3.73,3305.0,5,25
4634,Masfjorden,Bergen,Bergen,False,13.12,4590.0,10,32
4635,Gulen,Bergen,Bergen,False,12.15,4082.0,10,32
4636,Solund,Bergen,Bergen,False,4.42,1189.0,3,16
4637,Hyllestad,Bergen,Bergen,False,8.98,3011.0,4,20
4638,Høyanger,Bergen,Bergen,False,18.67,3476.0,2,13
4639,Vik,Bergen,Bergen,False,21.52,4624.0,2,13
4640,Sogndal,Bergen,Bergen,False,34.08,9640.0,1,8
4641,Aurland,Bergen,Bergen,False,29.27,4599.0,2,13
4642,Lærdal,Bergen,Bergen,False,23.97,3598.0,1,10
4643,Årdal,Bergen,Bergen,False,18.57,2758.0,4,20
4644,Luster,Bergen,Bergen,False,37.81,6200.0,0,4
4645,Askvoll,Bergen,Bergen,False,11.42,4575.0,4,20
4646,Fjaler,Bergen,Bergen,False,11.8,3672.0,4,20
4647,Sunnfjord,Bergen,Stavanger,True,63.6,22959.0,2,10
4648,Bremanger,Bergen,Bergen,False,18.7,4648.0,0,5
4649,Stad,Bergen,Bergen,False,29.18,12853.0,2,11
4650,Gloppen,Bergen,Bergen,False,24.5,7841.0,2,12
4651,Stryn,Bergen,Bergen,False,30.58,7377.0,1,9
5001,Trondheim - Tråante,Trondheim,Trondheim,False,29.77,20525.0,4,17
5021,Oppdal,Trondheim,Trondheim,False,76.88,37049.0,6,25
5025,Rosse - Røros,Trondheim,Trondheim,False,51.28,11912.0,2,11
5026,Holtålen,Trondheim,Trondheim,False,28.25,6292.0,2,12
5027,Midtre Gauldal,Trondheim,Trondheim,False,49.35,13652.0,0,1
5028,Melhus,Trondheim,Trondheim,False,23.92,7720.0,0,3
5029,Skaun,Trondheim,Trondheim,False,10.4,4079.0,0,6
5032,Selbu,Trondheim,Trondheim,False,27.87,6104.0,2,13
5033,Tydal,Trondheim,Trondheim,False,32.18,9999.0,3,14
5034,Meråker,Trondheim,Trondheim,False,30.3,7116.0,2,12
5035,Stjørdal,Trondheim,Trondheim,False,37.83,13808.0,3,14
5038,Verdal,Trondheim,Trondheim,False,28.41,9686.0,5,24
5041,Snåase - Snåsa,Trondheim,Trondheim,False,41.1,5861.0,3,16
5042,Lierne,Trondheim,Trondheim,False,40.82,2972.0,1,10
5043,Raarvihke - Røyrvik,Trondheim,Trondheim,False,17.27,772.0,3,16
5044,Namsskogan,Trondheim,Trondheim,False,20.82,2245.0,1,10
5045,Grong,Trondheim,Trondheim,False,25.7,4904.0,1,9
5046,Høylandet,Trondheim,Trondheim,False,13.02,2199.0,3,16
5047,Overhalla,Trondheim,Trondheim,False,16.88,3968.0,3,16
5049,Flatanger,Trondheim,Trondheim,False,7.68,1418.0,2,13
5053,Inderøy,Trondheim,Trondheim,False,17.63,7306.0,4,19
5054,Indre Fosen,Trondheim,Trondheim,False,36.0,9918.0,2,11
5055,Heim,Trondheim,Trondheim,False,29.67,10013.0,5,24
5056,Hitra,Trondheim,Trondheim,False,20.32,8759.0,4,19
5058,Åfjord,Trondheim,Trondheim,False,30.12,8387.0,1,8
5059,Orkland,Trondheim,Kristiansand,True,57.52,21540.0,0,0
5061,Rindal,Trondheim,Trondheim,False,16.88,4368.0,3,16
5501,Tromsø,Tromsø,Tromsø,False,63.6,27947.0,4,17
5503,Harstad - Hárstták,Tromsø,Tromsø,False,27.28,16861.0,5,22
5512,Dielddanuorri - Tjeldsund,Tromsø,Tromsø,False,24.27,8058.0,4,19
5514,Ibestad,Tromsø,Tromsø,False,8.68,3259.0,5,25
5516,Gratangen,Tromsø,Tromsø,False,7.82,2092.0,5,25
5518,Loabák - Lavangen,Tromsø,Tromsø,False,7.17,1546.0,3,16
5520,Bardu,Tromsø,Tromsø,False,43.93,6502.0,3,15
5522,Salangen,Tromsø,Tromsø,False,11.93,2841.0,3,16
5524,Målselv,Tromsø,Tromsø,False,7.16,14811.0,0,1
5526,Sørreisa,Tromsø,Stavanger,True,10.53,3369.0,5,25
5528,Dyrøy,Tromsø,Tromsø,False,0.76,1965.0,4,20
5530,Senja,Tromsø,Tromsø,False,52.38,17646.0,6,27
5532,Balsfjord,Tromsø,Tromsø,False,4.59,13047.0,0,1
5534,Karlsøy,Tromsø,Tromsø,False,25.07,5355.0,3,16
5536,Lyngen,Tromsø,Tromsø,False,18.13,4562.0,4,20
5542,Skjervøy,Tromsø,Kristiansand,True,1.1,2218.0,4,20
5544,Nordreisa - Ráisa - Raisi,Tromsø,Tromsø,False,53.15,4821.0,2,13
5546,Kvænangen,Tromsø,Tromsø,False,32.62,4328.0,0,5
5601,Alta,Tromsø,Skien,True,72.96,17457.0,0,0
5603,Hammerfest - Hámmerfeasta,Tromsø,Tromsø,False,44.7,6601.0,1,9
5605,Sør-Varanger,Tromsø,Trondheim,True,61.47,7082.0,5,24
5607,Vadsø,Tromsø,Tromsø,False,28.47,5170.0,2,13
5610,Kárášjohka - Karasjok,Tromsø,Oslo,True,96.35,8565.0,6,27
5612,Guovdageaidnu - Kautokeino,Tromsø,Oslo,True,179.3,19267.0,8,29
5614,Loppa,Tromsø,Tromsø,False,11.63,1446.0,3,16
5616,Hasvik,Tromsø,Tromsø,False,9.4,1313.0,3,16
5618,Måsøy,Tromsø,Tromsø,False,18.62,1802.0,3,16
5620,Nordkapp,Tromsø,Tromsø,False,16.35,1716.0,2,13
5622,Porsanger - Porsáŋgu - Porsanki,Tromsø,Molde,True,87.38,9568.0,4,19
5624,Lebesby,Tromsø,Tromsø,False,44.53,3191.0,0,6
5628,Deatnu - Tana,Tromsø,Skien,True,72.72,9359.0,3,14
5636,Unjárga - Nesseby,Tromsø,Tromsø,False,30.3,3635.0,1,9
