Scenario,KomNr,N_Iterasjoner,Dager_P5,Dager_P50,Dager_P95
Samferdsel_96,1508,500,222,606,1554
Samferdsel_96,1511,500,0,0,4
Samferdsel_96,1514,500,0,3,5
Samferdsel_96,1515,500,0,4,7
Samferdsel_96,1516,500,0,4,10
Samferdsel_96,1517,500,0,5,11
Samferdsel_96,1520,500,3,6,18
Samferdsel_96,1525,500,220,596,1520
Samferdsel_96,1528,500,229,635,1582
Samferdsel_96,1531,500,3,7,19
Samferdsel_96,1532,500,3,7,20
Samferdsel_96,1535,500,252,660,1644
Samferdsel_96,1539,500,4,11,27
Samferdsel_96,1547,500,68,255,629
Samferdsel_96,1554,500,63,241,605
Samferdsel_96,1557,500,61,222,584
Samferdsel_96,1560,500,56,223,563
Samferdsel_96,1563,500,31,168,1230
Samferdsel_96,1566,500,32,136,424
Samferdsel_96,1573,500,4,12,28
Samferdsel_96,1576,500,54,210,542
Samferdsel_96,1577,500,4,13,34
Samferdsel_96,1578,500,61,431,1466
Samferdsel_96,1579,500,47,181,493
Samferdsel_96,1580,500,229,624,1566
Samferdsel_96,1804,500,73,320,1019
Samferdsel_96,1806,500,38,166,467
Samferdsel_96,1811,500,143,479,1166
Samferdsel_96,1812,500,199,572,1418
Samferdsel_96,1813,500,135,458,1133
Samferdsel_96,1815,500,202,586,1418
Samferdsel_96,1816,500,187,563,1378
Samferdsel_96,1818,500,203,598,1461
Samferdsel_96,1820,500,195,564,1414
Samferdsel_96,1822,500,290,798,1992
Samferdsel_96,1824,500,73,290,839
Samferdsel_96,1825,500,96,368,929
Samferdsel_96,1826,500,69,271,754
Samferdsel_96,1827,500,433,854,2118
Samferdsel_96,1828,500,433,855,2115
Samferdsel_96,1832,500,472,860,2129
Samferdsel_96,1833,500,460,859,2126
Samferdsel_96,1834,500,481,862,2149
Samferdsel_96,1835,500,206,598,1466
Samferdsel_96,1836,500,180,764,1979
Samferdsel_96,1837,500,476,860,2148
Samferdsel_96,1838,500,178,669,1973
Samferdsel_96,1839,500,124,447,1200
Samferdsel_96,1840,500,59,263,769
Samferdsel_96,1841,500,125,498,1713
Samferdsel_96,1845,500,124,489,1421
Samferdsel_96,1848,500,138,459,1187
Samferdsel_96,1851,500,187,558,1376
Samferdsel_96,1853,500,189,558,1404
Samferdsel_96,1856,500,206,598,1466
Samferdsel_96,1857,500,206,598,1466
Samferdsel_96,1859,500,200,580,1420
Samferdsel_96,1860,500,165,522,1288
Samferdsel_96,1865,500,173,535,1334
Samferdsel_96,1866,500,146,509,1246
Samferdsel_96,1867,500,198,577,1439
Samferdsel_96,1868,500,4,14,38
Samferdsel_96,1870,500,145,488,1216
Samferdsel_96,1871,500,122,438,1159
Samferdsel_96,1874,500,205,594,1455
Samferdsel_96,1875,500,87,356,899
Samferdsel_96,3101,500,5,19,47
Samferdsel_96,3103,500,188,578,1441
Samferdsel_96,3105,500,146,489,1286
Samferdsel_96,3107,500,152,512,1305
Samferdsel_96,3110,500,195,593,1477
Samferdsel_96,3112,500,5,19,48
Samferdsel_96,3114,500,181,552,1396
Samferdsel_96,3116,500,196,599,1488
Samferdsel_96,3118,500,102,408,1111
Samferdsel_96,3120,500,198,599,1490
Samferdsel_96,3122,500,5,20,49
Samferdsel_96,3124,500,6,20,52
Samferdsel_96,3201,500,251,662,1644
Samferdsel_96,3203,500,251,658,1634
Samferdsel_96,3205,500,144,495,1319
Samferdsel_96,3207,500,6,24,56
Samferdsel_96,3209,500,179,544,1362
Samferdsel_96,3212,500,6,25,60
Samferdsel_96,3214,500,6,26,63
Samferdsel_96,3216,500,7,27,67
Samferdsel_96,3218,500,7,27,69
Samferdsel_96,3220,500,7,28,73
Samferdsel_96,3222,500,196,598,1487
Samferdsel_96,3224,500,7,31,75
Samferdsel_96,3226,500,91,375,1040
Samferdsel_96,3228,500,123,470,1228
Samferdsel_96,3230,500,10,31,76
Samferdsel_96,3232,500,185,554,1397
Samferdsel_96,3234,500,10,33,81
Samferdsel_96,3236,500,10,33,83
Samferdsel_96,3238,500,10,35,88
Samferdsel_96,3240,500,11,38,91
Samferdsel_96,3242,500,11,39,96
Samferdsel_96,3301,500,145,497,1326
Samferdsel_96,3303,500,79,344,990
Samferdsel_96,3305,500,52,215,706
Samferdsel_96,3310,500,11,40,98
Samferdsel_96,3312,500,167,535,1337
Samferdsel_96,3314,500,164,501,1301
Samferdsel_96,3316,500,118,441,1230
Samferdsel_96,3318,500,12,41,104
Samferdsel_96,3320,500,125,474,1245
Samferdsel_96,3322,500,103,398,1123
Samferdsel_96,3324,500,121,452,1194
Samferdsel_96,3326,500,133,463,1217
Samferdsel_96,3328,500,68,293,924
Samferdsel_96,3330,500,61,316,902
Samferdsel_96,3332,500,88,370,1075
Samferdsel_96,3334,500,12,46,112
Samferdsel_96,3336,500,181,558,1357
Samferdsel_96,3338,500,41,222,748
Samferdsel_96,3401,500,102,390,973
Samferdsel_96,3403,500,362,831,2047
Samferdsel_96,3405,500,310,760,1887
Samferdsel_96,3407,500,318,735,1896
Samferdsel_96,3411,500,360,825,2027
Samferdsel_96,3412,500,361,831,2043
Samferdsel_96,3413,500,102,395,984
Samferdsel_96,3414,500,13,47,116
Samferdsel_96,3415,500,13,48,119
Samferdsel_96,3416,500,13,49,125
Samferdsel_96,3417,500,14,52,129
Samferdsel_96,3418,500,14,54,132
Samferdsel_96,3419,500,361,830,2042
Samferdsel_96,3420,500,360,824,2028
Samferdsel_96,3421,500,357,818,2014
Samferdsel_96,3422,500,355,812,2000
Samferdsel_96,3423,500,342,790,1965
Samferdsel_96,3424,500,153,519,1260
Samferdsel_96,3425,500,342,795,1971
Samferdsel_96,3426,500,342,796,1966
Samferdsel_96,3427,500,178,593,1555
Samferdsel_96,3428,500,208,644,1768
Samferdsel_96,3429,500,343,796,1974
Samferdsel_96,3430,500,345,801,1974
Samferdsel_96,3431,500,209,687,1687
Samferdsel_96,3432,500,212,625,1666
Samferdsel_96,3433,500,235,687,1804
Samferdsel_96,3434,500,221,682,1656
Samferdsel_96,3435,500,206,668,1745
Samferdsel_96,3436,500,209,687,1603
Samferdsel_96,3437,500,208,644,1714
Samferdsel_96,3438,500,279,726,1894
Samferdsel_96,3439,500,41,194,572
Samferdsel_96,3440,500,73,306,822
Samferdsel_96,3441,500,47,234,728
Samferdsel_96,3442,500,252,660,1655
Samferdsel_96,3443,500,258,672,1683
Samferdsel_96,3446,500,90,339,885
Samferdsel_96,3447,500,191,585,1622
Samferdsel_96,3448,500,279,726,1792
Samferdsel_96,3449,500,53,249,741
Samferdsel_96,3450,500,326,768,1916
Samferdsel_96,3451,500,209,687,1739
Samferdsel_96,3452,500,90,342,924
Samferdsel_96,3453,500,81,311,844
Samferdsel_96,3454,500,65,293,790
Samferdsel_96,3901,500,312,757,1869
Samferdsel_96,3903,500,286,731,1781
Samferdsel_96,3905,500,297,730,1797
Samferdsel_96,3907,500,280,717,1763
Samferdsel_96,3909,500,271,702,1767
Samferdsel_96,3911,500,311,755,1862
Samferdsel_96,4001,500,305,746,1831
Samferdsel_96,4003,500,273,716,1757
Samferdsel_96,4005,500,38,152,390
Samferdsel_96,4010,500,54,200,528
Samferdsel_96,4012,500,306,749,1855
Samferdsel_96,4014,500,303,742,1831
Samferdsel_96,4016,500,272,702,1718
Samferdsel_96,4018,500,299,733,1801
Samferdsel_96,4020,500,17,56,140
Samferdsel_96,4022,500,39,155,413
Samferdsel_96,4024,500,45,165,441
Samferdsel_96,4026,500,28,110,301
Samferdsel_96,4028,500,45,174,467
Samferdsel_96,4030,500,41,166,444
Samferdsel_96,4032,500,278,711,1774
Samferdsel_96,4034,500,279,714,1768
Samferdsel_96,4036,500,259,682,1697
Samferdsel_96,4201,500,60,227,606
Samferdsel_96,4202,500,61,228,607
Samferdsel_96,4203,500,198,585,1474
Samferdsel_96,4204,500,180,547,1365
Samferdsel_96,4205,500,179,537,1316
Samferdsel_96,4206,500,59,220,584
Samferdsel_96,4207,500,91,333,831
Samferdsel_96,4211,500,72,267,672
Samferdsel_96,4212,500,47,195,528
Samferdsel_96,4213,500,53,225,594
Samferdsel_96,4214,500,72,265,671
Samferdsel_96,4215,500,65,242,623
Samferdsel_96,4216,500,38,153,440
Samferdsel_96,4217,500,33,145,390
Samferdsel_96,4218,500,70,263,668
Samferdsel_96,4219,500,195,586,1453
Samferdsel_96,4220,500,38,147,410
Samferdsel_96,4221,500,87,319,787
Samferdsel_96,4222,500,158,479,1182
Samferdsel_96,4223,500,203,602,1516
Samferdsel_96,4224,500,196,585,1473
Samferdsel_96,4225,500,189,568,1428
Samferdsel_96,4226,500,17,59,145
Samferdsel_96,4227,500,31,145,439
Samferdsel_96,4228,500,87,318,776
Samferdsel_96,4601,500,343,778,1972
Samferdsel_96,4602,500,109,671,1904
Samferdsel_96,4611,500,96,374,906
Samferdsel_96,4612,500,362,816,2000
Samferdsel_96,4613,500,369,831,2030
Samferdsel_96,4614,500,368,825,2026
Samferdsel_96,4615,500,17,60,147
Samferdsel_96,4616,500,18,62,154
Samferdsel_96,4617,500,89,341,880
Samferdsel_96,4618,500,35,169,482
Samferdsel_96,4619,500,83,319,844
Samferdsel_96,4620,500,115,404,998
Samferdsel_96,4621,500,45,207,612
Samferdsel_96,4622,500,93,356,914
Samferdsel_96,4623,500,122,428,1082
Samferdsel_96,4624,500,105,376,950
Samferdsel_96,4625,500,18,62,157
Samferdsel_96,4626,500,109,393,1012
Samferdsel_96,4627,500,122,430,1076
Samferdsel_96,4628,500,314,750,1847
Samferdsel_96,4629,500,18,63,158
Samferdsel_96,4630,500,314,751,1854
Samferdsel_96,4631,500,311,743,1820
Samferdsel_96,4632,500,124,431,1091
Samferdsel_96,4633,500,18,63,158
Samferdsel_96,4634,500,314,750,1874
Samferdsel_96,4635,500,315,750,1862
Samferdsel_96,4636,500,124,433,1098
Samferdsel_96,4637,500,122,425,1053
Samferdsel_96,4638,500,347,772,1987
Samferdsel_96,4639,500,167,687,1903
Samferdsel_96,4640,500,80,362,1571
Samferdsel_96,4641,500,94,463,1707
Samferdsel_96,4642,500,143,676,1865
Samferdsel_96,4643,500,109,390,966
Samferdsel_96,4644,500,73,331,1212
Samferdsel_96,4645,500,115,413,1035
Samferdsel_96,4646,500,118,418,1000
Samferdsel_96,4647,500,41,180,559
Samferdsel_96,4648,500,347,737,1950
Samferdsel_96,4649,500,87,436,1694
Samferdsel_96,4650,500,104,616,1841
Samferdsel_96,4651,500,84,438,1694
Samferdsel_96,5001,500,81,314,880
Samferdsel_96,5006,500,19,68,171
Samferdsel_96,5007,500,20,73,179
Samferdsel_96,5014,500,20,74,182
Samferdsel_96,5020,500,20,75,186
Samferdsel_96,5021,500,34,146,500
Samferdsel_96,5022,500,21,77,193
Samferdsel_96,5025,500,52,198,628
Samferdsel_96,5026,500,82,315,853
Samferdsel_96,5027,500,44,486,1558
Samferdsel_96,5028,500,255,652,1671
Samferdsel_96,5029,500,257,677,1686
Samferdsel_96,5031,500,21,77,195
Samferdsel_96,5032,500,87,335,893
Samferdsel_96,5033,500,75,291,830
Samferdsel_96,5034,500,76,315,783
Samferdsel_96,5035,500,63,263,802
Samferdsel_96,5036,500,21,80,196
Samferdsel_96,5037,500,24,83,208
Samferdsel_96,5038,500,90,326,858
Samferdsel_96,5041,500,55,244,684
Samferdsel_96,5042,500,56,251,665
Samferdsel_96,5043,500,108,389,978
Samferdsel_96,5044,500,102,367,921
Samferdsel_96,5045,500,94,348,909
Samferdsel_96,5046,500,115,404,1022
Samferdsel_96,5047,500,108,387,992
Samferdsel_96,5049,500,118,414,1068
Samferdsel_96,5052,500,24,83,208
Samferdsel_96,5053,500,103,381,985
Samferdsel_96,5054,500,69,264,804
Samferdsel_96,5055,500,80,319,853
Samferdsel_96,5056,500,98,376,963
Samferdsel_96,5057,500,24,84,210
Samferdsel_96,5058,500,84,330,843
Samferdsel_96,5059,500,40,321,1588
Samferdsel_96,5060,500,25,88,217
Samferdsel_96,5061,500,110,388,971
Samferdsel_96,5501,500,417,852,2091
Samferdsel_96,5503,500,245,664,1658
Samferdsel_96,5510,500,25,89,222
Samferdsel_96,5512,500,203,606,1497
Samferdsel_96,5514,500,224,633,1560
Samferdsel_96,5516,500,252,676,1662
Samferdsel_96,5518,500,254,676,1674
Samferdsel_96,5520,500,241,662,1623
Samferdsel_96,5522,500,250,671,1672
Samferdsel_96,5524,500,229,639,1582
Samferdsel_96,5526,500,222,625,1567
Samferdsel_96,5528,500,231,645,1599
Samferdsel_96,5530,500,136,497,1244
Samferdsel_96,5532,500,229,641,1596
Samferdsel_96,5534,500,200,593,1474
Samferdsel_96,5536,500,399,841,2065
Samferdsel_96,5538,500,25,90,224
Samferdsel_96,5540,500,25,91,228
Samferdsel_96,5542,500,403,843,2069
Samferdsel_96,5544,500,144,475,1181
Samferdsel_96,5546,500,193,567,1405
Samferdsel_96,5601,500,104,410,1046
Samferdsel_96,5603,500,163,511,1313
Samferdsel_96,5605,500,122,467,1158
Samferdsel_96,5607,500,193,566,1468
Samferdsel_96,5610,500,83,334,866
Samferdsel_96,5612,500,54,229,592
Samferdsel_96,5614,500,222,626,1558
Samferdsel_96,5616,500,227,630,1571
Samferdsel_96,5618,500,215,615,1523
Samferdsel_96,5620,500,399,840,2065
Samferdsel_96,5622,500,94,370,977
Samferdsel_96,5624,500,170,528,1292
Samferdsel_96,5626,500,25,91,228
Samferdsel_96,5628,500,111,421,1091
Samferdsel_96,5630,500,26,91,229
Samferdsel_96,5632,500,26,92,230
Samferdsel_96,5634,500,26,94,231
Samferdsel_96,5636,500,194,581,1446
