Scenario,Plan_Type,uke_aar,uke_nr,Ko_Lengde_P5,Ko_Lengde_P50,Ko_Lengde_P95,Lenker_I_Ko_P5,Lenker_I_Ko_P50,Lenker_I_Ko_P95,Lenker_Overfort_P5,Lenker_Overfort_P50,Lenker_Overfort_P95,Kommuner_Overfort_P5,Kommuner_Overfort_P50,Kommuner_Overfort_P95,N
Basis_85,MIP_vektet,2026,18,62.0,62.0,62.0,281347.7,281902.0,282150.0,759.0,1007.0,1561.2999999999997,0.0,0.0,0.0,500
Basis_85,MIP_vektet,2026,19,60.0,60.0,61.0,273598.6,277011.5,283423.35,4554.85,6043.0,9369.8,1.0,2.0,2.0,500
Basis_85,MIP_vektet,2026,20,58.95,61.0,64.0,276973.75,301398.5,331965.3,8350.75,11079.0,17178.299999999996,2.0,3.0,5.0,500
Basis_85,MIP_vektet,2026,21,61.0,64.0,66.0,314259.65,351339.0,387557.14999999997,12146.65,16114.5,24985.799999999996,4.0,5.0,7.0,500
Basis_85,MIP_vektet,2026,22,64.0,68.0,71.0,360776.25,404795.0,447087.75,15942.5,21151.0,32794.299999999996,5.0,6.0,8.0,500
Basis_85,MIP_vektet,2026,23,67.0,71.0,75.0,407518.4,452993.0,499003.25,19738.4,26186.5,40601.84999999999,5.0,8.0,10.0,500
Basis_85,MIP_vektet,2026,24,71.0,76.0,80.0,457969.15,507303.5,559020.2,23533.3,31222.5,48410.29999999999,6.0,8.0,12.0,500
Basis_85,MIP_vektet,2026,25,76.0,81.0,86.0,511013.15,568338.0,626511.7,27329.2,36258.0,56218.79999999999,8.0,10.0,12.0,500
Basis_85,MIP_vektet,2026,26,81.0,87.0,93.0,575392.2,631737.0,692683.7,31125.1,41294.5,64026.34999999999,8.0,10.0,16.0,500
Basis_85,MIP_vektet,2026,27,87.0,94.0,100.0,631180.15,699059.5,766336.6,34920.95,46330.0,71834.79999999999,9.0,12.0,17.0,500
Basis_85,MIP_vektet,2026,28,93.0,102.0,110.0,695565.35,769377.5,845200.2999999999,38716.85,51366.0,79642.34999999999,10.0,12.0,19.0,500
Basis_85,MIP_vektet,2026,29,100.0,111.0,121.0,770980.1,852694.5,935036.1499999998,42512.7,56401.5,87450.84999999999,11.0,12.0,21.0,500
Basis_85,MIP_vektet,2026,30,109.0,122.0,134.0,848542.15,941750.5,1034850.2999999999,46308.6,61438.0,95259.29999999999,12.0,14.0,24.0,500
Basis_85,MIP_vektet,2026,31,120.0,134.5,148.0,933369.2,1037069.0,1138464.9,50104.45,66473.5,103066.84999999998,12.0,16.0,26.0,500
Basis_85,MIP_vektet,2026,32,132.0,148.0,163.0,1026766.3,1135697.0,1238209.8499999999,53899.4,71509.5,110875.34999999998,12.0,17.0,27.0,500
Basis_85,MIP_vektet,2026,33,145.95,163.0,177.0,1117156.25,1234065.5,1326832.45,57695.3,76545.5,118682.84999999998,13.0,18.0,29.0,500
Basis_85,MIP_vektet,2026,34,160.95,177.0,190.0,1214794.1,1324512.5,1412528.8,61491.15,81581.5,126491.34999999998,14.0,20.0,30.0,500
Basis_85,MIP_vektet,2026,35,171.0,187.0,198.0,1295870.25,1388187.5,1477324.05,65287.05,86617.0,134299.84999999998,16.0,21.0,31.0,500
Basis_85,MIP_vektet,2026,36,178.0,192.5,204.0,1351752.65,1438663.0,1518803.2,69082.9,91653.0,142107.34999999998,16.0,22.0,33.0,500
Basis_85,MIP_vektet,2026,37,186.95,199.0,211.04999999999995,1406652.65,1495192.5,1582205.0,72878.8,96689.0,149915.84999999998,17.0,24.0,34.0,500
Basis_85,MIP_vektet,2026,38,193.95,207.0,221.0,1466975.2,1562753.0,1658552.3,76674.7,101725.0,157723.39999999997,18.0,25.0,36.0,500
Basis_85,MIP_vektet,2026,39,201.0,215.0,230.0,1516521.65,1613469.0,1707474.45,80470.55,106760.5,165531.84999999998,19.0,26.0,37.0,500
Basis_85,MIP_vektet,2026,40,207.0,223.0,240.0,1553835.55,1660082.5,1758448.45,84266.45,111796.5,173340.34999999998,20.0,27.0,38.0,500
Basis_85,MIP_vektet,2026,41,215.0,233.0,248.0,1603473.25,1714538.5,1800999.15,88061.35,116832.5,181147.89999999997,21.0,28.0,39.049999999999955,500
Basis_85,MIP_vektet,2026,42,224.95,242.0,255.0,1675350.3,1785071.0,1872563.0999999999,91857.25,121868.5,188956.34999999998,22.0,30.0,40.049999999999955,500
Basis_85,MIP_vektet,2026,43,233.0,250.0,263.0,1737017.6,1852050.0,1945549.55,95653.15,126904.0,196763.89999999997,24.0,30.0,44.0,500
Basis_85,MIP_vektet,2026,44,241.0,258.5,271.0,1797836.45,1915250.0,1998201.65,99449.0,131940.5,204572.39999999997,25.0,31.0,44.0,500
Basis_85,MIP_vektet,2026,45,247.0,264.0,274.0,1847816.65,1951417.5,2020962.5999999999,103244.9,136976.0,212380.89999999997,26.0,31.0,45.0,500
Basis_85,MIP_vektet,2026,46,249.0,265.0,274.0,1864990.35,1965393.0,2028863.7,107040.75,142012.0,220188.39999999997,26.950000000000003,33.0,46.0,500
Basis_85,MIP_vektet,2026,47,250.0,266.0,274.0,1875635.2,1971226.5,2028172.35,110836.65,147047.5,227996.89999999997,27.0,33.0,48.0,500
Basis_85,MIP_vektet,2026,48,250.0,265.0,273.0,1880661.95,1970381.5,2025537.2,114632.55,152084.0,235804.44999999995,28.0,34.0,49.0,500
Basis_85,MIP_vektet,2026,49,250.0,266.0,274.0,1894059.0,1984494.0,2040812.75,118427.45,157119.5,243612.89999999997,29.0,36.0,51.0,500
Basis_85,MIP_vektet,2026,50,253.0,270.0,280.0,1913893.1,2012726.0,2090445.3,122223.35,162155.5,251421.39999999997,30.0,36.0,51.0,500
Basis_85,MIP_vektet,2026,51,258.95,276.0,284.0,1962732.45,2061297.0,2122625.4,126019.2,167191.0,259228.94999999995,30.0,37.0,54.0,500
Basis_85,MIP_vektet,2026,52,259.0,276.0,284.04999999999995,1969096.45,2065818.5,2120368.35,129815.1,172227.5,267037.39999999997,31.0,38.0,55.0,500
Basis_85,MIP_vektet,2026,53,257.0,275.0,284.0,1962252.35,2062762.5,2117539.8,133611.0,177263.0,274844.94999999995,31.0,39.0,56.049999999999955,500
Basis_85,MIP_vektet,2027,1,260.95,280.0,290.0,2016925.6,2113774.0,2172872.5,137406.85,182299.0,282653.44999999995,31.0,40.0,61.049999999999955,500
Basis_85,MIP_vektet,2027,2,266.0,286.0,296.0,2057845.65,2168948.5,2233252.9499999997,141202.75,187335.0,290461.89999999997,32.0,40.0,62.0,500
Basis_85,MIP_vektet,2027,3,270.0,291.0,301.0,2104075.65,2211957.0,2276339.15,144998.6,192371.0,298269.44999999995,33.0,42.0,63.0,500
Basis_85,MIP_vektet,2027,4,274.0,294.0,305.0,2133216.1,2245010.5,2308859.5,148793.55,197406.5,306077.94999999995,34.0,44.0,63.049999999999955,500
Basis_85,MIP_vektet,2027,5,276.0,297.0,306.0,2149167.55,2263570.5,2322844.8,152589.45,202442.5,313885.44999999995,34.0,44.0,64.0,500
Basis_85,MIP_vektet,2027,6,276.0,297.0,307.0,2150328.25,2267625.0,2327997.1,156385.3,207478.5,321693.94999999995,35.0,44.0,65.0,500
Basis_85,MIP_vektet,2027,7,276.0,297.0,306.0,2143153.55,2267534.5,2325826.0,160181.2,212514.5,329502.44999999995,36.0,45.0,66.0,500
Basis_85,MIP_vektet,2027,8,275.0,296.0,306.0,2135422.55,2263003.5,2322596.0,163977.05,217550.0,337309.94999999995,37.0,45.0,66.0,500
Basis_85,MIP_vektet,2027,9,275.0,295.0,306.0,2130251.2,2266595.0,2332929.85,167772.95,222586.0,345118.44999999995,37.0,46.0,67.0,500
Basis_85,MIP_vektet,2027,10,276.0,296.5,308.0,2150188.85,2287602.5,2351950.25,171568.85,227622.0,352925.99999999994,37.0,48.0,67.0,500
Basis_85,MIP_vektet,2027,11,278.0,298.0,309.0,2155072.8,2294976.5,2356811.9499999997,175364.7,232658.0,360734.44999999995,38.0,48.0,68.0,500
Basis_85,MIP_vektet,2027,12,278.0,297.0,308.0,2152737.4,2292476.5,2357831.9,179160.6,237693.5,368542.94999999995,39.0,49.0,68.0,500
Basis_85,MIP_vektet,2027,13,277.0,297.0,308.0,2146532.3,2288434.0,2356931.35,182955.5,242730.0,376350.49999999994,40.0,51.0,69.0,500
Basis_85,MIP_vektet,2027,14,278.95,297.0,309.0,2169126.15,2307387.0,2377259.5,186751.4,247765.5,384158.94999999995,40.0,51.0,69.04999999999995,500
Basis_85,MIP_vektet,2027,15,279.0,298.0,311.0,2174224.45,2318817.5,2394320.65,190547.3,252801.5,391966.49999999994,41.0,51.0,70.0,500
Basis_85,MIP_vektet,2027,16,280.0,299.0,312.0,2177130.25,2328872.5,2407682.85,194343.15,257837.0,399774.99999999994,44.0,53.0,71.0,500
Basis_85,MIP_vektet,2027,17,282.0,300.0,312.0,2186486.45,2335545.5,2407695.15,198139.05,262873.5,407583.44999999995,44.0,54.0,71.0,500
Basis_85,MIP_vektet,2027,18,282.95,300.0,312.0,2185187.05,2333074.5,2404098.0,201934.9,267909.0,415390.99999999994,44.0,55.0,72.0,500
Basis_85,MIP_vektet,2027,19,282.0,299.0,312.0,2177459.4,2329953.0,2400563.9499999997,205730.8,272945.0,423199.49999999994,44.0,56.0,73.0,500
Basis_85,MIP_vektet,2027,20,281.0,296.5,311.0,2169732.7,2325818.0,2397029.9,209526.7,277980.5,431006.99999999994,45.0,57.0,74.0,500
Basis_85,MIP_vektet,2027,21,280.0,294.0,310.04999999999995,2162006.0,2320868.5,2393496.8,213321.6,283017.0,438815.49999999994,45.0,61.5,74.0,500
Basis_85,MIP_vektet,2027,22,280.0,294.0,310.0,2154430.7,2319414.0,2393055.1,217117.5,288052.5,446623.99999999994,45.0,62.0,75.0,500
Basis_85,MIP_vektet,2027,23,280.0,294.0,310.0,2162317.4,2323822.5,2398242.7,220913.35,293088.5,454431.49999999994,46.0,62.0,75.04999999999995,500
Basis_85,MIP_vektet,2027,24,279.95,293.0,309.04999999999995,2164095.95,2327402.0,2403188.6,224709.25,298124.5,462239.99999999994,47.0,63.0,76.0,500
Basis_85,MIP_vektet,2027,25,279.0,293.0,309.0,2158945.1,2323589.5,2400122.35,228505.15,303160.5,470047.54999999993,48.0,63.0,77.0,500
Basis_85,MIP_vektet,2027,26,278.0,293.0,309.0,2151104.95,2320093.5,2397066.85,232301.0,308196.0,477855.99999999994,48.0,63.0,77.04999999999995,500
Basis_85,MIP_vektet,2027,27,278.0,293.0,308.0,2145299.5,2316571.5,2394867.1,236096.9,313232.0,485664.49999999994,49.0,64.0,79.0,500
Basis_85,MIP_vektet,2027,28,278.0,293.0,307.0,2137491.95,2311841.0,2391071.25,239892.75,318268.0,493472.04999999993,50.0,64.0,79.0,500
Basis_85,MIP_vektet,2027,29,277.0,292.0,306.0,2129683.5,2307660.0,2387276.3,243687.7,323304.0,501280.4999999999,51.0,65.0,79.04999999999995,500
Basis_85,MIP_vektet,2027,30,276.95,292.0,306.0,2121875.95,2302624.5,2383480.4,247483.6,328339.5,509088.04999999993,51.0,65.0,80.04999999999995,500
Basis_85,MIP_vektet,2027,31,276.0,291.0,306.0,2114067.45,2297588.5,2379684.55,251279.45,333375.5,516896.54999999993,51.0,66.0,81.0,500
Basis_85,MIP_vektet,2027,32,274.95,291.0,304.0,2106259.0,2292552.5,2375888.65,255075.35,338411.5,524704.9999999999,53.0,66.0,82.04999999999995,500
Basis_85,MIP_vektet,2027,33,274.0,291.0,303.0,2098451.45,2287516.5,2372092.8,258871.2,343447.5,532512.5499999999,54.0,66.0,83.0,500
Basis_85,MIP_vektet,2027,34,273.95,290.0,303.0,2090642.95,2282481.0,2368296.9,262667.1,348483.0,540321.0499999999,54.0,67.0,83.04999999999995,500
Basis_85,MIP_vektet,2027,35,272.0,290.0,302.0,2082835.45,2277444.5,2364501.0,266463.0,353519.5,548128.5499999999,55.0,67.0,85.0,500
Basis_85,MIP_vektet,2027,36,271.95,289.5,302.0,2075026.95,2272409.0,2360705.15,270258.85,358555.0,555937.0499999999,55.0,67.5,85.04999999999995,500
Basis_85,MIP_vektet,2027,37,271.9,289.0,301.0,2067218.45,2267373.0,2356909.25,274054.75,363591.0,563745.5499999999,56.0,68.0,85.09999999999991,500
Basis_85,MIP_vektet,2027,38,270.95,289.0,300.0,2059410.95,2262337.5,2353114.35,277849.65,368626.5,571553.0499999999,57.0,68.0,86.04999999999995,500
Basis_85,MIP_vektet,2027,39,270.0,288.0,297.0,2051602.45,2257301.0,2349318.45,281645.55,373663.0,579361.5499999999,60.0,69.0,87.0,500
Basis_85,MIP_vektet,2027,40,269.0,288.0,295.0,2043794.9,2252265.5,2345522.55,285441.45,378698.5,587169.0999999999,62.0,69.0,88.0,500
Basis_85,MIP_vektet,2027,41,268.0,288.0,295.0,2035986.45,2247229.5,2341726.7,289237.3,383734.5,594977.5499999999,62.0,69.0,89.0,500
Basis_85,MIP_vektet,2027,42,267.0,287.0,295.0,2028177.95,2242194.0,2337930.8,293033.2,388770.0,602786.0499999999,62.0,70.0,90.0,500
Basis_85,MIP_vektet,2027,43,266.95,287.0,294.0,2020370.4,2237157.5,2334134.95,296829.05,393806.5,610593.5999999999,63.0,70.0,90.04999999999995,500
Basis_85,MIP_vektet,2027,44,266.0,286.0,294.0,2012561.95,2232122.0,2330339.05,300624.95,398842.0,618402.0499999999,63.0,71.0,91.0,500
Basis_85,MIP_vektet,2027,45,265.0,286.0,294.0,2004754.4,2227086.0,2326543.15,304420.85,403878.0,626209.5999999999,63.0,71.0,92.0,500
Basis_85,MIP_vektet,2027,46,264.95,285.0,294.0,1996945.9,2222050.0,2322748.25,308215.75,408914.0,634018.0999999999,63.0,72.0,92.04999999999995,500
Basis_85,MIP_vektet,2027,47,264.0,285.0,293.04999999999995,1989137.4,2217014.0,2318952.35,312011.65,413950.0,641826.5999999999,63.95,72.0,93.0,500
Basis_85,MIP_vektet,2027,48,263.0,285.0,293.0,1981329.9,2211978.5,2315156.5,315807.5,418985.5,649634.0999999999,64.0,72.0,94.0,500
Basis_85,MIP_vektet,2027,49,262.0,284.0,293.0,1973521.4,2206942.5,2311360.6,319603.4,424021.5,657442.5999999999,64.0,73.0,95.0,500
Basis_85,MIP_vektet,2027,50,261.95,284.0,293.0,1965713.85,2201906.5,2307564.7,323399.3,429057.5,665250.1499999999,64.0,73.0,95.04999999999995,500
Basis_85,MIP_vektet,2027,51,260.95,283.0,292.0,1957905.4,2196870.5,2303768.85,327195.15,434093.5,673058.5999999999,65.0,74.0,96.04999999999995,500
Basis_85,MIP_vektet,2027,52,259.0,283.0,292.0,1950096.9,2191835.0,2299972.95,330991.05,439129.0,680867.0999999999,65.0,74.0,98.0,500
Basis_85,MIP_vektet,2028,1,258.0,282.0,291.04999999999995,1942289.35,2186799.0,2296177.1,334786.9,444165.0,688674.6499999999,65.95,75.0,99.0,500
Basis_85,MIP_vektet,2028,2,257.0,282.0,291.0,1934480.9,2181763.0,2292382.15,338581.85,449201.0,696483.0999999999,66.0,75.0,100.0,500
Basis_85,MIP_vektet,2028,3,256.95,281.0,291.0,1926673.35,2176727.0,2288586.25,342377.75,454237.0,704290.6499999999,66.0,76.0,100.04999999999995,500
Basis_85,MIP_vektet,2028,4,256.0,281.0,291.0,1918864.85,2171691.5,2284790.4,346173.6,459272.5,712099.1499999999,66.0,76.0,101.0,500
Basis_85,MIP_vektet,2028,5,255.0,280.0,290.0,1911056.4,2166655.0,2280994.5,349969.5,464309.0,719907.5999999999,67.0,77.0,102.0,500
Basis_85,MIP_vektet,2028,6,254.0,280.0,290.0,1903248.85,2161619.5,2277198.65,353765.35,469344.5,727715.1499999999,67.0,77.0,103.0,500
Basis_85,MIP_vektet,2028,7,253.95,280.0,290.0,1895440.35,2156583.5,2273402.75,357561.25,474380.5,735523.6499999999,67.0,77.0,103.04999999999995,500
Basis_85,MIP_vektet,2028,8,252.0,279.0,290.0,1887632.85,2151548.0,2269606.85,361357.15,479416.0,743331.1499999999,67.0,78.0,105.0,500
Basis_85,MIP_vektet,2028,9,251.95,279.0,289.0,1879824.35,2146511.5,2265811.0,365153.0,484452.5,751139.6499999999,68.0,78.0,105.04999999999995,500
Basis_85,MIP_vektet,2028,10,250.95,278.0,289.0,1872015.85,2141476.0,2262015.1,368948.9,489488.0,758948.1499999999,68.0,79.0,106.04999999999995,500
Basis_85,MIP_vektet,2028,11,250.0,278.0,289.0,1864208.35,2136440.0,2258220.2,372743.8,494524.0,766755.6499999999,68.0,79.0,107.0,500
Basis_85,MIP_vektet,2028,12,249.0,277.0,288.0,1856399.85,2131404.5,2254424.3,376539.7,499559.5,774564.1499999999,69.0,80.0,108.0,500
Basis_85,MIP_vektet,2028,13,248.95,277.0,288.0,1848592.3,2126368.0,2250628.4,380335.6,504596.0,782371.6999999998,69.0,80.0,108.04999999999995,500
Basis_85,MIP_vektet,2028,14,248.0,276.0,288.0,1840783.85,2121332.5,2246832.55,384131.45,509631.5,790180.1499999999,69.0,81.0,109.0,500
Basis_85,MIP_vektet,2028,15,247.0,276.0,287.0,1832975.35,2116296.5,2243036.65,387927.35,514667.5,797988.6499999999,70.0,81.0,110.0,500
Basis_85,MIP_vektet,2028,16,246.0,275.0,287.0,1825167.8,2111260.5,2239240.8,391723.2,519703.5,805796.1999999998,70.0,82.0,111.0,500
Basis_85,MIP_vektet,2028,17,245.95,275.0,287.0,1817359.35,2106224.5,2235444.9,395519.1,524739.5,813604.6499999999,70.0,82.0,111.04999999999995,500
Basis_85,MIP_vektet,2028,18,244.0,274.0,286.0,1809551.8,2101189.0,2231649.05,399314.95,529775.0,821412.1999999998,71.0,83.0,113.0,500
Basis_85,MIP_vektet,2028,19,243.0,274.0,286.0,1801743.3,2096153.0,2227854.1,403109.9,534811.0,829220.6999999998,71.0,83.0,114.0,500
Basis_85,MIP_vektet,2028,20,242.95,273.0,286.0,1793934.85,2091117.0,2224058.2,406905.8,539847.0,837029.1499999999,71.0,84.0,114.04999999999995,500
Basis_85,MIP_vektet,2028,21,241.95,273.0,285.0,1786127.3,2086081.0,2220262.35,410701.65,544883.0,844836.6999999998,72.0,84.0,115.04999999999995,500
Basis_85,MIP_vektet,2028,22,240.95,272.0,285.0,1778318.8,2081045.5,2216466.45,414497.55,549918.5,852645.1999999998,72.0,85.0,116.04999999999995,500
Basis_85,MIP_vektet,2028,23,240.0,272.0,285.0,1770511.3,2076009.5,2212670.6,418293.4,554954.5,860452.6999999998,72.0,85.0,117.0,500
Basis_85,MIP_vektet,2028,24,239.0,271.0,285.0,1762702.8,2070973.5,2208874.7,422089.3,559990.5,868261.1999999998,72.0,86.0,118.0,500
Basis_85,MIP_vektet,2028,25,237.0,271.0,284.0,1754894.3,2065938.0,2205078.8,425885.2,565026.0,876069.6999999998,73.0,86.0,120.0,500
Basis_85,MIP_vektet,2028,26,235.95,270.0,284.0,1747086.8,2060902.0,2201282.95,429681.05,570062.0,883877.1999999998,73.0,87.0,121.04999999999995,500
Basis_85,MIP_vektet,2028,27,235.0,270.0,284.0,1739278.3,2055866.0,2197488.0,433476.0,575098.0,891685.6999999998,73.0,87.0,122.0,500
Basis_85,MIP_vektet,2028,28,233.95,269.0,283.0,1731470.75,2050830.0,2193692.15,437271.85,580134.0,899493.2499999999,74.0,88.0,123.04999999999995,500
Basis_85,MIP_vektet,2028,29,232.0,269.0,283.0,1723662.3,2045794.5,2189896.25,441067.75,585169.5,907301.6999999998,74.0,88.0,125.0,500
Basis_85,MIP_vektet,2028,30,231.95,268.0,282.0,1715853.8,2040758.5,2186100.35,444863.65,590205.5,915110.1999999998,75.0,89.0,125.04999999999995,500
Basis_85,MIP_vektet,2028,31,230.95,268.0,282.0,1708046.25,2035722.5,2182304.5,448659.5,595241.5,922917.7499999999,75.0,89.0,126.04999999999995,500
Basis_85,MIP_vektet,2028,32,230.0,267.0,282.0,1700237.8,2030686.5,2178508.6,452455.4,600277.5,930726.1999999998,75.0,90.0,127.0,500
Basis_85,MIP_vektet,2028,33,228.95,267.0,282.0,1692430.25,2025651.0,2174712.75,456251.25,605313.0,938533.7499999999,75.0,90.0,128.04999999999995,500
Basis_85,MIP_vektet,2028,34,228.0,266.0,281.0,1684621.75,2020615.0,2170916.85,460047.15,610349.0,946342.2499999999,76.0,91.0,129.0,500
Basis_85,MIP_vektet,2028,35,227.0,266.0,281.0,1676813.3,2015579.0,2167120.95,463843.05,615385.0,954150.6999999998,76.0,91.0,130.0,500
Basis_85,MIP_vektet,2028,36,225.95,265.0,280.0,1669005.75,2010543.0,2163326.05,467637.95,620421.0,961958.2499999999,77.0,92.0,131.04999999999995,500
Basis_85,MIP_vektet,2028,37,223.95,264.5,280.0,1661197.25,2005507.5,2159530.15,471433.85,625456.5,969766.7499999999,77.0,92.5,133.04999999999995,500
Basis_85,MIP_vektet,2028,38,223.9,264.0,279.04999999999995,1653389.75,2000471.0,2155734.3,475229.7,630493.0,977574.2499999999,77.95,93.0,133.0999999999999,500
Basis_85,MIP_vektet,2028,39,222.0,263.0,279.0,1645581.25,1995435.5,2151938.4,479025.6,635528.5,985382.7499999999,78.0,94.0,135.0,500
Basis_85,MIP_vektet,2028,40,221.95,263.0,279.0,1637772.75,1990399.5,2148142.5,482821.5,640564.5,993191.2499999999,78.0,94.0,135.04999999999995,500
Basis_85,MIP_vektet,2028,41,221.0,262.0,278.0,1629965.25,1985364.0,2144346.65,486617.35,645600.0,1000998.7499999998,79.0,95.0,136.0,500
Basis_85,MIP_vektet,2028,42,220.0,262.0,278.0,1622156.75,1980327.5,2140550.75,490413.25,650636.5,1008807.2499999998,79.0,95.0,137.0,500
Basis_85,MIP_vektet,2028,43,218.95,261.0,277.04999999999995,1614349.2,1975292.0,2136754.9,494209.1,655672.0,1016614.7999999998,79.95,96.0,138.04999999999995,500
Basis_85,MIP_vektet,2028,44,217.95,261.0,277.0,1606540.75,1970256.0,2132959.95,498004.05,660708.0,1024423.2499999998,80.0,96.0,139.04999999999995,500
Basis_85,MIP_vektet,2028,45,216.95,261.0,277.0,1598732.25,1965220.0,2129164.05,501799.95,665744.0,1032231.7499999998,80.0,96.0,140.04999999999995,500
Basis_85,MIP_vektet,2028,46,215.95,260.0,276.0,1590924.7,1960184.0,2125368.2,505595.8,670780.0,1040039.2999999998,81.0,97.0,141.04999999999995,500
Basis_85,MIP_vektet,2028,47,214.0,260.0,276.0,1583116.25,1955148.5,2121572.3,509391.7,675815.5,1047847.7499999998,81.0,97.0,143.0,500
Basis_85,MIP_vektet,2028,48,214.0,259.0,275.0,1575308.7,1950112.5,2117776.45,513187.55,680851.5,1055655.2999999998,82.0,98.0,143.0,500
Basis_85,MIP_vektet,2028,49,212.95,258.0,275.0,1567500.2,1945076.5,2113980.55,516983.45,685887.5,1063463.7999999998,82.0,99.0,144.04999999999995,500
Basis_85,MIP_vektet,2028,50,211.0,258.0,275.0,1559691.7,1940040.5,2110184.65,520779.35,690923.5,1071272.2999999998,82.0,99.0,146.0,500
Basis_85,MIP_vektet,2028,51,210.0,257.0,274.0,1551884.2,1935005.0,2106388.8,524575.2,695959.0,1079079.7999999998,83.0,100.0,147.0,500
Basis_85,MIP_vektet,2028,52,209.0,256.0,274.0,1544075.7,1929969.0,2102593.85,528370.15,700995.0,1086888.2999999998,83.0,101.0,148.0,500
Basis_85,MIP_vektet,2029,1,208.0,256.0,274.0,1536268.15,1924933.0,2098798.0,532166.0,706031.0,1094695.8499999999,83.0,101.0,149.0,500
Basis_85,MIP_vektet,2029,2,206.95,256.0,273.0,1528459.7,1919897.0,2095002.1,535961.9,711067.0,1102504.2999999998,84.0,101.0,150.04999999999995,500
Basis_85,MIP_vektet,2029,3,206.0,255.0,273.0,1520651.2,1914861.5,2091206.2,539757.8,716102.5,1110312.7999999998,84.0,102.0,151.0,500
Basis_85,MIP_vektet,2029,4,204.95,255.0,273.0,1512843.65,1909825.0,2087410.35,543553.65,721139.0,1118120.3499999999,84.0,102.0,152.04999999999995,500
Basis_85,MIP_vektet,2029,5,203.95,254.0,272.0,1505035.2,1904789.5,2083614.45,547349.55,726174.5,1125928.7999999998,85.0,103.0,153.04999999999995,500
Basis_85,MIP_vektet,2029,6,202.0,253.5,272.0,1497227.65,1899753.5,2079818.6,551145.4,731210.5,1133736.3499999999,85.0,103.5,155.0,500
Basis_85,MIP_vektet,2029,7,201.95,253.0,272.0,1489419.15,1894718.0,2076022.7,554941.3,736246.0,1141544.8499999999,85.0,104.0,155.04999999999995,500
Basis_85,MIP_vektet,2029,8,200.95,252.0,271.0,1481610.7,1889681.5,2072226.8,558737.2,741282.5,1149353.2999999998,86.0,105.0,156.04999999999995,500
Basis_85,MIP_vektet,2029,9,198.95,252.0,270.04999999999995,1473803.15,1884646.0,2068431.9,562532.1,746318.0,1157160.8499999999,86.95,105.0,158.04999999999995,500
Basis_85,MIP_vektet,2029,10,197.95,251.0,270.0,1465994.65,1879610.0,2064636.0,566328.0,751354.0,1164969.3499999999,87.0,106.0,159.04999999999995,500
Basis_85,MIP_vektet,2029,11,196.95,251.0,270.0,1458187.15,1874574.5,2060840.15,570123.85,756389.5,1172776.8499999999,87.0,106.0,160.04999999999995,500
Basis_85,MIP_vektet,2029,12,195.0,250.0,270.0,1450378.65,1869538.0,2057044.25,573919.75,761426.0,1180585.3499999999,87.0,107.0,162.0,500
Basis_85,MIP_vektet,2029,13,194.95,250.0,269.04999999999995,1442570.15,1864502.5,2053248.35,577715.65,766461.5,1188393.8499999999,87.95,107.0,162.04999999999995,500
Basis_85,MIP_vektet,2029,14,193.95,249.0,269.0,1434762.65,1859466.5,2049452.5,581511.5,771497.5,1196201.3499999999,88.0,108.0,163.04999999999995,500
Basis_85,MIP_vektet,2029,15,192.0,249.0,269.0,1426954.15,1854430.5,2045656.6,585307.4,776533.5,1204009.8499999999,88.0,108.0,165.0,500
Basis_85,MIP_vektet,2029,16,191.0,248.0,269.0,1419146.6,1849394.5,2041860.75,589103.25,781569.5,1211817.3999999997,88.0,109.0,166.0,500
Basis_85,MIP_vektet,2029,17,189.95,247.5,268.0,1411338.15,1844359.0,2038065.8,592898.2,786605.0,1219625.8499999999,89.0,109.5,167.04999999999995,500
Basis_85,MIP_vektet,2029,18,187.95,247.0,267.04999999999995,1403529.65,1839323.0,2034269.9,596694.1,791641.0,1227434.3499999999,89.95,110.0,169.04999999999995,500
Basis_85,MIP_vektet,2029,19,186.0,246.0,267.0,1395722.1,1834287.0,2030474.05,600489.95,796677.0,1235241.8999999997,90.0,111.0,171.0,500
Basis_85,MIP_vektet,2029,20,185.95,246.0,267.0,1387913.65,1829251.0,2026678.15,604285.85,801713.0,1243050.3499999999,90.0,111.0,171.04999999999995,500
Basis_85,MIP_vektet,2029,21,184.95,245.0,266.04999999999995,1380105.15,1824215.5,2022882.3,608081.7,806748.5,1250858.8499999999,90.95,112.0,172.04999999999995,500
Basis_85,MIP_vektet,2029,22,182.95,244.5,266.0,1372297.6,1819179.5,2019086.4,611877.6,811784.5,1258666.3999999997,91.0,112.5,174.04999999999995,500
Basis_85,MIP_vektet,2029,23,182.0,244.0,265.04999999999995,1364489.15,1814143.5,2015290.5,615673.5,816820.5,1266474.8499999999,91.95,113.0,175.0,500
Basis_85,MIP_vektet,2029,24,180.0,244.0,265.0,1356681.6,1809107.5,2011494.65,619469.35,821856.5,1274282.3999999997,92.0,113.0,177.0,500
Basis_85,MIP_vektet,2029,25,179.95,243.0,265.0,1348873.1,1804072.0,2007699.7,623264.3,826892.0,1282090.8999999997,92.0,114.0,177.04999999999995,500
Basis_85,MIP_vektet,2029,26,179.0,243.0,264.04999999999995,1341064.65,1799035.5,2003903.85,627060.15,831928.5,1289899.3499999999,92.95,114.0,178.0,500
