KomNr,Kommune,Hjemmekontor,Kartkontor_MIP,Omfordelt,Timer,Lenker,Ferdigdato_Kartkontor_Mnd,Ferdigdato_Kartkontor,Ferdigdato_NVDB_Mnd,Ferdigdato_NVDB
5049,Flatanger,Trondheim,Trondheim,False,7.68,1418.0,62,2031-07-15,63,2031-08-15
5053,Inderøy,Trondheim,Trondheim,False,17.63,7306.0,32,2029-01-15,33,2029-02-15
5054,Indre Fosen,Trondheim,Trondheim,False,36.0,9918.0,16,2027-09-15,17,2027-10-15
5055,Heim,Trondheim,Trondheim,False,29.67,10013.0,55,2030-12-15,56,2031-01-15
5056,Hitra,Trondheim,Trondheim,False,20.32,8759.0,49,2030-06-15,51,2030-08-15
5058,Åfjord,Trondheim,Trondheim,False,30.12,8387.0,25,2028-06-15,26,2028-07-15
5059,Orkland,Trondheim,Trondheim,False,57.52,21540.0,36,2029-05-15,37,2029-06-15
5061,Rindal,Trondheim,Trondheim,False,16.88,4368.0,27,2028-08-15,28,2028-09-15
5501,Tromsø,Tromsø,Tromsø,False,63.6,27947.0,54,2030-11-15,55,2030-12-15
5503,Harstad - Hárstták,Tromsø,Tromsø,False,27.28,16861.0,11,2027-04-15,12,2027-05-15
5512,Dielddanuorri - Tjeldsund,Tromsø,Tromsø,False,24.27,8058.0,12,2027-05-15,13,2027-06-15
5514,Ibestad,Tromsø,Tromsø,False,8.68,3259.0,47,2030-04-15,48,2030-05-15
5516,Gratangen,Tromsø,Tromsø,False,7.82,2092.0,28,2028-09-15,28,2028-09-15
5518,Loabák - Lavangen,Tromsø,Tromsø,False,7.17,1546.0,47,2030-04-15,48,2030-05-15
5520,Bardu,Tromsø,Tromsø,False,43.93,6502.0,66,2031-11-15,67,2031-12-15
5522,Salangen,Tromsø,Tromsø,False,11.93,2841.0,9,2027-02-15,10,2027-03-15
5524,Målselv,Tromsø,Tromsø,False,7.16,14811.0,37,2029-06-15,38,2029-07-15
5526,Sørreisa,Tromsø,Tromsø,False,10.53,3369.0,23,2028-04-15,24,2028-05-15
5528,Dyrøy,Tromsø,Tromsø,False,0.76,1965.0,65,2031-10-15,65,2031-10-15
5530,Senja,Tromsø,Tromsø,False,52.38,17646.0,47,2030-04-15,48,2030-05-15
5532,Balsfjord,Tromsø,Tromsø,False,4.59,13047.0,65,2031-10-15,66,2031-11-15
5534,Karlsøy,Tromsø,Tromsø,False,25.07,5355.0,60,2031-05-15,61,2031-06-15
5536,Lyngen,Tromsø,Tromsø,False,18.13,4562.0,12,2027-05-15,13,2027-06-15
